natx =      610
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
     -1.39195     -7.95934      5.89711   2     10.00323
     -1.39195      7.95934      5.89711   2     10.00323
      2.21704     -9.55120      2.09878   3     10.02724
      2.21704      9.55120      2.09878   3     10.02724
     -6.36181      0.00000      7.77884   3     10.04903
      4.19353      0.00000      9.19206   3     10.10345
     -0.23370      0.00000    -10.10630   3     10.10900
      0.23370      0.00000     10.10630   3     10.10900
     -4.32080     -4.77560     -7.81837   3     10.12929
     -4.32080      4.77560     -7.81837   3     10.12929
      7.75554     -3.18373     -5.71865   3     10.14828
      7.75554      3.18373     -5.71865   3     10.14828
     -6.30414     -7.95934      0.18911   3     10.15525
     -6.30414      7.95934      0.18911   3     10.15525
      6.30414     -7.95934     -0.18911   3     10.15525
      6.30414      7.95934     -0.18911   3     10.15525
     -9.44490     -1.59187      3.47039   2     10.18743
     -9.44490      1.59187      3.47039   2     10.18743
      6.24646     -3.18373      7.40062   3     10.19429
      6.24646      3.18373      7.40062   3     10.19429
      1.84223     -1.59187     -9.90291   1     10.19782
      1.84223      1.59187     -9.90291   1     10.19782
      0.73878     -9.55120      3.58336   2     10.22799
      0.73878      9.55120      3.58336   2     10.22799
     -2.64577     -7.95934     -5.88069   3     10.24372
     -2.64577      7.95934     -5.88069   3     10.24372
     -8.71620     -3.18373      4.41469   3     10.27608
     -8.71620      3.18373      4.41469   3     10.27608
     -6.52776     -3.18373     -7.27810   3     10.28195
     -6.52776      3.18373     -7.27810   3     10.28195
      6.08051     -3.18373     -7.65632   3     10.28241
      6.08051      3.18373     -7.65632   3     10.28241
     -7.69608     -3.18373      6.08623   2     10.31542
     -7.69608      3.18373      6.08623   2     10.31542
      1.59251     -9.55120     -3.63411   1     10.34255
      1.59251      9.55120     -3.63411   1     10.34255
      3.95983     -9.55120     -0.91421   3     10.37986
      3.95983      9.55120     -0.91421   3     10.37986
     -1.24374     -4.77560     -9.13875   2     10.38605
     -1.24374      4.77560     -9.13875   2     10.38605
      8.13035     -1.59187      6.28304   1     10.39775
      8.13035      1.59187      6.28304   1     10.39775
      9.46751     -3.18373      2.90305   2     10.40181
      9.46751      3.18373      2.90305   2     10.40181
     -5.56536     -7.95934      3.77247   2     10.41901
     -5.56536      7.95934      3.77247   2     10.41901
      1.98334     -6.36747     -8.00749   3     10.42105
      1.98334      6.36747     -8.00749   3     10.42105
     -2.63569     -9.55120     -3.24164   3     10.42499
     -2.63569      9.55120     -3.24164   3     10.42499
     10.26400     -1.59187     -1.10332   3     10.44515
     10.26400      1.59187     -1.10332   3     10.44515
     -4.22820     -9.55120      0.39248   1     10.45261
