natx =      443
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      0.22380     -0.13777     -1.92384   2      1.94171
      0.14955     -0.28316      1.95657   2      1.98260
      1.40614      9.79645      1.56585   3     10.01996
      5.43850     -6.08731     -5.82047   2     10.02549
     -2.21452      8.07370      5.52478   2     10.03055
     -8.39245      0.65979      5.50441   3     10.05818
      3.10394      2.23441     -9.31714   2     10.07155
      8.16045     -5.94516      0.08242   1     10.09677
     -0.34484     -3.87423     -9.31991   3     10.09898
     -7.90730      2.65539     -5.82006   2     10.17102
     -9.19557      4.09891      1.52117   3     10.18202
      6.79858     -7.46008      1.49179   3     10.20289
     -5.05787     -8.87087     -0.01358   1     10.21149
     -2.18383     -3.48655     -9.35325   2     10.21804
      8.03452      2.58514     -5.79436   2     10.23773
     -2.35449     -9.17366     -3.88750   3     10.23779
      3.09942      8.05029      5.53335   2     10.24849
      9.86360     -2.01637     -1.98877   3     10.26214
     -7.88114     -3.08899     -5.84760   2     10.28828
     -9.04690     -4.56160      1.81838   3     10.29374
     -7.82478      5.51822     -3.84547   1     10.31822
      1.97028     -4.77058      8.93826   3     10.32148
      7.21454     -7.15172     -1.83787   3     10.32349
     -3.76269     -1.60075      9.47989   3     10.32417
      8.43952      2.28250      5.51438   2     10.33652
     -5.19390     -0.22460      9.01289   2     10.40477
      2.95945     -9.19708     -3.87893   3     10.41109
      1.82211     10.10480     -1.76381   3     10.41816
      8.06069     -3.15924     -5.82190   2     10.43312
      3.13011     -3.50996     -9.34468   2     10.46138
      1.52509      4.12021      9.51600   3     10.48123
      5.24646      5.43854      7.26490   3     10.48245
      8.11705      5.44797     -3.81977   1     10.49560
      2.69442      8.35293     -5.77538   2     10.50649
     -2.61952      8.37634     -5.78395   2     10.51090
      5.57001     -8.91770      0.00355   1     10.51429
      7.26258     -4.86550     -5.87612   3     10.53314
     -5.15944      8.32080     -3.89575   1     10.53719
      5.43398     -0.27143      9.03002   2     10.54244
     -8.70541      0.94912     -5.87428   3     10.54477
     -7.77245     -5.97053     -3.90056   1     10.54858
     -4.95078      0.11734     -9.33010   2     10.56290
     -5.38142      5.48538      7.24777   3     10.56311
    -10.40410     -0.09094     -1.94098   2     10.58400
      0.09387      5.49636      9.04900   2     10.58788
    -10.62790      0.04683     -0.01714   3     10.62802
     10.62790     -0.04683      0.01714   3     10.62802
      1.60715    -10.35280      1.80797   3     10.63166
      5.22482      5.36704     -7.55804   3     10.64086
      5.46845      8.27397     -3.87861   1     10.64923
     -3.34366     -4.74717      8.92969   3     10.65153
    -10.47830     -0.23633      1.93944   2     10.65890
      8.46569     -3.46188      5.48683   2     10.66573
      4.94293      1.84672     -9.28380   3     10.67857
      4.93841      7.66260      5.56669   3     10.68136
     -3.90780      9.81987      1.55729   3     10.68297
     -9.09827     -1.64883     -5.35162   3     10.68349
      4.49733      9.49579     -1.94225   3     10.68496
      7.57554     -5.15483      5.50257   3     10.68828
      9.83743      3.72800     -1.96122   3     10.70137
    -10.42410      2.64129      0.03294   1     10.75357
     -5.40306      5.41387     -7.57518   3     10.76505
     -5.32909     -6.00337      7.19268   3     10.77842
      5.29879     -6.05020      7.20981   3     10.80109
      0.14620     -5.99239      8.99391   2     10.80835
    -10.39800     -3.10308      0.00540   1     10.85115
     -3.49183     10.12820     -1.77237   3     10.85885
     -2.13603     -9.15941      5.44215   2     10.86621
      8.16938     -6.04078     -3.87486   1     10.87402
     -7.80908     -2.63017      7.14544   3     10.90673
      5.67710      0.07050     -9.31297   2     10.90715
      2.23996     -5.20292     -9.32894   3     10.91407
     -2.54103     -8.85678     -5.86658   2     10.92319
      0.38932     -5.65045     -9.34908   2     10.93089
      0.09787      0.07335     10.96020   3     10.96088
     10.77740     -0.33000      1.97371   2     10.96160
      0.33699      5.83829     -9.29399   2     10.98078
      2.77291     -8.88019     -5.85801   2     10.99377
     -5.08094     -8.91232     -3.97838   1     11.00331
     -0.29704     -9.54710      5.47549   3     11.00983
     10.85170     -0.18461     -1.90671   2     11.01948
     -3.78886      4.14363      9.50744   3     11.04158
      0.03066     -0.43742    -11.04470   3     11.05340
     -5.68495      1.89356     -9.30093   3     11.06397
     -7.83525      3.11420      7.17298   3     11.06983
     -5.68947      7.70943      5.54956   3     11.07262
      5.27715     -6.12171     -7.61313   3     11.10331
     -3.07398     -5.17950     -9.33751   3     11.11151
     -3.70680    -10.32940      1.79940   3     11.12091
     -5.35073     -6.07487     -7.63027   3     11.12454
     10.83160      2.54763      0.06721   1     11.12738
      3.17791     -9.18283      5.45072   2     11.14154
      8.13274     -2.70042      7.17114   3     11.17403
     -7.65450      8.16868      0.04476   3     11.19467
     -8.36628     -5.08458      5.47687   3     11.21801
      0.20231      2.62451     10.90820   1     11.22131
      1.47728      9.79308     -5.27940   3     11.22314
    -10.57560     -0.31908      3.76107   3     11.22901
     -2.46303     -0.17807     10.95850   1     11.23330
    -10.55170      0.04868     -3.87989   3     11.24252
      4.96910     -3.89765     -9.31134   3     11.25099
      5.54694     -8.95916     -3.96124   1     11.25729
      8.10657      3.04395      7.19868   3     11.26069
     -2.46898     -8.39796      7.12646   3     11.28752
     -7.83072     -2.70167     -7.67751   3     11.29439
      7.52321      6.33391      5.55766   3     11.29622
     10.85780     -3.19675      0.03966   1     11.31868
      0.22847     -3.11986     10.88070   1     11.32146
     -9.12444      4.09554     -5.32408   3     11.33026
      2.85091     -0.20148     10.96710   1     11.33338
     10.68020     -0.41275      3.79534   3     11.34203
     10.70410     -0.04499     -3.84562   3     11.37403
     -7.85689      3.04270     -7.64996   3     11.38027
      0.09723     11.20560      2.01166   2     11.38515
      1.91795      6.71816      8.99335   3     11.38826
      7.21025      6.62324     -5.82103   3     11.39032
     -8.72728     -7.08147     -1.86357   3     11.39235
