natx =      601
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
     -6.43267      0.00000      7.66365   3     10.00554
     -2.18711     -9.45454     -2.58154   1     10.04172
     -2.18711      9.45454     -2.58154   1     10.04172
      6.38977     -3.15151      7.07998   3     10.04427
      6.38977      3.15151      7.07998   3     10.04427
      2.12001     -7.87879      5.86860   3     10.05039
      2.12001      7.87879      5.86860   3     10.05039
     -8.26297     -4.72727      3.24661   3     10.05804
     -8.26297      4.72727      3.24661   3     10.05804
     -8.64037     -3.15151     -4.10134   3     10.07020
     -8.64037      3.15151     -4.10134   3     10.07020
     -1.82183     -9.45454      2.96759   3     10.07541
     -1.82183      9.45454      2.96759   3     10.07541
      0.98416     -9.45454     -3.38932   2     10.09180
      0.98416      9.45454     -3.38932   2     10.09180
     -5.57796     -7.87879     -3.16908   2     10.16032
     -5.57796      7.87879     -3.16908   2     10.16032
      7.86936     -6.30303     -1.33062   2     10.16984
      7.86936      6.30303     -1.33062   2     10.16984
     -4.01457     -3.15151     -8.83061   3     10.19943
     -4.01457      3.15151     -8.83061   3     10.19943
      9.47431      0.00000      3.83153   2     10.21974
      3.19029     -7.87879     -5.67559   2     10.22084
      3.19029      7.87879     -5.67559   2     10.22084
     -6.25800     -3.15151     -7.44689   3     10.22501
     -6.25800      3.15151     -7.44689   3     10.22501
     -1.96730     -4.72727     -8.86206   1     10.23491
     -1.96730      4.72727     -8.86206   1     10.23491
      1.17277     -4.72727      9.04927   2     10.27676
      1.17277      4.72727      9.04927   2     10.27676
      2.40962     -9.45454      3.31796   3     10.30551
      2.40962      9.45454      3.31796   3     10.30551
     -3.97363     -9.45454      1.04210   3     10.30844
     -3.97363      9.45454      1.04210   3     10.30844
      8.70963     -4.72727      2.90936   3     10.32807
      8.70963      4.72727      2.90936   3     10.32807
     -8.59943      0.00000      5.77137   3     10.35659
     -0.04094     -3.15151     -9.87271   3     10.36359
      0.04094     -3.15151      9.87271   3     10.36359
     -0.04094      3.15151     -9.87271   3     10.36359
      0.04094      3.15151      9.87271   3     10.36359
     -4.91214      0.00000      9.12576   2     10.36381
      6.56445      0.00000     -8.03056   3     10.37217
      1.31781     -6.30303     -8.16799   2     10.40100
      1.31781      6.30303     -8.16799   2     10.40100
      6.76393     -7.87879     -0.62294   3     10.40260
      6.76393      7.87879     -0.62294   3     10.40260
     -7.26365     -6.30303      4.08141   2     10.44733
     -7.26365      6.30303      4.08141   2     10.44733
      8.35238     -3.15151      5.45319   3     10.46095
      8.35238      3.15151      5.45319   3     10.46095
      2.27740     -4.72727     -9.06054   3     10.47029
      2.27740      4.72727     -9.06054   3     10.47029
     -6.43267     -3.15151      7.66365   3     10.49013
     -6.43267      3.15151      7.66365   3     10.49013
     -3.42139     -4.72727      8.73286   3     10.50313
     -3.42139      4.72727      8.73286   3     10.50313
      5.51786     -6.30303     -6.37497   2     10.52688
