-11.852000 0.022974
-11.824405 0.023124
-11.796810 0.023281
-11.769216 0.023448
-11.741621 0.023623
-11.714026 0.023807
-11.686431 0.024002
-11.658836 0.024207
-11.631242 0.024424
-11.603647 0.024652
-11.576052 0.024894
-11.548457 0.025148
-11.520862 0.025416
-11.493268 0.025700
-11.465673 0.025999
-11.438078 0.026315
-11.410483 0.026648
-11.382888 0.027001
-11.355294 0.027373
-11.327699 0.027766
-11.300104 0.028182
-11.272509 0.028621
-11.244914 0.029086
-11.217320 0.029578
-11.189725 0.030100
-11.162130 0.030652
-11.134535 0.031239
-11.106940 0.031862
-11.079346 0.032524
-11.051751 0.033230
-11.024156 0.033983
-10.996561 0.034788
-10.968966 0.035650
-10.941372 0.036575
-10.913777 0.037569
-10.886182 0.038642
-10.858587 0.039801
-10.830992 0.041057
-10.803398 0.042422
-10.775803 0.043909
-10.748208 0.045533
-10.720613 0.047311
-10.693019 0.049262
-10.665424 0.051409
-10.637829 0.053774
-10.610234 0.056387
-10.582639 0.059276
-10.555045 0.062475
-10.527450 0.066022
-10.499855 0.069956
-10.472260 0.074322
-10.444665 0.079169
-10.417071 0.084547
-10.389476 0.090514
-10.361881 0.097129
-10.334286 0.104455
-10.306691 0.112561
-10.279097 0.121514
-10.251502 0.131390
-10.223907 0.142264
-10.196312 0.154211
-10.168717 0.167312
-10.141123 0.181644
-10.113528 0.197284
-10.085933 0.214310
-10.058338 0.232795
-10.030743 0.252808
-10.003149 0.274415
-9.975554 0.297673
-9.947959 0.322635
-9.920364 0.349341
-9.892769 0.377826
-9.865175 0.408110
-9.837580 0.440203
-9.809985 0.474102
-9.782390 0.509790
-9.754795 0.547235
-9.727201 0.586390
-9.699606 0.627196
-9.672011 0.669575
-9.644416 0.713436
-9.616821 0.758674
-9.589227 0.805169
-9.561632 0.852790
-9.534037 0.901392
-9.506442 0.950821
-9.478847 1.000914
-9.451253 1.051501
-9.423658 1.102404
-9.396063 1.153444
-9.368468 1.204439
-9.340873 1.255206
-9.313279 1.305566
-9.285684 1.355340
-9.258089 1.404358
-9.230494 1.452454
-9.202899 1.499471
-9.175305 1.545262
-9.147710 1.589688
-9.120115 1.632625
-9.092520 1.673957
-9.064925 1.713583
