-11.957000 0.022263
-11.929405 0.022406
-11.901810 0.022557
-11.874216 0.022716
-11.846621 0.022883
-11.819026 0.023059
-11.791431 0.023245
-11.763836 0.023440
-11.736242 0.023647
-11.708647 0.023864
-11.681052 0.024093
-11.653457 0.024335
-11.625862 0.024589
-11.598268 0.024858
-11.570673 0.025141
-11.543078 0.025440
-11.515483 0.025755
-11.487888 0.026087
-11.460294 0.026438
-11.432699 0.026808
-11.405104 0.027198
-11.377509 0.027610
-11.349914 0.028044
-11.322320 0.028504
-11.294725 0.028989
-11.267130 0.029502
-11.239535 0.030045
-11.211940 0.030619
-11.184346 0.031229
-11.156751 0.031875
-11.129156 0.032563
-11.101561 0.033294
-11.073966 0.034074
-11.046372 0.034906
-11.018777 0.035798
-10.991182 0.036754
-10.963587 0.037781
-10.935992 0.038889
-10.908398 0.040085
-10.880803 0.041381
-10.853208 0.042788
-10.825613 0.044321
-10.798019 0.045993
-10.770424 0.047824
-10.742829 0.049831
-10.715234 0.052038
-10.687639 0.054468
-10.660045 0.057149
-10.632450 0.060110
-10.604855 0.063386
-10.577260 0.067013
-10.549665 0.071031
-10.522071 0.075484
-10.494476 0.080420
-10.466881 0.085889
-10.439286 0.091948
-10.411691 0.098653
-10.384097 0.106069
-10.356502 0.114260
-10.328907 0.123295
-10.301312 0.133246
-10.273717 0.144187
-10.246123 0.156193
-10.218528 0.169340
-10.190933 0.183706
-10.163338 0.199367
-10.135743 0.216400
-10.108149 0.234877
-10.080554 0.254868
-10.052959 0.276439
-10.025364 0.299650
-9.997769 0.324556
-9.970175 0.351202
-9.942580 0.379625
-9.914985 0.409853
-9.887390 0.441904
-9.859795 0.475781
-9.832201 0.511479
-9.804606 0.548976
-9.777011 0.588238
-9.749416 0.629217
-9.721821 0.671851
-9.694227 0.716063
-9.666632 0.761764
-9.639037 0.808848
-9.611442 0.857199
-9.583847 0.906688
-9.556253 0.957175
-9.528658 1.008509
-9.501063 1.060530
-9.473468 1.113073
-9.445873 1.165965
-9.418279 1.219029
-9.390684 1.272084
-9.363089 1.324952
-9.335494 1.377451
-9.307899 1.429404
-9.280305 1.480636
