-11.315000 0.022872
-11.287405 0.023024
-11.259809 0.023185
-11.232214 0.023354
-11.204619 0.023532
-11.177024 0.023720
-11.149428 0.023918
-11.121833 0.024128
-11.094238 0.024349
-11.066642 0.024582
-11.039047 0.024828
-11.011452 0.025088
-10.983856 0.025362
-10.956261 0.025651
-10.928666 0.025957
-10.901071 0.026281
-10.873475 0.026622
-10.845880 0.026983
-10.818285 0.027364
-10.790689 0.027768
-10.763094 0.028194
-10.735499 0.028646
-10.707903 0.029124
-10.680308 0.029630
-10.652713 0.030167
-10.625118 0.030737
-10.597522 0.031342
-10.569927 0.031985
-10.542332 0.032670
-10.514736 0.033401
-10.487141 0.034181
-10.459546 0.035016
-10.431950 0.035911
-10.404355 0.036872
-10.376760 0.037908
-10.349165 0.039026
-10.321569 0.040236
-10.293974 0.041549
-10.266379 0.042977
-10.238783 0.044536
-10.211188 0.046240
-10.183593 0.048108
-10.155997 0.050161
-10.128402 0.052423
-10.100807 0.054919
-10.073212 0.057679
-10.045616 0.060735
-10.018021 0.064123
-9.990426 0.067884
-9.962830 0.072061
-9.935235 0.076703
-9.907640 0.081860
-9.880045 0.087591
-9.852449 0.093956
-9.824854 0.101020
-9.797259 0.108852
-9.769663 0.117526
-9.742068 0.127119
-9.714473 0.137711
-9.686877 0.149385
-9.659282 0.162227
-9.631687 0.176321
-9.604092 0.191756
-9.576496 0.208618
-9.548901 0.226992
-9.521306 0.246959
-9.493710 0.268598
-9.466115 0.291981
-9.438520 0.317175
-9.410924 0.344237
-9.383329 0.373214
-9.355734 0.404144
-9.328139 0.437051
-9.300543 0.471947
-9.272948 0.508825
-9.245353 0.547667
-9.217757 0.588436
-9.190162 0.631076
-9.162567 0.675515
-9.134971 0.721662
-9.107376 0.769408
-9.079781 0.818627
-9.052186 0.869174
-9.024590 0.920889
-8.996995 0.973596
-8.969400 1.027107
-8.941804 1.081218
-8.914209 1.135719
-8.886614 1.190390
-8.859019 1.245003
-8.831423 1.299330
-8.803828 1.353140
-8.776233 1.406203
-8.748637 1.458292
-8.721042 1.509189
-8.693447 1.558681
-8.665851 1.606567
-8.638256 1.652660
-8.610661 1.696787
-8.583066 1.738788
-8.555470 1.778525
-8.527875 1.815877
-8.500280 1.850740
-8.472684 1.883034
-8.445089 1.912696
-8.417494 1.939685
-8.389898 1.963979
-8.362303 1.985576
-8.334708 2.004493
-8.307113 2.020762
-8.279517 2.034435
-8.251922 2.045575
-8.224327 2.054264
-8.196731 2.060589
-8.169136 2.064654
-8.141541 2.066568
-8.113945 2.066446
-8.086350 2.064411
-8.058755 2.060588
-8.031160 2.055104
-8.003564 2.048087
-7.975969 2.039663
-7.948374 2.029956
-7.920778 2.019088
-7.893183 2.007174
-7.865588 1.994326
-7.837992 1.980647
-7.810397 1.966237
-7.782802 1.951185
-7.755207 1.935576
-7.727611 1.919485
-7.700016 1.902981
-7.672421 1.886124
-7.644825 1.868968
-7.617230 1.851560
-7.589635 1.833941
-7.562040 1.816146
-7.534444 1.798203
-7.506849 1.780137
-7.479254 1.761971
-7.451658 1.743720
-7.424063 1.725402
-7.396468 1.707030
-7.368872 1.688617
-7.341277 1.670176
-7.313682 1.651720
-7.286087 1.633265
-7.258491 1.614825
-7.230896 1.596421
-7.203301 1.578072
-7.175705 1.559803
-7.148110 1.541642
-7.120515 1.523620
-7.092919 1.505771
-7.065324 1.488133
-7.037729 1.470748
-7.010134 1.453661
-6.982538 1.436919
-6.954943 1.420572
-6.927348 1.404675
-6.899752 1.389280
-6.872157 1.374443
-6.844562 1.360222
-6.816966 1.346672
-6.789371 1.333849
-6.761776 1.321808
-6.734181 1.310601
-6.706585 1.300278
-6.678990 1.290886
-6.651395 1.282468
-6.623799 1.275064
-6.596204 1.268706
-6.568609 1.263423
-6.541014 1.259239
-6.513418 1.256169
-6.485823 1.254224
-6.458228 1.253408
-6.430632 1.253719
-6.403037 1.255145
-6.375442 1.257671
-6.347846 1.261274
-6.320251 1.265924
-6.292656 1.271584
-6.265061 1.278212
-6.237465 1.285761
-6.209870 1.294176
-6.182275 1.303399
-6.154679 1.313368
-6.127084 1.324014
-6.099489 1.335268
-6.071893 1.347056
-6.044298 1.359301
-6.016703 1.371927
-5.989108 1.384853
-5.961512 1.398001
-5.933917 1.411291
-5.906322 1.424644
-5.878726 1.437984
-5.851131 1.451234
-5.823536 1.464323
-5.795940 1.477180
-5.768345 1.489739
-5.740750 1.501941
-5.713155 1.513726
-5.685559 1.525046
-5.657964 1.535852
-5.630369 1.546107
-5.602773 1.555777
-5.575178 1.564836
-5.547583 1.573263
-5.519987 1.581048
-5.492392 1.588183
-5.464797 1.594672
-5.437202 1.600523
