natx =      457
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      1.16387      1.45514      0.18039   2      1.87205
     -1.38393     -1.24897      0.18844   2      1.87369
      9.01124     -1.26599      4.16889   2     10.00924
     -5.45301     -2.76324      7.93462   3     10.01644
      9.06132     -3.73625      2.09184   1     10.02212
      7.70753     -5.29926     -3.61031   3     10.02609
     -9.23126      1.46019     -3.63146   2     10.02676
      1.15465      9.77350      2.05812   1     10.05437
     -6.65512     -1.23843     -7.43494   2     10.05498
     -6.66410     -4.19443      6.25515   1     10.05636
     -6.62551     -6.65171     -3.60721   2     10.05756
     -1.44323     -6.64621     -7.41871   2     10.06441
     -9.26044     -3.95318      0.19643   2     10.07085
      6.40510      6.86870     -3.64744   2     10.07513
      1.19250     -9.35538     -3.59900   2     10.09445
      7.90404     -5.13647      3.68740   3     10.12196
     -3.96474     -6.90346      6.27229   1     10.13502
      3.84908     -9.14440      2.10794   1     10.14292
      3.75990      1.25989     -9.34486   1     10.15138
      5.10136     -8.00346     -3.60319   3     10.15196
      7.70789      5.51667     -3.64265   3     10.15451
      2.59466     -5.24122      8.33259   3     10.18011
     -2.61740     -5.24139      8.33253   3     10.18597
     -7.92865     -5.29979     -3.61050   3     10.19740
     -4.04856     -9.36097      0.21266   2     10.20117
      1.21186      6.87534     -7.46683   2     10.22216
      1.24738      3.95864     -9.34395   1     10.22429
     -9.23105      1.43713      4.16054   2     10.22681
     -3.96486     -1.44950     -9.32784   1     10.23864
      6.40531      6.84563      4.14456   2     10.25027
     -5.32276     -8.00381     -3.60331   3     10.26531
     -7.73178      5.67892      3.65488   3     10.26590
     -6.62512     -6.67450      4.18486   2     10.29341
      3.82849      9.56714      0.15617   2     10.30592
     -1.45234     -4.14826     -9.32875   1     10.31227
     -7.92829      5.51614     -3.64283   3     10.32259
      2.59503      5.57472      8.30026   3     10.32986
     -2.61704      5.57454      8.30020   3     10.33527
      5.10190      8.22044     -3.65169   3     10.34117
      1.19271     -9.37844      4.19300   2     10.34210
     -1.41291      9.57237     -3.65564   2     10.34361
      7.90440      5.67946      3.65507   3     10.39689
    -10.42410     -0.00036     -0.00013   3     10.42410
     10.42410      0.00036      0.00013   3     10.42410
     -5.32222      8.22008     -3.65182   3     10.45139
     -9.26965      4.36518      2.07416   1     10.45387
      6.42404      1.42157      8.13336   2     10.46139
      4.91068      8.01593      4.63546   3     10.48129
     -1.41252      9.54958      4.13643   2     10.50237
     10.20240      2.70309     -0.01911   3     10.55443
     10.20220     -2.70487     -0.00294   3     10.55468
      9.01104      4.16476     -3.63935   2     10.57303
      6.42356     -3.94041     -7.43444   2     10.58583
     -6.65481     -1.28442      8.14903   2     10.59919
      3.76883     -6.64603     -7.41865   2     10.64942
      4.91014     -8.20796      4.68396   3     10.64986
