    -0.316715     0.002864     0.782211     0.399593
    -0.299689     0.002864     0.547645     0.244470
    -0.284456     0.002864     0.093288     0.723053
    -0.271014     0.002864    -0.017485    -0.032040
    -0.259365     0.002864     0.149100     0.000322
    -0.249508     0.002864     0.009151    -0.406553
    -0.241443     0.002864     0.328076    -0.641184
    -0.235171     0.002864     0.567567    -0.685728
    -0.234456     0.002864     0.593248    -0.687087
    -0.230781     0.002864     0.721324    -0.685707
    -0.227106     0.002864     0.844374    -0.672330
    -0.223431     0.002864     0.958566    -0.649748
    -0.219756     0.002864     1.069133    -0.618580
    -0.216081     0.002864     1.176257    -0.581181
    -0.212406     0.002864     1.282631    -0.540821
    -0.208960     0.002864     1.387242    -0.500641
    -0.204704     0.002864     1.529641    -0.441400
    -0.199999     0.002864     1.705503    -0.350946
    -0.194847     0.002864     1.915997    -0.205306
    -0.189246     0.002864     2.148666     0.031757
    -0.183197     0.002864     2.359798     0.388696
    -0.176701     0.002864     2.518611     0.877290
    -0.169756     0.002864     2.522351     1.559670
    -0.162363     0.002864     2.202079     2.317979
    -0.154522     0.002864     1.521171     2.978658
    -0.146234     0.002864     0.491703     3.413863
    -0.137497     0.002864    -0.951887     3.107125
    -0.128312     0.002864    -1.626299     1.898306
    -0.118679     0.002864    -1.466989     0.978204
    -0.108598     0.002864    -1.101240     0.494050
    -0.098069     0.002864    -0.769464     0.331962
    -0.087092     0.002864    -0.653324     0.299767
    -0.075666     0.002864    -0.584330     0.114617
    -0.063793     0.002864    -0.354541    -0.021857
    -0.051472     0.002864    -0.139317    -0.000772
    -0.038703     0.002864    -0.012599     0.069891
    -0.025485     0.002864     0.066075     0.133562
    -0.011820     0.002864     0.170515     0.196644
     0.002294     0.002864     0.248248     0.401013
     0.016855     0.002864     0.074812     0.591140
     0.031865     0.002864    -0.101991     0.545825
     0.047322     0.002864    -0.144645     0.440132
     0.063228     0.002864    -0.075095     0.413403
     0.079581     0.002864    -0.044689     0.512574
     0.096383     0.002864    -0.152283     0.661026
     0.113633     0.002864    -0.414235     0.667637
     0.131331     0.002864    -0.572257     0.444689
     0.149477     0.002864    -0.508765     0.295072
     0.168070     0.002864    -0.501249     0.283607
     0.187112     0.002864    -0.575346     0.222514
     0.206602     0.002864    -0.606843     0.077263
     0.226540     0.002864    -0.548669    -0.047584
     0.246926     0.002864    -0.482721    -0.120910
     0.267761     0.002864    -0.414659    -0.186529
     0.289043     0.002864    -0.321846    -0.231910
     0.310773     0.002864    -0.220676    -0.231245
     0.332951     0.002864    -0.143896    -0.182529
     0.355578     0.002864    -0.123666    -0.109554
     0.378652     0.002864    -0.162064    -0.058210
     0.402174     0.002864    -0.241306    -0.067850
     0.426145     0.002864    -0.275906    -0.166727
     0.450563     0.002864    -0.221018    -0.253892
     0.475430     0.002864    -0.141723    -0.283964
     0.500744     0.002864    -0.083350    -0.276431
     0.526507     0.002864    -0.053602    -0.272893
     0.552718     0.002864    -0.017040    -0.285843
     0.579376     0.002864     0.031612    -0.291050
     0.606483     0.002864     0.081563    -0.288857
     0.634038     0.002864     0.137272    -0.282369
     0.662041     0.002864     0.201557    -0.263373
     0.690492     0.002864     0.268266    -0.225836
     0.719391     0.002864     0.333666    -0.170449
     0.748738     0.002864     0.398000    -0.092980
     0.778533     0.002864     0.452959     0.021271
     0.808776     0.002864     0.471447     0.187592
     0.839467     0.002864     0.365016     0.366420
     0.870606     0.002864     0.173899     0.434287
     0.902193     0.002864     0.033100     0.404831
     0.934229     0.002864    -0.060388     0.366725
     0.966712     0.002864    -0.139480     0.319338
     0.999643     0.002864    -0.199222     0.256593
     1.033023     0.002864    -0.237007     0.186180
     1.066850     0.002864    -0.251838     0.112241
     1.101126     0.002864    -0.241968     0.043898
     1.135849     0.002864    -0.214958    -0.008912
     1.171021     0.002864    -0.180239    -0.044351
     1.206640     0.002864    -0.143795    -0.064372
     1.242708     0.002864    -0.109713    -0.071722
     1.279224     0.002864    -0.080575    -0.069467
     1.316188     0.002864    -0.058250    -0.059831
     1.353599     0.002864    -0.044397    -0.045241
     1.391459     0.002864    -0.040266    -0.029430
     1.429767     0.002864    -0.045259    -0.016982
     1.468523     0.002864    -0.056139    -0.011750
     1.507727     0.002864    -0.067958    -0.014949
     1.547379     0.002864    -0.076465    -0.024321
     1.587479     0.002864    -0.080302    -0.036808
     1.628027     0.002864    -0.079912    -0.050014
     1.669024     0.002864    -0.076325    -0.062732
     1.710468     0.002864    -0.070346    -0.074665
    -0.227106     0.000184     0.860733    -0.761525
    -0.227106     0.000367     0.859532    -0.755237
    -0.227106     0.000464     0.858909    -0.751944
    -0.227106     0.000692     0.857437    -0.744184
    -0.227106     0.001033     0.855283    -0.732681
    -0.227106     0.001541     0.852140    -0.715684
    -0.227106     0.002299     0.847617    -0.690687
    -0.227106     0.003429     0.841235    -0.654218
    -0.227106     0.005116     0.832446    -0.601667
    -0.227106     0.007632     0.820716    -0.527480
    -0.227106     0.011385     0.805287    -0.426288
    -0.227106     0.016985     0.784103    -0.296051
    -0.227106     0.025338     0.751264    -0.143624
    -0.227106     0.037800     0.696200     0.009548
    -0.227106     0.056391     0.610834     0.128607
