natx =      597
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      5.55124      0.00000      8.32691   2     10.00768
     -6.07117     -3.14592      7.35651   3     10.04361
     -6.07117      3.14592      7.35651   3     10.04361
     -1.89108     -9.43774      2.88886   3     10.04951
     -1.89108      9.43774      2.88886   3     10.04951
     -3.23193     -9.43774      1.22303   2     10.05048
     -3.23193      9.43774      1.22303   2     10.05048
      8.80405     -4.71887      1.45475   3     10.09432
      8.80405      4.71887      1.45475   3     10.09432
     -9.45683     -1.57296     -3.20007   2     10.10674
     -9.45683      1.57296     -3.20007   2     10.10674
     -0.00765     -3.14592     -9.60866   3     10.11055
      0.00765     -3.14592      9.60866   3     10.11055
     -0.00765      3.14592     -9.60866   3     10.11055
      0.00765      3.14592      9.60866   3     10.11055
     -1.76199     -6.29183      7.71741   3     10.11188
     -1.76199      6.29183      7.71741   3     10.11188
      8.88382     -3.14592      3.88096   3     10.19220
      8.88382      3.14592      3.88096   3     10.19220
     -4.30154      0.00000      9.24776   3     10.19923
     -8.45980     -4.71887      3.23434   3     10.21259
     -8.45980      4.71887      3.23434   3     10.21259
      6.50480     -7.86479     -0.40483   3     10.21427
      6.50480      7.86479     -0.40483   3     10.21427
      6.99275     -3.14592      6.76982   3     10.22868
      6.99275      3.14592      6.76982   3     10.22868
     -6.55913     -7.86479      0.18186   3     10.24257
     -6.55913      7.86479      0.18186   3     10.24257
      2.61809     -9.43774     -3.09870   3     10.27265
      2.61809      9.43774     -3.09870   3     10.27265
      2.20651     -6.29183     -7.83211   3     10.28580
      2.20651      6.29183     -7.83211   3     10.28580
     -3.04323     -7.86479     -5.93041   2     10.30951
     -3.04323      7.86479     -5.93041   2     10.30951
      4.35937      0.00000     -9.34881   3     10.31525
      1.44916     -6.29183      8.05157   2     10.32061
      1.44916      6.29183      8.05157   2     10.32061
      9.83200     -3.14592      0.63635   2     10.34263
      9.83200      3.14592      0.63635   2     10.34263
     -9.56755      0.00000      3.97160   2     10.35913
     -4.30918     -9.43774     -0.36090   3     10.38124
     -4.30918      9.43774     -0.36090   3     10.38124
      2.24975     -4.71887      8.97625   3     10.38760
      2.24975      4.71887      8.97625   3     10.38760
     -2.14820     -4.71887     -9.01066   3     10.39589
     -2.14820      4.71887     -9.01066   3     10.39589
      4.36702     -9.43774      0.25986   3     10.40237
      4.36702      9.43774      0.25986   3     10.40237
      3.37037     -4.71887     -8.66075   2     10.42285
      3.37037      4.71887     -8.66075   2     10.42285
      3.61474     -7.86479      5.82191   2     10.43149
      3.61474      7.86479      5.82191   2     10.43149
     -2.84689     -9.43774     -3.47519   2     10.45240
     -2.84689      9.43774     -3.47519   2     10.45240
     -8.28533     -3.14592      5.57995   3     10.47279
     -8.28533      3.14592      5.57995   3     10.47279
      5.55124     -3.14592      8.32691   2     10.49050
      5.55124      3.14592      8.32691   2     10.49050
     -2.13290     -1.57296     10.20670   3     10.54515
     -2.13290      1.57296     10.20670   3     10.54515
      8.87618      0.00000     -5.72770   3     10.56376
      2.23446     -1.57296    -10.24110   3     10.59939
      2.23446      1.57296    -10.24110   3     10.59939
     10.02830     -1.57296      3.09157   2     10.61126
     10.02830      1.57296      3.09157   2     10.61126
      3.49638     -9.43774      3.38491   2     10.61853
      3.49638      9.43774      3.38491   2     10.61853
      0.48795     -7.86479      7.17465   3     10.65686
      0.48795      7.86479      7.17465   3     10.65686
     -4.30154     -3.14592      9.24776   3     10.67338
     -4.30154      3.14592      9.24776   3     10.67338
     -8.46744     -1.57296     -6.37432   3     10.71465
     -8.46744      1.57296     -6.37432   3     10.71465
    -10.44580      0.00000     -2.51201   3     10.74360
     -8.69691     -6.29183      0.84654   3     10.76754
     -8.69691      6.29183      0.84654   3     10.76754
     -0.97310     -1.57296    -10.60950   2     10.76952
     -0.97310      1.57296    -10.60950   2     10.76952
      4.35937     -3.14592     -9.34881   3     10.78430
      4.35937      3.14592     -9.34881   3     10.78430
      4.37466      0.00000      9.86852   3     10.79469
      8.75474     -6.29183     -0.94759   3     10.82269
      8.75474      6.29183     -0.94759   3     10.82269
     -9.56755     -3.14592      3.97160   2     10.82628
     -9.56755      3.14592      3.97160   2     10.82628
      9.12566     -4.71887     -3.43684   3     10.83316
      9.12566      4.71887     -3.43684   3     10.83316
     -4.31683      0.00000     -9.96956   3     10.86403
     -5.10572     -4.71887      8.35737   2     10.87114
     -5.10572      4.71887      8.35737   2     10.87114
     -9.68591     -4.71887      1.53460   2     10.88300
     -9.68591      4.71887      1.53460   2     10.88300
      0.11551     -7.86479     -7.54033   1     10.89609
      0.11551      7.86479     -7.54033   1     10.89609
     -6.20197     -7.86479     -4.32049   1     10.90807
     -6.20197      7.86479     -4.32049   1     10.90807
    -10.82180     -1.57296     -0.04573   3     10.93561
    -10.82180      1.57296     -0.04573   3     10.93561
     -3.23957     -6.29183     -8.38563   2     10.97273
     -3.23957      6.29183     -8.38563   2     10.97273
     10.21700      0.00000     -4.06188   2     10.99482
      5.54359     -9.43774     -1.28175   2     11.02022
      5.54359      9.43774     -1.28175   2     11.02022
      8.87618     -3.14592     -5.72770   3     11.02225
      8.87618      3.14592     -5.72770   3     11.02225
