 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5698364207E+01    0.7654760892E+01
    0.1584612949E-03    0.5698364103E+01    0.7654760786E+01
    0.1665857792E-03    0.5698363890E+01    0.7654760570E+01
    0.1751268148E-03    0.5698363561E+01    0.7654760235E+01
    0.1841057586E-03    0.5698363108E+01    0.7654759774E+01
    0.1935450626E-03    0.5698362523E+01    0.7654759179E+01
    0.2034683302E-03    0.5698361796E+01    0.7654758440E+01
    0.2139003746E-03    0.5698360915E+01    0.7654757544E+01
    0.2248672813E-03    0.5698359870E+01    0.7654756481E+01
    0.2363964733E-03    0.5698358645E+01    0.7654755236E+01
    0.2485167797E-03    0.5698357226E+01    0.7654753793E+01
    0.2612585075E-03    0.5698355596E+01    0.7654752135E+01
    0.2746535176E-03    0.5698353734E+01    0.7654750242E+01
    0.2887353046E-03    0.5698351621E+01    0.7654748093E+01
    0.3035390802E-03    0.5698349232E+01    0.7654745664E+01
    0.3191018616E-03    0.5698346542E+01    0.7654742928E+01
    0.3354625639E-03    0.5698343521E+01    0.7654739855E+01
    0.3526620974E-03    0.5698340137E+01    0.7654736414E+01
    0.3707434697E-03    0.5698336354E+01    0.7654732567E+01
    0.3897518939E-03    0.5698332132E+01    0.7654728274E+01
    0.4097349008E-03    0.5698327429E+01    0.7654723491E+01
    0.4307424584E-03    0.5698322195E+01    0.7654718168E+01
    0.4528270965E-03    0.5698316377E+01    0.7654712251E+01
    0.4760440382E-03    0.5698309915E+01    0.7654705680E+01
    0.5004513380E-03    0.5698302744E+01    0.7654698388E+01
    0.5261100268E-03    0.5698294792E+01    0.7654690301E+01
    0.5530842647E-03    0.5698285977E+01    0.7654681337E+01
    0.5814415013E-03    0.5698276213E+01    0.7654671407E+01
    0.6112526445E-03    0.5698265400E+01    0.7654660412E+01
    0.6425922378E-03    0.5698253431E+01    0.7654648240E+01
    0.6755386463E-03    0.5698240187E+01    0.7654634771E+01
    0.7101742534E-03    0.5698225535E+01    0.7654619871E+01
    0.7465856660E-03    0.5698209329E+01    0.7654603391E+01
    0.7848639316E-03    0.5698191409E+01    0.7654585168E+01
    0.8251047659E-03    0.5698171598E+01    0.7654565021E+01
    0.8674087919E-03    0.5698149699E+01    0.7654542750E+01
    0.9118817916E-03    0.5698125495E+01    0.7654518137E+01
    0.9586349708E-03    0.5698098748E+01    0.7654490937E+01
    0.1007785237E-02    0.5698069193E+01    0.7654460882E+01
    0.1059455491E-02    0.5698036540E+01    0.7654427676E+01
    0.1113774935E-02    0.5698000468E+01    0.7654390992E+01
    0.1170879397E-02    0.5697960621E+01    0.7654350470E+01
    0.1230911668E-02    0.5697916608E+01    0.7654305712E+01
    0.1294021859E-02    0.5697867998E+01    0.7654256278E+01
    0.1360367778E-02    0.5697814314E+01    0.7654201685E+01
    0.1430115326E-02    0.5697755031E+01    0.7654141399E+01
    0.1503438906E-02    0.5697689570E+01    0.7654074829E+01
    0.1580521867E-02    0.5697617291E+01    0.7654001326E+01
    0.1661556956E-02    0.5697537490E+01    0.7653920173E+01
    0.1746746803E-02    0.5697449389E+01    0.7653830581E+01
    0.1836304427E-02    0.5697352133E+01    0.7653731677E+01
    0.1930453768E-02    0.5697244775E+01    0.7653622501E+01
    0.2029430249E-02    0.5697126276E+01    0.7653501995E+01
    0.2133481363E-02    0.5696995487E+01    0.7653368991E+01
    0.2242867292E-02    0.5696851146E+01    0.7653222205E+01
    0.2357861557E-02    0.5696691857E+01    0.7653060219E+01
    0.2478751704E-02    0.5696516088E+01    0.7652881473E+01
    0.2605840021E-02    0.5696322147E+01    0.7652684248E+01
    0.2739444296E-02    0.5696108174E+01    0.7652466651E+01
    0.2879898609E-02    0.5695872118E+01    0.7652226597E+01
    0.3027554168E-02    0.5695611724E+01    0.7651961793E+01
    0.3182780189E-02    0.5695324508E+01    0.7651669713E+01
    0.3345964819E-02    0.5695007737E+01    0.7651347578E+01
    0.3517516104E-02    0.5694658405E+01    0.7650992330E+01
    0.3697863011E-02    0.5694273205E+01    0.7650600607E+01
    0.3887456502E-02    0.5693848501E+01    0.7650168710E+01
    0.4086770659E-02    0.5693380294E+01    0.7649692575E+01
    0.4296303871E-02    0.5692864190E+01    0.7649167731E+01
    0.4516580081E-02    0.5692295361E+01    0.7648589269E+01
    0.4748150094E-02    0.5691668503E+01    0.7647951796E+01
    0.4991592955E-02    0.5690977792E+01    0.7647249389E+01
    0.5247517398E-02    0.5690216833E+01    0.7646475545E+01
    0.5516563369E-02    0.5689378611E+01    0.7645623129E+01
    0.5799403621E-02    0.5688455427E+01    0.7644684313E+01
    0.6096745403E-02    0.5687438841E+01    0.7643650515E+01
    0.6409332224E-02    0.5686319601E+01    0.7642512324E+01
    0.6737945714E-02    0.5685087570E+01    0.7641259433E+01
    0.7083407578E-02    0.5683731643E+01    0.7639880549E+01
    0.7446581651E-02    0.5682239668E+01    0.7638363314E+01
    0.7828376056E-02    0.5680598345E+01    0.7636694203E+01
    0.8229745479E-02    0.5678793132E+01    0.7634858430E+01
    0.8651693553E-02    0.5676808134E+01    0.7632839829E+01
    0.9095275367E-02    0.5674625989E+01    0.7630620744E+01
    0.9561600107E-02    0.5672227742E+01    0.7628181902E+01
    0.1005183383E-01    0.5669592716E+01    0.7625502275E+01
    0.1056720237E-01    0.5666698365E+01    0.7622558937E+01
    0.1110899442E-01    0.5663520133E+01    0.7619326914E+01
    0.1167856474E-01    0.5660031280E+01    0.7615779019E+01
    0.1227733756E-01    0.5656202729E+01    0.7611885680E+01
    0.1290681012E-01    0.5652002871E+01    0.7607614757E+01
    0.1356855642E-01    0.5647397391E+01    0.7602931354E+01
    0.1426423119E-01    0.5642349060E+01    0.7597797616E+01
    0.1499557396E-01    0.5636817538E+01    0.7592172519E+01
    0.1576441348E-01    0.5630759150E+01    0.7586011655E+01
    0.1657267224E-01    0.5624126676E+01    0.7579267006E+01
    0.1742237132E-01    0.5616869113E+01    0.7571886710E+01
    0.1831563540E-01    0.5608931451E+01    0.7563814830E+01
    0.1925469810E-01    0.5600254431E+01    0.7554991111E+01
    0.2024190758E-01    0.5590774318E+01    0.7545350741E+01
    0.2127973238E-01    0.5580422653E+01    0.7534824115E+01
    0.2237076759E-01    0.5569126040E+01    0.7523336597E+01
    0.2351774137E-01    0.5556805908E+01    0.7510808300E+01
    0.2472352175E-01    0.5543378321E+01    0.7497153872E+01
    0.2599112382E-01    0.5528753762E+01    0.7482282299E+01
    0.2732371724E-01    0.5512836998E+01    0.7466096740E+01
    0.2872463418E-01    0.5495526901E+01    0.7448494377E+01
    0.3019737766E-01    0.5476716387E+01    0.7429366319E+01
    0.3174563032E-01    0.5456292316E+01    0.7408597533E+01
    0.3337326359E-01    0.5434135525E+01    0.7386066845E+01
    0.3508434741E-01    0.5410120844E+01    0.7361646988E+01
    0.3688316037E-01    0.5384117264E+01    0.7335204737E+01
    0.3877420044E-01    0.5355988106E+01    0.7306601114E+01
    0.4076219620E-01    0.5325591370E+01    0.7275691705E+01
    0.4285211869E-01    0.5292780098E+01    0.7242327065E+01
    0.4504919380E-01    0.5257402957E+01    0.7206353261E+01
    0.4735891536E-01    0.5219304846E+01    0.7167612535E+01
    0.4978705887E-01    0.5178327755E+01    0.7125944116E+01
    0.5233969597E-01    0.5134311677E+01    0.7081185186E+01
    0.5502320956E-01    0.5087095774E+01    0.7033172016E+01
    0.5784430984E-01    0.5036519654E+01    0.6981741274E+01
    0.6081005103E-01    0.4982424873E+01    0.6926731515E+01
    0.6392784901E-01    0.4924656610E+01    0.6867984862E+01
    0.6720549992E-01    0.4863065521E+01    0.6805348874E+01
    0.7065119958E-01    0.4797509834E+01    0.6738678599E+01
    0.7427356405E-01    0.4727857531E+01    0.6667838802E+01
    0.7808165111E-01    0.4653988862E+01    0.6592706365E+01
    0.8208498297E-01    0.4575798777E+01    0.6513172828E+01
    0.8629357004E-01    0.4493199835E+01    0.6429147046E+01
    0.9071793599E-01    0.4406124744E+01    0.6340557938E+01
    0.9536914403E-01    0.4314529587E+01    0.6247357273E+01
    0.1002588246E+00    0.4218396271E+01    0.6149522455E+01
    0.1053992045E+00    0.4117735945E+01    0.6047059233E+01
    0.1108031372E+00    0.4012591075E+01    0.5940004291E+01
    0.1164841356E+00    0.3903038884E+01    0.5828427622E+01
    0.1224564049E+00    0.3789192694E+01    0.5712434629E+01
    0.1287348790E+00    0.3671205191E+01    0.5592167846E+01
    0.1353352574E+00    0.3549268635E+01    0.5467808215E+01
    0.1422740444E+00    0.3423617711E+01    0.5339575826E+01
    0.1495685907E+00    0.3294528166E+01    0.5207730034E+01
    0.1572371363E+00    0.3162319087E+01    0.5072568887E+01
    0.1652988567E+00    0.3027349550E+01    0.4934427804E+01
    0.1737739103E+00    0.2890020168E+01    0.4793677460E+01
    0.1826834892E+00    0.2750767404E+01    0.4650720839E+01
    0.1920498720E+00    0.2610064463E+01    0.4505989473E+01
    0.2018964795E+00    0.2468413041E+01    0.4359938889E+01
    0.2122479333E+00    0.2326343686E+01    0.4213043302E+01
    0.2231301176E+00    0.2184404945E+01    0.4065789680E+01
    0.2345702434E+00    0.2043163679E+01    0.3918671263E+01
    0.2465969169E+00    0.1903191749E+01    0.3772180712E+01
    0.2592402112E+00    0.1765066780E+01    0.3626803060E+01
    0.2725317411E+00    0.1629356719E+01    0.3483008652E+01
    0.2865047422E+00    0.1496621938E+01    0.3341246303E+01
    0.3011941545E+00    0.1367398116E+01    0.3201936884E+01
    0.3166367090E+00    0.1242200289E+01    0.3065467533E+01
    0.3328710202E+00    0.1121504600E+01    0.2932186713E+01
    0.3499376824E+00    0.1005755203E+01    0.2802400252E+01
    0.3678793710E+00    0.8953453446E+00    0.2676368513E+01
    0.3867409497E+00    0.7906272952E+00    0.2554304767E+01
    0.4065695822E+00    0.6918932343E+00    0.2436374788E+01
    0.4274148504E+00    0.5993886156E+00    0.2322697654E+01
    0.4493288784E+00    0.5132931444E+00    0.2213347663E+01
    0.4723664626E+00    0.4337368780E+00    0.2108357228E+01
    0.4965852091E+00    0.3607817877E+00    0.2007720585E+01
    0.5220456772E+00    0.2944403943E+00    0.1911398099E+01
    0.5488115314E+00    0.2346582695E+00    0.1819320967E+01
    0.5769497003E+00    0.1813339178E+00    0.1731396072E+01
    0.6065305440E+00    0.1343030846E+00    0.1647510806E+01
    0.6376280300E+00    0.9335954785E-01    0.1567537671E+01
    0.6703199182E+00    0.5824181774E-01    0.1491338508E+01
    0.7046879553E+00    0.2865350937E-01    0.1418768261E+01
