 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5760271593E+01    0.7654760892E+01
    0.1584612949E-03    0.5760271489E+01    0.7654760786E+01
    0.1665857792E-03    0.5760271276E+01    0.7654760570E+01
    0.1751268148E-03    0.5760270948E+01    0.7654760235E+01
    0.1841057586E-03    0.5760270495E+01    0.7654759774E+01
    0.1935450626E-03    0.5760269910E+01    0.7654759179E+01
    0.2034683302E-03    0.5760269184E+01    0.7654758440E+01
    0.2139003746E-03    0.5760268305E+01    0.7654757544E+01
    0.2248672813E-03    0.5760267260E+01    0.7654756481E+01
    0.2363964733E-03    0.5760266037E+01    0.7654755236E+01
    0.2485167797E-03    0.5760264619E+01    0.7654753793E+01
    0.2612585075E-03    0.5760262990E+01    0.7654752135E+01
    0.2746535176E-03    0.5760261131E+01    0.7654750242E+01
    0.2887353046E-03    0.5760259020E+01    0.7654748093E+01
    0.3035390802E-03    0.5760256633E+01    0.7654745664E+01
    0.3191018616E-03    0.5760253946E+01    0.7654742928E+01
    0.3354625639E-03    0.5760250927E+01    0.7654739855E+01
    0.3526620974E-03    0.5760247547E+01    0.7654736414E+01
    0.3707434697E-03    0.5760243767E+01    0.7654732567E+01
    0.3897518939E-03    0.5760239550E+01    0.7654728274E+01
    0.4097349008E-03    0.5760234852E+01    0.7654723491E+01
    0.4307424584E-03    0.5760229623E+01    0.7654718168E+01
    0.4528270965E-03    0.5760223811E+01    0.7654712251E+01
    0.4760440382E-03    0.5760217355E+01    0.7654705680E+01
    0.5004513380E-03    0.5760210192E+01    0.7654698388E+01
    0.5261100268E-03    0.5760202247E+01    0.7654690301E+01
    0.5530842647E-03    0.5760193442E+01    0.7654681337E+01
    0.5814415013E-03    0.5760183687E+01    0.7654671407E+01
    0.6112526445E-03    0.5760172886E+01    0.7654660412E+01
    0.6425922378E-03    0.5760160929E+01    0.7654648240E+01
    0.6755386463E-03    0.5760147698E+01    0.7654634771E+01
    0.7101742534E-03    0.5760133060E+01    0.7654619871E+01
    0.7465856660E-03    0.5760116871E+01    0.7654603391E+01
    0.7848639316E-03    0.5760098969E+01    0.7654585168E+01
    0.8251047659E-03    0.5760079178E+01    0.7654565021E+01
    0.8674087919E-03    0.5760057301E+01    0.7654542750E+01
    0.9118817916E-03    0.5760033121E+01    0.7654518137E+01
    0.9586349708E-03    0.5760006401E+01    0.7654490937E+01
    0.1007785237E-02    0.5759976876E+01    0.7654460882E+01
    0.1059455491E-02    0.5759944256E+01    0.7654427676E+01
    0.1113774935E-02    0.5759908220E+01    0.7654390992E+01
    0.1170879397E-02    0.5759868413E+01    0.7654350470E+01
    0.1230911668E-02    0.5759824445E+01    0.7654305712E+01
    0.1294021859E-02    0.5759775883E+01    0.7654256278E+01
    0.1360367778E-02    0.5759722254E+01    0.7654201685E+01
    0.1430115326E-02    0.5759663031E+01    0.7654141399E+01
    0.1503438906E-02    0.5759597635E+01    0.7654074829E+01
    0.1580521867E-02    0.5759525429E+01    0.7654001326E+01
    0.1661556956E-02    0.5759445709E+01    0.7653920173E+01
    0.1746746803E-02    0.5759357697E+01    0.7653830581E+01
    0.1836304427E-02    0.5759260538E+01    0.7653731677E+01
    0.1930453768E-02    0.5759153289E+01    0.7653622501E+01
    0.2029430249E-02    0.5759034909E+01    0.7653501995E+01
    0.2133481363E-02    0.5758904252E+01    0.7653368991E+01
    0.2242867292E-02    0.5758760056E+01    0.7653222205E+01
    0.2357861557E-02    0.5758600928E+01    0.7653060219E+01
    0.2478751704E-02    0.5758425335E+01    0.7652881473E+01
    0.2605840021E-02    0.5758231590E+01    0.7652684248E+01
    0.2739444296E-02    0.5758017832E+01    0.7652466651E+01
    0.2879898609E-02    0.5757782014E+01    0.7652226597E+01
    0.3027554168E-02    0.5757521882E+01    0.7651961793E+01
    0.3182780189E-02    0.5757234956E+01    0.7651669713E+01
    0.3345964819E-02    0.5756918504E+01    0.7651347578E+01
    0.3517516104E-02    0.5756569524E+01    0.7650992330E+01
    0.3697863011E-02    0.5756184712E+01    0.7650600607E+01
    0.3887456502E-02    0.5755760436E+01    0.7650168710E+01
    0.4086770659E-02    0.5755292700E+01    0.7649692575E+01
    0.4296303871E-02    0.5754777116E+01    0.7649167731E+01
    0.4516580081E-02    0.5754208861E+01    0.7648589269E+01
    0.4748150094E-02    0.5753582634E+01    0.7647951796E+01
    0.4991592955E-02    0.5752892619E+01    0.7647249389E+01
    0.5247517398E-02    0.5752132426E+01    0.7646475545E+01
    0.5516563369E-02    0.5751295049E+01    0.7645623129E+01
    0.5799403621E-02    0.5750372795E+01    0.7644684313E+01
    0.6096745403E-02    0.5749357234E+01    0.7643650515E+01
    0.6409332224E-02    0.5748239121E+01    0.7642512324E+01
    0.6737945714E-02    0.5747008331E+01    0.7641259433E+01
    0.7083407578E-02    0.5745653771E+01    0.7639880549E+01
    0.7446581651E-02    0.5744163299E+01    0.7638363314E+01
    0.7828376056E-02    0.5742523629E+01    0.7636694203E+01
    0.8229745479E-02    0.5740720236E+01    0.7634858430E+01
    0.8651693553E-02    0.5738737238E+01    0.7632839829E+01
    0.9095275367E-02    0.5736557292E+01    0.7630620744E+01
    0.9561600107E-02    0.5734161462E+01    0.7628181902E+01
    0.1005183383E-01    0.5731529092E+01    0.7625502275E+01
    0.1056720237E-01    0.5728637658E+01    0.7622558937E+01
    0.1110899442E-01    0.5725462629E+01    0.7619326914E+01
    0.1167856474E-01    0.5721977293E+01    0.7615779019E+01
    0.1227733756E-01    0.5718152602E+01    0.7611885680E+01
    0.1290681012E-01    0.5713956977E+01    0.7607614757E+01
    0.1356855642E-01    0.5709356141E+01    0.7602931354E+01
    0.1426423119E-01    0.5704312900E+01    0.7597797616E+01
    0.1499557396E-01    0.5698786957E+01    0.7592172519E+01
    0.1576441348E-01    0.5692734678E+01    0.7586011655E+01
    0.1657267224E-01    0.5686108896E+01    0.7579267006E+01
    0.1742237132E-01    0.5678858652E+01    0.7571886710E+01
    0.1831563540E-01    0.5670929001E+01    0.7563814830E+01
    0.1925469810E-01    0.5662260736E+01    0.7554991111E+01
    0.2024190758E-01    0.5652790193E+01    0.7545350741E+01
    0.2127973238E-01    0.5642448975E+01    0.7534824115E+01
    0.2237076759E-01    0.5631163772E+01    0.7523336597E+01
    0.2351774137E-01    0.5618856080E+01    0.7510808300E+01
    0.2472352175E-01    0.5605442061E+01    0.7497153872E+01
    0.2599112382E-01    0.5590832279E+01    0.7482282299E+01
    0.2732371724E-01    0.5574931608E+01    0.7466096740E+01
    0.2872463418E-01    0.5557639014E+01    0.7448494377E+01
    0.3019737766E-01    0.5538847534E+01    0.7429366319E+01
    0.3174563032E-01    0.5518444131E+01    0.7408597533E+01
    0.3337326359E-01    0.5496309781E+01    0.7386066845E+01
    0.3508434741E-01    0.5472319426E+01    0.7361646988E+01
    0.3688316037E-01    0.5446342214E+01    0.7335204737E+01
    0.3877420044E-01    0.5418241587E+01    0.7306601114E+01
    0.4076219620E-01    0.5387875715E+01    0.7275691705E+01
    0.4285211869E-01    0.5355097773E+01    0.7242327065E+01
    0.4504919380E-01    0.5319756612E+01    0.7206353261E+01
    0.4735891536E-01    0.5281697273E+01    0.7167612535E+01
    0.4978705887E-01    0.5240761939E+01    0.7125944116E+01
    0.5233969597E-01    0.5196790752E+01    0.7081185186E+01
    0.5502320956E-01    0.5149623076E+01    0.7033172016E+01
    0.5784430984E-01    0.5099098674E+01    0.6981741274E+01
    0.6081005103E-01    0.5045059296E+01    0.6926731515E+01
    0.6392784901E-01    0.4987350286E+01    0.6867984862E+01
    0.6720549992E-01    0.4925822478E+01    0.6805348874E+01
    0.7065119958E-01    0.4860334272E+01    0.6738678599E+01
    0.7427356405E-01    0.4790753794E+01    0.6667838802E+01
    0.7808165111E-01    0.4716961475E+01    0.6592706365E+01
    0.8208498297E-01    0.4638852353E+01    0.6513172828E+01
    0.8629357004E-01    0.4556339174E+01    0.6429147046E+01
    0.9071793599E-01    0.4469354655E+01    0.6340557938E+01
    0.9536914403E-01    0.4377855079E+01    0.6247357273E+01
    0.1002588246E+00    0.4281822239E+01    0.6149522455E+01
    0.1053992045E+00    0.4181267498E+01    0.6047059233E+01
    0.1108031372E+00    0.4076233051E+01    0.5940004291E+01
    0.1164841356E+00    0.3966796355E+01    0.5828427622E+01
    0.1224564049E+00    0.3853070244E+01    0.5712434629E+01
    0.1287348790E+00    0.3735207660E+01    0.5592167846E+01
    0.1353352574E+00    0.3613400103E+01    0.5467808215E+01
    0.1422740444E+00    0.3487882556E+01    0.5339575826E+01
    0.1495685907E+00    0.3358929647E+01    0.5207730034E+01
    0.1572371363E+00    0.3226860792E+01    0.5072568887E+01
    0.1652988567E+00    0.3092033534E+01    0.4934427804E+01
    0.1737739103E+00    0.2954848872E+01    0.4793677460E+01
    0.1826834892E+00    0.2815741212E+01    0.4650720839E+01
    0.1920498720E+00    0.2675184179E+01    0.4505989473E+01
    0.2018964795E+00    0.2533676846E+01    0.4359938889E+01
    0.2122479333E+00    0.2391750254E+01    0.4213043302E+01
    0.2231301176E+00    0.2249949642E+01    0.4065789680E+01
    0.2345702434E+00    0.2108842418E+01    0.3918671263E+01
    0.2465969169E+00    0.1968996460E+01    0.3772180712E+01
    0.2592402112E+00    0.1830990068E+01    0.3626803060E+01
    0.2725317411E+00    0.1695386441E+01    0.3483008652E+01
    0.2865047422E+00    0.1562746764E+01    0.3341246303E+01
    0.3011941545E+00    0.1433601332E+01    0.3201936884E+01
