natx =      595
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      3.12678     -9.43774     -1.35274   2     10.03382
      3.12678      9.43774     -1.35274   2     10.03382
      6.38929     -3.14592      7.13551   1     10.08144
      6.38929      3.14592      7.13551   1     10.08144
     -8.77328     -4.71887     -1.59470   3     10.08867
     -8.77328      4.71887     -1.59470   3     10.08867
      8.31610      0.00000     -5.71989   3     10.09330
      1.90067     -9.43774     -3.05248   3     10.09956
      1.90067      9.43774     -3.05248   3     10.09956
     -4.79714     -4.71887     -7.53554   3     10.10271
     -4.79714      4.71887     -7.53554   3     10.10271
     -0.00765     -3.14592     -9.60866   3     10.11055
      0.00765     -3.14592      9.60866   3     10.11055
     -0.00765      3.14592     -9.60866   3     10.11055
      0.00765      3.14592      9.60866   3     10.11055
     -5.60132      0.00000     -8.42594   2     10.11787
      6.01684     -3.14592     -7.57947   3     10.17583
      6.01684      3.14592     -7.57947   3     10.17583
      8.39587     -4.71887     -3.29368   3     10.17874
      8.39587      4.71887     -3.29368   3     10.17874
      1.75415     -6.29183     -7.80706   3     10.17911
      1.75415      6.29183     -7.80706   3     10.17911
     -4.41093      0.00000      9.19252   3     10.19602
     -6.67463      0.00000      7.72219   1     10.20700
      6.50480     -7.86479     -0.40483   3     10.21427
      6.50480      7.86479     -0.40483   3     10.21427
      3.01607     -7.86479      5.81893   2     10.23775
      3.01607      7.86479      5.81893   2     10.23775
     -2.29161     -6.29183      7.74908   3     10.24143
     -2.29161      6.29183      7.74908   3     10.24143
     -6.55913     -7.86479      0.18186   3     10.24257
     -6.55913      7.86479      0.18186   3     10.24257
     -2.62086     -9.43774      3.03202   3     10.25344
     -2.62086      9.43774      3.03202   3     10.25344
     -8.94775     -3.14592     -3.94031   3     10.27059
     -8.94775      3.14592     -3.94031   3     10.27059
      4.25505      0.00000     -9.38107   3     10.30097
     -3.31955     -4.71887      8.56749   2     10.32904
     -3.31955      4.71887      8.56749   2     10.32904
      2.14543     -4.71887      8.94398   3     10.33757
      2.14543      4.71887      8.94398   3     10.33757
      4.26269     -9.43774      0.22759   3     10.35825
      4.26269      9.43774      0.22759   3     10.35825
      9.54039      0.00000     -4.08308   2     10.37741
     -7.04708     -3.14592     -6.99279   3     10.41428
     -7.04708      3.14592     -6.99279   3     10.41428
     -1.45341     -6.29183     -8.17551   2     10.41818
     -1.45341      6.29183     -8.17551   2     10.41818
     -4.41858     -9.43774     -0.41614   3     10.42919
     -4.41858      9.43774     -0.41614   3     10.42919
      2.89771     -9.43774      3.38193   2     10.43576
      2.89771      9.43774      3.38193   2     10.43576
     -9.93714     -3.14592     -0.76605   2     10.45133
     -9.93714      3.14592     -0.76605   2     10.45133
     -0.35715     -9.43774      4.50235   1     10.46277
     -0.35715      9.43774      4.50235   1     10.46277
     -2.25759     -4.71887     -9.06590   3     10.46685
     -2.25759      4.71887     -9.06590   3     10.46685
     -2.24230     -1.57296     10.15140   3     10.51442
     -2.24230      1.57296     10.15140   3     10.51442
     -3.71988     -7.86479     -5.95161   2     10.54107
     -3.71988      7.86479     -5.95161   2     10.54107
      8.31610     -3.14592     -5.71989   3     10.57220
      8.31610      3.14592     -5.71989   3     10.57220
     -8.94011      0.00000      5.66836   3     10.58564
     -5.60132     -3.14592     -8.42594   2     10.59566
     -5.60132      3.14592     -8.42594   2     10.59566
      2.13014     -1.57296    -10.27330   3     10.60907
      2.13014      1.57296    -10.27330   3     10.60907
      8.40352     -1.57296      6.31498   3     10.62884
      8.40352      1.57296      6.31498   3     10.62884
      0.96885     -1.57296     10.48560   2     10.64710
      0.96885      1.57296     10.48560   2     10.64710
     -0.48795     -7.86479     -7.17465   3     10.65686
     -0.48795      7.86479     -7.17465   3     10.65686
     -3.52354     -9.43774     -3.49639   2     10.66354
     -3.52354      9.43774     -3.49639   2     10.66354
    -10.05550     -1.57296     -3.20305   2     10.66990
    -10.05550      1.57296     -3.20305   2     10.66990
     -4.41093     -3.14592      9.19252   3     10.67031
     -4.41093      3.14592      9.19252   3     10.67031
     -6.67463     -3.14592      7.72219   1     10.68081
     -6.67463      3.14592      7.72219   1     10.68081
      4.27034      0.00000      9.83625   3     10.72323
     10.44310      0.00000      2.44533   3     10.72558
     -0.36480     -9.43774     -5.10632   1     10.73678
     -0.36480      9.43774     -5.10632   1     10.73678
      8.64535     -6.29183     -1.00283   3     10.73941
      8.64535      6.29183     -1.00283   3     10.73941
      4.25505     -3.14592     -9.38107   3     10.77064
      4.25505      3.14592     -9.38107   3     10.77064
     -9.17721     -4.71887      3.28056   3     10.82825
     -9.17721      4.71887      3.28056   3     10.82825
      3.13443     -6.29183      8.25592   2     10.84306
      3.13443      6.29183      8.25592   2     10.84306
      9.54039     -3.14592     -4.08308   2     10.84377
      9.54039      3.14592     -4.08308   2     10.84377
     -8.80123     -6.29183      0.81427   3     10.84951
     -8.80123      6.29183      0.81427   3     10.84951
    -10.16620      0.00000      3.96862   2     10.91337
      9.35169     -4.71887      3.07036   2     10.91554
      9.35169      4.71887      3.07036   2     10.91554
      5.05564     -4.71887     -8.45640   2     10.92419
      5.05564      4.71887     -8.45640   2     10.92419
     10.81400     -1.57296     -0.04393   3     10.92789
     10.81400      1.57296     -0.04393   3     10.92789
      9.73673     -4.71887     -1.62786   2     10.94174
      9.73673      4.71887     -1.62786   2     10.94174
     -4.42622      0.00000    -10.02480   3     10.95847
      9.54803      0.00000      5.52558   2     11.03163
     -5.59367     -9.43774      1.18273   2     11.03444
     -5.59367      9.43774      1.18273   2     11.03444
    -10.92610     -1.57296     -0.07800   3     11.03902
    -10.92610      1.57296     -0.07800   3     11.03902
     10.76470      0.00000     -2.44627   3     11.03916
     -8.94011     -3.14592      5.66836   3     11.04322
     -8.94011      3.14592      5.66836   3     11.04322
      0.96121    -11.01070      0.87692   2     11.08731
      0.96121     11.01070      0.87692   2     11.08731
     -1.43812      0.00000     11.04180   2     11.13506
      8.32374     -6.29183      3.88877   3     11.13527
      8.32374      6.29183      3.88877   3     11.13527
      3.87906     -7.86479     -6.91479   3     11.16765
      3.87906      7.86479     -6.91479   3     11.16765
      4.27034     -3.14592      9.83625   3     11.17517
      4.27034      3.14592      9.83625   3     11.17517
     10.44310     -3.14592      2.44533   3     11.17742
     10.44310      3.14592      2.44533   3     11.17742
      2.13778    -11.01070     -0.66468   3     11.23599
      2.13778     11.01070     -0.66468   3     11.23599
