natx =      617
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      5.42556     -4.72727     -6.94739   2     10.00250
      5.42556      4.72727     -6.94739   2     10.00250
      5.46650     -7.87879      2.92532   2     10.02574
      5.46650      7.87879      2.92532   2     10.02574
      4.50440     -1.57576     -8.81768   3     10.02617
      4.50440      1.57576     -8.81768   3     10.02617
      8.17500     -4.72727     -3.40182   3     10.03743
      8.17500      4.72727     -3.40182   3     10.03743
     -0.85984     -9.45454      3.38269   2     10.07821
     -0.85984      9.45454      3.38269   2     10.07821
      8.67750     -4.72727      2.10495   1     10.10331
      8.67750      4.72727      2.10495   1     10.10331
      1.96349     -9.45454     -3.00704   3     10.11365
      1.96349      9.45454     -3.00704   3     10.11365
     -3.08031     -7.87879      5.63045   2     10.16197
     -3.08031      7.87879      5.63045   2     10.16197
      6.58929      0.00000     -7.73631   3     10.16215
      8.78203     -3.15151      4.06189   3     10.17620
      8.78203      3.15151      4.06189   3     10.17620
      4.17119     -3.15151      8.75795   3     10.19963
      4.17119      3.15151      8.75795   3     10.19963
     -6.68866      0.00000      7.71482   3     10.21061
     -1.12769     -4.72727     -9.01818   2     10.24433
     -1.12769      4.72727     -9.01818   2     10.24433
     -8.47659      0.00000     -5.76892   3     10.25344
     -2.35399     -9.45454     -3.30773   3     10.28935
     -2.35399      9.45454     -3.30773   3     10.28935
      2.06341     -4.72727      8.96459   1     10.34256
      2.06341      4.72727      8.96459   1     10.34256
     -0.04094     -3.15151     -9.87271   3     10.36359
      0.04094     -3.15151      9.87271   3     10.36359
     -0.04094      3.15151     -9.87271   3     10.36359
      0.04094      3.15151      9.87271   3     10.36359
     -9.52317      0.00000     -4.11333   2     10.37354
      4.13025     -9.45454     -1.11476   3     10.37738
      4.13025      9.45454     -1.11476   3     10.37738
     -1.19348     -6.30303      8.16136   2     10.38077
     -1.19348      6.30303      8.16136   2     10.38077
     -5.56672     -6.30303      6.09317   2     10.38476
     -5.56672      6.30303      6.09317   2     10.38476
     -8.64742     -4.72727     -3.28145   3     10.38715
     -8.64742      4.72727     -3.28145   3     10.38715
     -2.28409     -4.72727      9.01411   3     10.43160
