 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5756189558E+01    0.7654760892E+01
    0.1584612949E-03    0.5756189455E+01    0.7654760787E+01
    0.1665857792E-03    0.5756189242E+01    0.7654760570E+01
    0.1751268148E-03    0.5756188913E+01    0.7654760235E+01
    0.1841057586E-03    0.5756188461E+01    0.7654759775E+01
    0.1935450626E-03    0.5756187877E+01    0.7654759180E+01
    0.2034683302E-03    0.5756187152E+01    0.7654758440E+01
    0.2139003746E-03    0.5756186273E+01    0.7654757545E+01
    0.2248672813E-03    0.5756185229E+01    0.7654756482E+01
    0.2363964733E-03    0.5756184007E+01    0.7654755236E+01
    0.2485167797E-03    0.5756182591E+01    0.7654753793E+01
    0.2612585075E-03    0.5756180963E+01    0.7654752135E+01
    0.2746535176E-03    0.5756179106E+01    0.7654750242E+01
    0.2887353046E-03    0.5756176997E+01    0.7654748093E+01
    0.3035390802E-03    0.5756174613E+01    0.7654745664E+01
    0.3191018616E-03    0.5756171927E+01    0.7654742928E+01
    0.3354625639E-03    0.5756168912E+01    0.7654739856E+01
    0.3526620974E-03    0.5756165534E+01    0.7654736414E+01
    0.3707434697E-03    0.5756161759E+01    0.7654732567E+01
    0.3897518939E-03    0.5756157546E+01    0.7654728274E+01
    0.4097349008E-03    0.5756152851E+01    0.7654723491E+01
    0.4307424584E-03    0.5756147628E+01    0.7654718169E+01
    0.4528270965E-03    0.5756141821E+01    0.7654712252E+01
    0.4760440382E-03    0.5756135372E+01    0.7654705681E+01
    0.5004513380E-03    0.5756128215E+01    0.7654698388E+01
    0.5261100268E-03    0.5756120278E+01    0.7654690301E+01
    0.5530842647E-03    0.5756111481E+01    0.7654681338E+01
    0.5814415013E-03    0.5756101735E+01    0.7654671408E+01
    0.6112526445E-03    0.5756090944E+01    0.7654660412E+01
    0.6425922378E-03    0.5756078998E+01    0.7654648241E+01
    0.6755386463E-03    0.5756065779E+01    0.7654634772E+01
    0.7101742534E-03    0.5756051155E+01    0.7654619871E+01
    0.7465856660E-03    0.5756034982E+01    0.7654603391E+01
    0.7848639316E-03    0.5756017097E+01    0.7654585168E+01
    0.8251047659E-03    0.5755997324E+01    0.7654565021E+01
