 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5746948628E+01    0.7654760892E+01
    0.1584612949E-03    0.5746948525E+01    0.7654760787E+01
    0.1665857792E-03    0.5746948312E+01    0.7654760570E+01
    0.1751268148E-03    0.5746947983E+01    0.7654760235E+01
    0.1841057586E-03    0.5746947531E+01    0.7654759775E+01
    0.1935450626E-03    0.5746946946E+01    0.7654759180E+01
    0.2034683302E-03    0.5746946219E+01    0.7654758440E+01
    0.2139003746E-03    0.5746945340E+01    0.7654757545E+01
    0.2248672813E-03    0.5746944296E+01    0.7654756482E+01
    0.2363964733E-03    0.5746943072E+01    0.7654755236E+01
    0.2485167797E-03    0.5746941654E+01    0.7654753793E+01
    0.2612585075E-03    0.5746940026E+01    0.7654752135E+01
    0.2746535176E-03    0.5746938166E+01    0.7654750242E+01
    0.2887353046E-03    0.5746936055E+01    0.7654748093E+01
    0.3035390802E-03    0.5746933669E+01    0.7654745664E+01
    0.3191018616E-03    0.5746930981E+01    0.7654742928E+01
    0.3354625639E-03    0.5746927963E+01    0.7654739856E+01
    0.3526620974E-03    0.5746924582E+01    0.7654736414E+01
    0.3707434697E-03    0.5746920803E+01    0.7654732567E+01
    0.3897518939E-03    0.5746916586E+01    0.7654728274E+01
    0.4097349008E-03    0.5746911887E+01    0.7654723491E+01
    0.4307424584E-03    0.5746906658E+01    0.7654718169E+01
    0.4528270965E-03    0.5746900846E+01    0.7654712252E+01
    0.4760440382E-03    0.5746894391E+01    0.7654705681E+01
    0.5004513380E-03    0.5746887227E+01    0.7654698388E+01
    0.5261100268E-03    0.5746879282E+01    0.7654690301E+01
    0.5530842647E-03    0.5746870477E+01    0.7654681338E+01
    0.5814415013E-03    0.5746860722E+01    0.7654671408E+01
    0.6112526445E-03    0.5746849921E+01    0.7654660412E+01
    0.6425922378E-03    0.5746837964E+01    0.7654648241E+01
    0.6755386463E-03    0.5746824732E+01    0.7654634772E+01
    0.7101742534E-03    0.5746810095E+01    0.7654619871E+01
    0.7465856660E-03    0.5746793906E+01    0.7654603391E+01
    0.7848639316E-03    0.5746776004E+01    0.7654585168E+01
    0.8251047659E-03    0.5746756213E+01    0.7654565021E+01
    0.8674087919E-03    0.5746734335E+01    0.7654542751E+01
    0.9118817916E-03    0.5746710156E+01    0.7654518137E+01
    0.9586349708E-03    0.5746683435E+01    0.7654490937E+01
    0.1007785237E-02    0.5746653910E+01    0.7654460882E+01
    0.1059455491E-02    0.5746621290E+01    0.7654427676E+01
    0.1113774935E-02    0.5746585254E+01    0.7654390993E+01
    0.1170879397E-02    0.5746545447E+01    0.7654350471E+01
    0.1230911668E-02    0.5746501478E+01    0.7654305712E+01
    0.1294021859E-02    0.5746452917E+01    0.7654256279E+01
    0.1360367778E-02    0.5746399287E+01    0.7654201686E+01
    0.1430115326E-02    0.5746340063E+01    0.7654141399E+01
    0.1503438906E-02    0.5746274668E+01    0.7654074829E+01
    0.1580521867E-02    0.5746202461E+01    0.7654001326E+01
    0.1661556956E-02    0.5746122740E+01    0.7653920174E+01
    0.1746746803E-02    0.5746034728E+01    0.7653830581E+01
    0.1836304427E-02    0.5745937569E+01    0.7653731677E+01
    0.1930453768E-02    0.5745830319E+01    0.7653622501E+01
    0.2029430249E-02    0.5745711939E+01    0.7653501995E+01
    0.2133481363E-02    0.5745581281E+01    0.7653368992E+01
    0.2242867292E-02    0.5745437084E+01    0.7653222206E+01
    0.2357861557E-02    0.5745277956E+01    0.7653060220E+01
    0.2478751704E-02    0.5745102363E+01    0.7652881473E+01
    0.2605840021E-02    0.5744908617E+01    0.7652684248E+01
    0.2739444296E-02    0.5744694858E+01    0.7652466651E+01
    0.2879898609E-02    0.5744459039E+01    0.7652226598E+01
    0.3027554168E-02    0.5744198906E+01    0.7651961794E+01
    0.3182780189E-02    0.5743911978E+01    0.7651669713E+01
    0.3345964819E-02    0.5743595525E+01    0.7651347578E+01
    0.3517516104E-02    0.5743246543E+01    0.7650992331E+01
    0.3697863011E-02    0.5742861730E+01    0.7650600608E+01
    0.3887456502E-02    0.5742437451E+01    0.7650168711E+01
    0.4086770659E-02    0.5741969714E+01    0.7649692575E+01
    0.4296303871E-02    0.5741454127E+01    0.7649167732E+01
    0.4516580081E-02    0.5740885869E+01    0.7648589270E+01
    0.4748150094E-02    0.5740259639E+01    0.7647951797E+01
    0.4991592955E-02    0.5739569621E+01    0.7647249389E+01
    0.5247517398E-02    0.5738809425E+01    0.7646475545E+01
    0.5516563369E-02    0.5737972043E+01    0.7645623129E+01
    0.5799403621E-02    0.5737049785E+01    0.7644684314E+01
    0.6096745403E-02    0.5736034219E+01    0.7643650515E+01
