 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5698089370E+01    0.7654760892E+01
    0.1584612949E-03    0.5698089266E+01    0.7654760786E+01
    0.1665857792E-03    0.5698089053E+01    0.7654760570E+01
    0.1751268148E-03    0.5698088724E+01    0.7654760235E+01
    0.1841057586E-03    0.5698088271E+01    0.7654759774E+01
    0.1935450626E-03    0.5698087686E+01    0.7654759179E+01
    0.2034683302E-03    0.5698086958E+01    0.7654758440E+01
    0.2139003746E-03    0.5698086078E+01    0.7654757544E+01
    0.2248672813E-03    0.5698085032E+01    0.7654756481E+01
    0.2363964733E-03    0.5698083807E+01    0.7654755236E+01
    0.2485167797E-03    0.5698082388E+01    0.7654753793E+01
    0.2612585075E-03    0.5698080757E+01    0.7654752135E+01
    0.2746535176E-03    0.5698078895E+01    0.7654750242E+01
    0.2887353046E-03    0.5698076782E+01    0.7654748093E+01
    0.3035390802E-03    0.5698074392E+01    0.7654745664E+01
    0.3191018616E-03    0.5698071702E+01    0.7654742928E+01
    0.3354625639E-03    0.5698068680E+01    0.7654739855E+01
    0.3526620974E-03    0.5698065295E+01    0.7654736414E+01
    0.3707434697E-03    0.5698061511E+01    0.7654732567E+01
    0.3897518939E-03    0.5698057289E+01    0.7654728274E+01
    0.4097349008E-03    0.5698052585E+01    0.7654723491E+01
    0.4307424584E-03    0.5698047350E+01    0.7654718168E+01
    0.4528270965E-03    0.5698041530E+01    0.7654712251E+01
    0.4760440382E-03    0.5698035067E+01    0.7654705680E+01
    0.5004513380E-03    0.5698027895E+01    0.7654698388E+01
    0.5261100268E-03    0.5698019941E+01    0.7654690301E+01
    0.5530842647E-03    0.5698011125E+01    0.7654681337E+01
    0.5814415013E-03    0.5698001359E+01    0.7654671407E+01
    0.6112526445E-03    0.5697990544E+01    0.7654660412E+01
    0.6425922378E-03    0.5697978573E+01    0.7654648240E+01
    0.6755386463E-03    0.5697965325E+01    0.7654634771E+01
    0.7101742534E-03    0.5697950670E+01    0.7654619871E+01
    0.7465856660E-03    0.5697934462E+01    0.7654603391E+01
    0.7848639316E-03    0.5697916539E+01    0.7654585168E+01
    0.8251047659E-03    0.5697896723E+01    0.7654565021E+01
    0.8674087919E-03    0.5697874820E+01    0.7654542750E+01
    0.9118817916E-03    0.5697850611E+01    0.7654518137E+01
    0.9586349708E-03    0.5697823859E+01    0.7654490937E+01
    0.1007785237E-02    0.5697794298E+01    0.7654460882E+01
    0.1059455491E-02    0.5697761639E+01    0.7654427676E+01
    0.1113774935E-02    0.5697725559E+01    0.7654390992E+01
    0.1170879397E-02    0.5697685704E+01    0.7654350470E+01
