    0.1507330463E-03   -0.5305885077E+05    0.5753672227E+01
    0.1584612949E-03   -0.5047191753E+05    0.5753672123E+01
    0.1665857792E-03   -0.4800793471E+05    0.5753671910E+01
    0.1751268148E-03   -0.4566727338E+05    0.5753671581E+01
    0.1841057586E-03   -0.4343774017E+05    0.5753671129E+01
    0.1935450626E-03   -0.4131987969E+05    0.5753670544E+01
    0.2034683302E-03   -0.3930251004E+05    0.5753669817E+01
    0.2139003746E-03   -0.3738621489E+05    0.5753668938E+01
    0.2248672813E-03   -0.3556083128E+05    0.5753667893E+01
    0.2363964733E-03   -0.3382690475E+05    0.5753666669E+01
    0.2485167797E-03   -0.3217524860E+05    0.5753665251E+01
    0.2612585075E-03   -0.3060631954E+05    0.5753663622E+01
    0.2746535176E-03   -0.2911186174E+05    0.5753661762E+01
    0.2887353046E-03   -0.2769222458E+05    0.5753659650E+01
    0.3035390802E-03   -0.2634000963E+05    0.5753657263E+01
    0.3191018616E-03   -0.2505544988E+05    0.5753654575E+01
    0.3354625639E-03   -0.2383194041E+05    0.5753651556E+01
    0.3526620974E-03   -0.2266960489E+05    0.5753648175E+01
    0.3707434697E-03   -0.2156255338E+05    0.5753644394E+01
    0.3897518939E-03   -0.2051080778E+05    0.5753640176E+01
    0.4097349008E-03   -0.1950912903E+05    0.5753635476E+01
    0.4307424584E-03   -0.1855745235E+05    0.5753630246E+01
    0.4528270965E-03   -0.1765111790E+05    0.5753624433E+01
    0.4760440382E-03   -0.1678998614E+05    0.5753617976E+01
    0.5004513380E-03   -0.1596991973E+05    0.5753610810E+01
    0.5261100268E-03   -0.1519071983E+05    0.5753602864E+01
    0.5530842647E-03   -0.1444871072E+05    0.5753594057E+01
    0.5814415013E-03   -0.1374364545E+05    0.5753584299E+01
    0.6112526445E-03   -0.1307226278E+05    0.5753573495E+01
    0.6425922378E-03   -0.1243428045E+05    0.5753561535E+01
    0.6755386463E-03   -0.1182680203E+05    0.5753548301E+01
    0.7101742534E-03   -0.1124951878E+05    0.5753533660E+01
    0.7465856660E-03   -0.1069986104E+05    0.5753517466E+01
    0.7848639316E-03   -0.1017750330E+05    0.5753499560E+01
    0.8251047659E-03   -0.9680162880E+04    0.5753479764E+01
    0.8674087919E-03   -0.9207503772E+04    0.5753457881E+01
    0.9118817916E-03   -0.8757500200E+04    0.5753433696E+01
    0.9586349708E-03   -0.8329812504E+04    0.5753406969E+01
    0.1007785237E-02   -0.7922640299E+04    0.5753377437E+01
    0.1059455491E-02   -0.7535644386E+04    0.5753344809E+01
    0.1113774935E-02   -0.7167226168E+04    0.5753308764E+01
    0.1170879397E-02   -0.6817051498E+04    0.5753268947E+01
    0.1230911668E-02   -0.6483698738E+04    0.5753224968E+01
    0.1294021859E-02   -0.6166841234E+04    0.5753176394E+01
    0.1360367778E-02   -0.5865215884E+04    0.5753122751E+01
    0.1430115326E-02   -0.5578506425E+04    0.5753063514E+01
    0.1503438906E-02   -0.5305588772E+04    0.5752998102E+01
    0.1580521867E-02   -0.5046158284E+04    0.5752925878E+01
    0.1661556956E-02   -0.4799215541E+04    0.5752846138E+01
    0.1746746803E-02   -0.4564469210E+04    0.5752758104E+01
    0.1836304427E-02   -0.4341029193E+04    0.5752660921E+01
    0.1930453768E-02   -0.4128617874E+04    0.5752553645E+01
    0.2029430249E-02   -0.3926443305E+04    0.5752435236E+01
    0.2133481363E-02   -0.3734242415E+04    0.5752304547E+01
    0.2242867292E-02   -0.3551309353E+04    0.5752160315E+01
    0.2357861557E-02   -0.3377395463E+04    0.5752001147E+01
    0.2478751704E-02   -0.3211872276E+04    0.5751825512E+01
    0.2605840021E-02   -0.3054505825E+04    0.5751631718E+01
    0.2739444296E-02   -0.2904735535E+04    0.5751417907E+01
    0.2879898609E-02   -0.2762341660E+04    0.5751182031E+01
    0.3027554168E-02   -0.2626824730E+04    0.5750921834E+01
    0.3182780189E-02   -0.2497979121E+04    0.5750634836E+01
    0.3345964819E-02   -0.2375358994E+04    0.5750318306E+01
    0.3517516104E-02   -0.2258772193E+04    0.5749969240E+01
    0.3697863011E-02   -0.2147821203E+04    0.5749584333E+01
    0.3887456502E-02   -0.2042327024E+04    0.5749159951E+01
    0.4086770659E-02   -0.1941934567E+04    0.5748692100E+01
    0.4296303871E-02   -0.1846477235E+04    0.5748176388E+01
    0.4516580081E-02   -0.1755638223E+04    0.5747607991E+01
    0.4748150094E-02   -0.1669262904E+04    0.5746981609E+01
    0.4991592955E-02   -0.1587068086E+04    0.5746291423E+01
    0.5247517398E-02   -0.1508910345E+04    0.5745531042E+01
    0.5516563369E-02   -0.1434536862E+04    0.5744693457E+01
    0.5799403621E-02   -0.1363814913E+04    0.5743770974E+01
    0.6096745403E-02   -0.1296518363E+04    0.5742755162E+01
    0.6409332224E-02   -0.1232524448E+04    0.5741636772E+01
    0.6737945714E-02   -0.1171631160E+04    0.5740405677E+01
    0.7083407578E-02   -0.1113725188E+04    0.5739050780E+01
    0.7446581651E-02   -0.1058625734E+04    0.5737559939E+01
    0.7828376056E-02   -0.1006228230E+04    0.5735919863E+01
    0.8229745479E-02   -0.9563710871E+03    0.5734116023E+01
    0.8651693553E-02   -0.9089579929E+03    0.5732132534E+01
    0.9095275367E-02   -0.8638442414E+03    0.5729952048E+01
    0.9561600107E-02   -0.8209411315E+03    0.5727555624E+01
    0.1005183383E-01   -0.7801192699E+03    0.5724922602E+01
    0.1056720237E-01   -0.7412971025E+03    0.5722030452E+01
    0.1110899442E-01   -0.7043587010E+03    0.5718854637E+01
