 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5750117292E+01    0.7654760892E+01
    0.1584612949E-03    0.5750117188E+01    0.7654760787E+01
    0.1665857792E-03    0.5750116975E+01    0.7654760570E+01
    0.1751268148E-03    0.5750116647E+01    0.7654760235E+01
    0.1841057586E-03    0.5750116194E+01    0.7654759775E+01
    0.1935450626E-03    0.5750115610E+01    0.7654759180E+01
    0.2034683302E-03    0.5750114883E+01    0.7654758440E+01
    0.2139003746E-03    0.5750114004E+01    0.7654757545E+01
    0.2248672813E-03    0.5750112959E+01    0.7654756482E+01
    0.2363964733E-03    0.5750111736E+01    0.7654755236E+01
    0.2485167797E-03    0.5750110319E+01    0.7654753793E+01
    0.2612585075E-03    0.5750108690E+01    0.7654752135E+01
    0.2746535176E-03    0.5750106830E+01    0.7654750242E+01
    0.2887353046E-03    0.5750104720E+01    0.7654748093E+01
    0.3035390802E-03    0.5750102333E+01    0.7654745664E+01
    0.3191018616E-03    0.5750099646E+01    0.7654742928E+01
    0.3354625639E-03    0.5750096628E+01    0.7654739856E+01
    0.3526620974E-03    0.5750093247E+01    0.7654736414E+01
    0.3707434697E-03    0.5750089468E+01    0.7654732567E+01
    0.3897518939E-03    0.5750085252E+01    0.7654728274E+01
    0.4097349008E-03    0.5750080553E+01    0.7654723491E+01
    0.4307424584E-03    0.5750075325E+01    0.7654718169E+01
    0.4528270965E-03    0.5750069513E+01    0.7654712252E+01
    0.4760440382E-03    0.5750063058E+01    0.7654705681E+01
    0.5004513380E-03    0.5750055895E+01    0.7654698388E+01
    0.5261100268E-03    0.5750047951E+01    0.7654690301E+01
    0.5530842647E-03    0.5750039147E+01    0.7654681338E+01
    0.5814415013E-03    0.5750029393E+01    0.7654671408E+01
    0.6112526445E-03    0.5750018592E+01    0.7654660412E+01
    0.6425922378E-03    0.5750006636E+01    0.7654648241E+01
    0.6755386463E-03    0.5749993405E+01    0.7654634772E+01
    0.7101742534E-03    0.5749978769E+01    0.7654619871E+01
    0.7465856660E-03    0.5749962581E+01    0.7654603391E+01
    0.7848639316E-03    0.5749944681E+01    0.7654585168E+01
    0.8251047659E-03    0.5749924891E+01    0.7654565021E+01
    0.8674087919E-03    0.5749903015E+01    0.7654542751E+01
    0.9118817916E-03    0.5749878837E+01    0.7654518137E+01
