natx =      496
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
     -0.23312      1.91257     -0.23684   2      1.94123
     -1.78208     -0.86187     -0.26976   2      1.99785
      9.01632      4.32162     -0.54780   2     10.01352
      5.47701     -3.17423     -7.76088   2     10.01522
      3.16571      9.39604      1.45196   3     10.02075
     -5.49621     -8.22984      1.72163   3     10.04503
      9.54945      0.64729      3.05702   3     10.04770
     -7.47228     -5.62819     -3.83477   2     10.11024
      0.82351     -6.83483      7.41172   3     10.11566
     -8.02246      2.24892     -5.75415   1     10.12560
      1.22059     -6.83728     -7.38455   3     10.13754
      6.61393     -1.64578     -7.51924   3     10.14848
     -5.61475     -8.47845     -0.11083   2     10.16965
     -9.96736     -0.77233     -1.86730   1     10.17013
     -9.25896     -2.02147      3.72096   3     10.18137
      3.59955      9.52915     -0.39577   2     10.19402
      7.23414      5.95902     -4.04452   3     10.20788
      6.20514      3.55619      7.28570   3     10.20939
     -0.34855      7.23527      7.19608   2     10.21049
     -5.35921     -8.55854     -1.95497   3     10.28551
     -1.85938      9.90815     -2.08885   3     10.29524
     -8.01075     -2.95060     -5.76281   1     10.29991
      3.59506     -0.81037     -9.62105   3     10.30271
     -6.32506     -7.09212     -3.98978   3     10.30645
      3.63447     -5.62900     -7.83958   2     10.31281
     -4.49503     -0.45050     -9.27827   1     10.31962
      5.17116      7.31473      5.20287   3     10.35934
     -1.23724     -9.73571      3.32639   3     10.36242
     -7.62385      4.40763      5.47059   3     10.36714
     -5.24767      6.94469     -5.65072   3     10.37774
      8.96244      4.69261     -2.38422   3     10.39377
      5.17707      1.73161      8.85017   3     10.39837
      0.02342    -10.39900     -0.01734   3     10.39904
     -0.02342     10.39900      0.01734   3     10.39904
      5.45090     -8.57457     -2.24168   3     10.40484
     -2.59398     -8.15812     -5.91484   1     10.40524
     -7.18735     -0.41346     -7.54420   2     10.42803
      0.19252     -8.66186     -5.82008   3     10.43735
     -2.40056      9.55785      3.47938   2     10.45090
     -7.77048     -6.03268      3.59673   2     10.47426
      5.41659     -8.33704      3.30932   2     10.47842
      2.38903      6.19649     -8.11337   3     10.48479
      4.44991      8.49040     -4.25048   3     10.48595
     -9.27067      3.17805      3.72963   3     10.48597
     -2.39551      4.89905      8.96046   3     10.48947
      0.04853      7.23281     -7.60018   2     10.49184
     -7.58443     -0.41100      7.25207   2     10.50167
      8.19271      2.22488     -6.18421   1     10.50310
      3.00955      4.89104      8.81711   3     10.52241
      7.86429      6.89773      1.22061   1     10.53165
     -3.01602      6.20450     -7.97002   3     10.54103
     -5.39352     -8.32102      3.59603   2     10.54803
     -7.40349      4.90460     -5.69245   3     10.54850
      2.81108     -8.16614     -6.05819   1     10.54939
      3.00450      9.54984      3.33603   2     10.55251
      1.86422     -9.63151     -3.92718   3     10.56712
      6.96793     -7.24502      3.28222   3     10.57428
      0.89832      4.74101     -9.41295   1     10.57770
     -1.82171      4.39716     -9.46903   3     10.59793
      6.60222      3.55374     -7.51057   3     10.61259
     -8.95761     -4.41597     -3.63180   3     10.62683
      7.63903     -7.35143     -0.84827   3     10.63569
     -5.11468     -8.51116     -3.81980   2     10.63911
      5.56244      6.92867     -5.93743   3     10.68645
      8.60590     -6.21052      1.28260   3     10.69005
      8.20442     -2.97463     -6.19288   1     10.70106
      7.42044     -4.20809      6.52220   3     10.73825
      8.82340     -0.31895     -6.13118   3     10.74921
      3.54568      9.90013     -2.23220   3     10.75022
     -5.63896      7.33075      5.48958   3     10.75515
     10.57700      1.89655     -0.52355   2     10.75844
     -2.37208     -5.49998      8.94312   3     10.76364
     -4.18447     -6.82927     -7.24119   3     10.79739
      8.71947      4.74681     -4.24750   2     10.79827
    -10.81010      0.01602      0.28671   3     10.81391
     10.81010     -0.01602     -0.28671   3     10.81391
      3.03297     -5.50799      8.79977   3     10.81540
      5.18879     -3.46790      8.84150   3     10.82229
     -7.38006     -5.49443     -5.70979   3     10.82847
     -4.58573      9.61868     -1.99331   1     10.84072
      8.44469     -6.05671      3.16666   2     10.86390
     -5.63304      1.74764      9.13688   3     10.87511
