 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5738892314E+01    0.7654760892E+01
    0.1584612949E-03    0.5738892211E+01    0.7654760787E+01
    0.1665857792E-03    0.5738891998E+01    0.7654760570E+01
    0.1751268148E-03    0.5738891670E+01    0.7654760235E+01
    0.1841057586E-03    0.5738891218E+01    0.7654759775E+01
    0.1935450626E-03    0.5738890634E+01    0.7654759180E+01
    0.2034683302E-03    0.5738889908E+01    0.7654758440E+01
    0.2139003746E-03    0.5738889030E+01    0.7654757545E+01
    0.2248672813E-03    0.5738887987E+01    0.7654756482E+01
    0.2363964733E-03    0.5738886765E+01    0.7654755236E+01
    0.2485167797E-03    0.5738885349E+01    0.7654753793E+01
    0.2612585075E-03    0.5738883722E+01    0.7654752135E+01
    0.2746535176E-03    0.5738881865E+01    0.7654750242E+01
    0.2887353046E-03    0.5738879756E+01    0.7654748093E+01
    0.3035390802E-03    0.5738877373E+01    0.7654745664E+01
    0.3191018616E-03    0.5738874689E+01    0.7654742928E+01
    0.3354625639E-03    0.5738871674E+01    0.7654739856E+01
    0.3526620974E-03    0.5738868298E+01    0.7654736414E+01
    0.3707434697E-03    0.5738864523E+01    0.7654732567E+01
    0.3897518939E-03    0.5738860311E+01    0.7654728274E+01
    0.4097349008E-03    0.5738855619E+01    0.7654723491E+01
    0.4307424584E-03    0.5738850396E+01    0.7654718169E+01
    0.4528270965E-03    0.5738844591E+01    0.7654712252E+01
    0.4760440382E-03    0.5738838144E+01    0.7654705681E+01
    0.5004513380E-03    0.5738830989E+01    0.7654698388E+01
    0.5261100268E-03    0.5738823055E+01    0.7654690301E+01
    0.5530842647E-03    0.5738814260E+01    0.7654681338E+01
    0.5814415013E-03    0.5738804518E+01    0.7654671408E+01
    0.6112526445E-03    0.5738793730E+01    0.7654660412E+01
    0.6425922378E-03    0.5738781788E+01    0.7654648241E+01
    0.6755386463E-03    0.5738768573E+01    0.7654634772E+01
    0.7101742534E-03    0.5738753954E+01    0.7654619871E+01
    0.7465856660E-03    0.5738737785E+01    0.7654603391E+01
    0.7848639316E-03    0.5738719905E+01    0.7654585168E+01
    0.8251047659E-03    0.5738700138E+01    0.7654565021E+01
    0.8674087919E-03    0.5738678288E+01    0.7654542751E+01
    0.9118817916E-03    0.5738654139E+01    0.7654518137E+01
    0.9586349708E-03    0.5738627452E+01    0.7654490937E+01
    0.1007785237E-02    0.5738597964E+01    0.7654460882E+01
    0.1059455491E-02    0.5738565385E+01    0.7654427676E+01
    0.1113774935E-02    0.5738529393E+01    0.7654390993E+01
    0.1170879397E-02    0.5738489636E+01    0.7654350471E+01
    0.1230911668E-02    0.5738445722E+01    0.7654305712E+01
