#HD#     0.1544932932E+01     0.2454409390E+02 
    0.1000000000E+00     0.4367334827E-02    -0.2841968686E-04     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2171912322E+05 
    0.2000000000E+00     0.8746608362E-02    -0.1133187053E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.7703267363E+04 
    0.3000000000E+00     0.1311843194E-01    -0.2541922075E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4205909972E+04 
    0.4000000000E+00     0.1748188254E-01    -0.4505428351E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2740031059E+04 
    0.4937739303E+00     0.2156524345E-01    -0.6846355435E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2003393286E+04 
    0.6095974449E+00     0.2659637374E-01    -0.1039921259E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1465489429E+04 
    0.7376129083E+00     0.3213962682E-01    -0.1516824538E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1105199007E+04 
    0.8778203206E+00     0.3818765608E-01    -0.2139480757E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.8547832593E+03 
    0.1030219682E+01     0.4473145652E-01    -0.2933810752E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.6752963512E+03 
    0.1194810992E+01     0.5176012936E-01    -0.3927395577E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5432585068E+03 
    0.1371594251E+01     0.5926063598E-01    -0.5149345842E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4439380241E+03 
    0.1560569459E+01     0.6721754302E-01    -0.6630166506E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3677720276E+03 
    0.1761736616E+01     0.7561276019E-01    -0.8401617960E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3083678826E+03 
    0.1975095721E+01     0.8442527238E-01    -0.1049657409E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2613413176E+03 
    0.2200646776E+01     0.9363086725E-01    -0.1294887788E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2236168948E+03 
    0.2438389779E+01     0.1032018596E+00    -0.1579319516E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1929937036E+03 
    0.2688324732E+01     0.1131068134E+00    -0.1906486655E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1678682921E+03 
    0.2950451633E+01     0.1233102624E+00    -0.2279975811E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1470535753E+03 
    0.3224770483E+01     0.1337724295E+00    -0.2703411050E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1296578746E+03 
    0.3511281282E+01     0.1444489456E+00    -0.3180438653E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1150025222E+03 
    0.3809984030E+01     0.1552905678E+00    -0.3714711697E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1025647302E+03 
    0.4120878727E+01     0.1662428974E+00    -0.4309874399E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.9193732867E+02 
    0.4443965373E+01     0.1772460959E+00    -0.4969546176E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.8279997020E+02 
    0.4779243968E+01     0.1882346010E+00    -0.5697305343E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.7489825202E+02 
    0.5126714511E+01     0.1991368385E+00    -0.6496672355E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.6802838798E+02 
    0.5486377004E+01     0.2098749333E+00    -0.7371092494E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.6202582372E+02 
    0.5858231445E+01     0.2203644142E+00    -0.8323917885E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5675668913E+02 
    0.6242277835E+01     0.2305139145E+00    -0.9358388696E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5211131657E+02 
    0.6638516175E+01     0.2402248654E+00    -0.1047761340E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4799927931E+02 
    0.7046946463E+01     0.2493911810E+00    -0.1168454792E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4434556061E+02 
    0.7467568700E+01     0.2578989332E+00    -0.1298197353E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4108757139E+02 
    0.7900382885E+01     0.2656260149E+00    -0.1437247327E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3817281064E+02 
    0.8345389020E+01     0.2724417889E+00    -0.1585840675E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3555701689E+02 
    0.8802587104E+01     0.2782067212E+00    -0.1744188318E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3320269758E+02 
    0.9271977136E+01     0.2827719969E+00    -0.1912473236E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3107795171E+02 
    0.9753559118E+01     0.2859791141E+00    -0.2090847344E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2915552141E+02 
    0.1024733305E+02     0.2876594573E+00    -0.2279428139E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2741202366E+02 
    0.1075329893E+02     0.2876338438E+00    -0.2478295090E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2582732459E+02 
    0.1127145676E+02     0.2857120439E+00    -0.2687485748E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2438402710E+02 
    0.1180180653E+02     0.2816922700E+00    -0.2906991590E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2306704951E+02 
    0.1234434826E+02     0.2753606337E+00    -0.3136753551E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2186327725E+02 
    0.1289908193E+02     0.2664905662E+00    -0.3376657272E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2076127380E+02 
    0.1346600756E+02     0.2548422018E+00    -0.3626528038E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1975103984E+02 
    0.1404512513E+02     0.2401617186E+00    -0.3886125435E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1882381169E+02 
    0.1463643465E+02     0.2221806361E+00    -0.4155137724E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1797189214E+02 
    0.1523993612E+02     0.2006150651E+00    -0.4433175972E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1718850799E+02 
