 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5767145612E+01    0.7654760892E+01
    0.1584612949E-03    0.5767145509E+01    0.7654760786E+01
    0.1665857792E-03    0.5767145296E+01    0.7654760570E+01
    0.1751268148E-03    0.5767144968E+01    0.7654760235E+01
    0.1841057586E-03    0.5767144516E+01    0.7654759774E+01
    0.1935450626E-03    0.5767143932E+01    0.7654759179E+01
    0.2034683302E-03    0.5767143207E+01    0.7654758440E+01
    0.2139003746E-03    0.5767142329E+01    0.7654757544E+01
    0.2248672813E-03    0.5767141286E+01    0.7654756481E+01
    0.2363964733E-03    0.5767140065E+01    0.7654755236E+01
    0.2485167797E-03    0.5767138649E+01    0.7654753793E+01
    0.2612585075E-03    0.5767137023E+01    0.7654752135E+01
    0.2746535176E-03    0.5767135167E+01    0.7654750242E+01
    0.2887353046E-03    0.5767133059E+01    0.7654748093E+01
    0.3035390802E-03    0.5767130676E+01    0.7654745664E+01
    0.3191018616E-03    0.5767127993E+01    0.7654742928E+01
    0.3354625639E-03    0.5767124980E+01    0.7654739855E+01
    0.3526620974E-03    0.5767121604E+01    0.7654736414E+01
    0.3707434697E-03    0.5767117831E+01    0.7654732567E+01
    0.3897518939E-03    0.5767113621E+01    0.7654728274E+01
    0.4097349008E-03    0.5767108929E+01    0.7654723491E+01
    0.4307424584E-03    0.5767103709E+01    0.7654718168E+01
    0.4528270965E-03    0.5767097906E+01    0.7654712251E+01
    0.4760440382E-03    0.5767091461E+01    0.7654705680E+01
    0.5004513380E-03    0.5767084309E+01    0.7654698388E+01
    0.5261100268E-03    0.5767076377E+01    0.7654690301E+01
    0.5530842647E-03    0.5767067586E+01    0.7654681337E+01
    0.5814415013E-03    0.5767057846E+01    0.7654671407E+01
    0.6112526445E-03    0.5767047062E+01    0.7654660412E+01
    0.6425922378E-03    0.5767035124E+01    0.7654648240E+01
    0.6755386463E-03    0.5767021914E+01    0.7654634771E+01
    0.7101742534E-03    0.5767007300E+01    0.7654619871E+01
    0.7465856660E-03    0.5766991136E+01    0.7654603391E+01
    0.7848639316E-03    0.5766973263E+01    0.7654585168E+01
    0.8251047659E-03    0.5766953503E+01    0.7654565021E+01
    0.8674087919E-03    0.5766931661E+01    0.7654542750E+01
    0.9118817916E-03    0.5766907520E+01    0.7654518137E+01
    0.9586349708E-03    0.5766880842E+01    0.7654490937E+01
    0.1007785237E-02    0.5766851364E+01    0.7654460882E+01
    0.1059455491E-02    0.5766818796E+01    0.7654427676E+01
    0.1113774935E-02    0.5766782817E+01    0.7654390992E+01
    0.1170879397E-02    0.5766743073E+01    0.7654350470E+01
    0.1230911668E-02    0.5766699174E+01    0.7654305712E+01
    0.1294021859E-02    0.5766650690E+01    0.7654256278E+01
    0.1360367778E-02    0.5766597146E+01    0.7654201685E+01
    0.1430115326E-02    0.5766538017E+01    0.7654141399E+01
    0.1503438906E-02    0.5766472726E+01    0.7654074829E+01
    0.1580521867E-02    0.5766400634E+01    0.7654001326E+01
    0.1661556956E-02    0.5766321040E+01    0.7653920173E+01
    0.1746746803E-02    0.5766233168E+01    0.7653830581E+01
    0.1836304427E-02    0.5766136164E+01    0.7653731677E+01
    0.1930453768E-02    0.5766029085E+01    0.7653622501E+01
    0.2029430249E-02    0.5765910893E+01    0.7653501995E+01
    0.2133481363E-02    0.5765780444E+01    0.7653368991E+01
    0.2242867292E-02    0.5765636477E+01    0.7653222205E+01
    0.2357861557E-02    0.5765477602E+01    0.7653060219E+01
    0.2478751704E-02    0.5765302289E+01    0.7652881473E+01
    0.2605840021E-02    0.5765108851E+01    0.7652684248E+01
    0.2739444296E-02    0.5764895433E+01    0.7652466651E+01
    0.2879898609E-02    0.5764659990E+01    0.7652226597E+01
    0.3027554168E-02    0.5764400271E+01    0.7651961793E+01
    0.3182780189E-02    0.5764113800E+01    0.7651669713E+01
    0.3345964819E-02    0.5763797852E+01    0.7651347578E+01
    0.3517516104E-02    0.5763449426E+01    0.7650992330E+01
    0.3697863011E-02    0.5763065226E+01    0.7650600607E+01
    0.3887456502E-02    0.5762641623E+01    0.7650168710E+01
    0.4086770659E-02    0.5762174631E+01    0.7649692575E+01
    0.4296303871E-02    0.5761659867E+01    0.7649167731E+01
    0.4516580081E-02    0.5761092513E+01    0.7648589269E+01
    0.4748150094E-02    0.5760467282E+01    0.7647951796E+01
