natx =      486
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
     -1.13692     -1.52845     -0.24164   2      1.92019
      8.73766      2.28260     -4.36337   3     10.02975
      1.42217     -5.70811     -8.12530   3     10.03123
      9.78205     -1.84060      1.27776   3     10.03539
     -6.43826     -1.64362     -7.52255   2     10.03700
     -2.60559      5.97296     -7.68147   2     10.07325
     -4.00631      4.69893     -7.96461   3     10.07797
      7.77699     -4.06865      4.97432   3     10.08858
      7.60281      6.51834      1.25337   3     10.09269
     -8.44989      1.15490      5.41305   3     10.10126
      7.80723      6.39979     -0.58971   2     10.11227
      1.99197     -4.56474      8.80184   3     10.11322
     -6.83534     -1.64116      7.27372   2     10.11545
     -0.82351      6.83483     -7.41172   3     10.11566
      2.75730      1.13642     -9.66992   3     10.11936
      7.77953      6.01890     -2.37986   3     10.11988
      2.40961     -9.57163     -2.26251   3     10.12627
     -1.22059      6.83728      7.38455   3     10.13754
     -0.78938      3.46778     -9.50137   3     10.14518
     -9.23134      3.88668      1.62173   1     10.14662
     -6.61393      1.64578      7.51924   3     10.14848
      9.78785     -1.45700     -2.37821   3     10.17746
     -8.68115     -3.99042      3.54111   2     10.18947
     -8.43277      0.64834     -5.69905   3     10.19858
      4.35936      8.95004     -2.21752   3     10.19925
      8.74937     -2.91691     -4.37204   3     10.20659
     -6.20514     -3.55619     -7.28570   3     10.20939
      2.79947      5.96494     -7.82483   2     10.22964
     -1.19816      8.66976      5.30356   3     10.23367
     -2.99545     -9.56362     -2.11916   3     10.24336
      6.62035     -7.77230     -0.90685   3     10.24988
      6.02527      7.59679      3.33136   3     10.25247
      6.58522      7.82625     -0.88085   3     10.26602
      6.40673      4.68536      6.54495   3     10.28762
      4.45142      8.70913      3.29538   2     10.32103
     -3.26438     -9.19794      3.38908   2     10.33171
     -1.02149     -6.85115     -7.67457   2     10.33831
      7.51060      6.38458      3.12838   2     10.34209
      9.66148      3.65504     -0.51968   2     10.34280
     -4.14299      3.35201      8.87453   1     10.35170
     -8.58228     -4.39737     -3.82366   2     10.37366
      8.65781      4.92064      2.97337   3     10.39285
      0.02342    -10.39900     -0.01734   3     10.39904
     -0.02342     10.39900      0.01734   3     10.39904
      7.81916      0.75988      6.81942   2     10.40294
      9.77034      3.35891      1.28643   3     10.41137
      4.08161      3.79093      8.82814   3     10.43871
      9.87990     -1.69791      3.13469   2     10.50341
     -6.44997      3.55589     -7.51387   2     10.52163
      0.04267     -4.35256     -9.58306   1     10.52529
     -8.43564      6.04293     -1.94979   3     10.55835
      7.60947      5.97763     -4.23638   2     10.56329
      3.98649     -6.85670      6.97834   2     10.56426
      6.06040     -8.00175      3.30535   3     10.56796
     -8.40794      6.42382     -0.15965   2     10.58227
     -3.98289     -5.70010     -7.98195   3     10.58613
      1.64744      8.54105     -6.05642   1     10.59924
     -3.41308     -4.55673      8.94519   3     10.60327
     -6.84705      3.55835      7.28239   2     10.61024
     -6.60222     -3.55374      7.51057   3     10.61259
      8.68123     -5.47839      2.95603   3     10.68244
     -2.63604     -4.05509     -9.53524   3     10.69174
      2.23955     -9.61290     -4.11904   2     10.69532
      6.81552     -0.51661     -8.25999   3     10.72127
      9.77613      3.74251     -2.36954   3     10.73284
    -10.07080     -0.38616     -3.69943   3     10.73573
     -0.93808      8.99600     -5.81610   3     10.75337
      1.96855      5.83429      8.81917   3     10.75602
     -6.30801     -6.59453     -5.69875   3     10.75893
      0.71594      9.99685     -3.96880   3     10.77965
      5.12964     -9.22778     -2.20643   1     10.78580
      4.18447      6.82927      7.24119   3     10.79739
      6.43015     -5.71367      6.52761   3     10.79827
      4.56966      8.89681     -4.08506   2     10.80383
     -8.43818     -4.04462      5.40438   3     10.80598
    -10.81010      0.01602      0.28671   3     10.81391
