    -0.355208     0.002864     0.473558     1.192292
    -0.338183     0.002864    -0.288097     0.587260
    -0.322949     0.002864    -0.022412    -0.044115
    -0.309508     0.002864     0.461766     0.221089
    -0.297859     0.002864    -0.056872     0.763394
    -0.288002     0.002864    -0.496182     0.344064
    -0.279937     0.002864    -0.538920     0.059467
    -0.273664     0.002864    -0.496830    -0.166729
    -0.272949     0.002864    -0.485736    -0.187697
    -0.269274     0.002864    -0.432257    -0.278903
    -0.265599     0.002864    -0.374546    -0.370023
    -0.261924     0.002864    -0.298527    -0.441168
    -0.258249     0.002864    -0.221348    -0.488534
    -0.254574     0.002864    -0.150292    -0.522439
    -0.250900     0.002864    -0.086508    -0.549104
    -0.247453     0.002864    -0.030830    -0.575351
    -0.243197     0.002864     0.046023    -0.609228
    -0.238493     0.002864     0.143402    -0.632243
    -0.233340     0.002864     0.250186    -0.633631
    -0.227739     0.002864     0.354709    -0.614718
    -0.221691     0.002864     0.450903    -0.582869
    -0.215194     0.002864     0.540936    -0.546676
    -0.208249     0.002864     0.632826    -0.507386
    -0.200857     0.002864     0.727271    -0.461231
    -0.193016     0.002864     0.830153    -0.419557
    -0.184727     0.002864     0.978353    -0.372783
    -0.175990     0.002864     1.190794    -0.263512
    -0.166805     0.002864     1.432451    -0.017917
    -0.157172     0.002864     1.624130     0.421582
    -0.147091     0.002864     1.579219     1.159753
    -0.136562     0.002864     0.645365     1.754546
    -0.125585     0.002864    -0.043235     1.224991
    -0.114160     0.002864    -0.051649     0.856924
    -0.102287     0.002864    -0.025114     0.751547
    -0.089965     0.002864    -0.058515     0.704852
    -0.077196     0.002864    -0.088317     0.662872
    -0.063979     0.002864    -0.146819     0.667762
    -0.050313     0.002864    -0.279145     0.639143
    -0.036200     0.002864    -0.403268     0.504027
    -0.021638     0.002864    -0.439170     0.337143
    -0.006629     0.002864    -0.401099     0.162440
     0.008829     0.002864    -0.273376     0.062079
     0.024734     0.002864    -0.158654     0.062224
     0.041088     0.002864    -0.105853     0.109980
     0.057890     0.002864    -0.114183     0.135090
     0.075139     0.002864    -0.104907     0.109211
     0.092837     0.002864    -0.037010     0.126621
     0.110983     0.002864    -0.026764     0.238546
     0.129577     0.002864    -0.164402     0.331929
     0.148619     0.002864    -0.360621     0.217444
     0.168109     0.002864    -0.340721    -0.001709
     0.188047     0.002864    -0.199023    -0.093837
     0.208433     0.002864    -0.065996    -0.069304
     0.229267     0.002864    -0.005105     0.028818
     0.250549     0.002864    -0.041437     0.116196
     0.272280     0.002864    -0.113882     0.138634
     0.294458     0.002864    -0.171849     0.112936
     0.317084     0.002864    -0.196187     0.066460
     0.340159     0.002864    -0.193853     0.031287
     0.363681     0.002864    -0.191052     0.012371
     0.387651     0.002864    -0.198751    -0.006884
     0.412070     0.002864    -0.207330    -0.039320
     0.436936     0.002864    -0.203259    -0.082738
     0.462251     0.002864    -0.180446    -0.125931
     0.488014     0.002864    -0.142829    -0.157361
     0.514224     0.002864    -0.100753    -0.171786
     0.540883     0.002864    -0.064922    -0.173869
     0.567990     0.002864    -0.035010    -0.174905
     0.595545     0.002864    -0.000959    -0.173802
     0.623547     0.002864     0.033471    -0.159341
     0.651998     0.002864     0.053612    -0.134913
     0.680897     0.002864     0.059803    -0.119386
     0.710244     0.002864     0.069843    -0.115612
     0.740039     0.002864     0.087640    -0.112159
     0.770282     0.002864     0.110256    -0.106356
     0.800974     0.002864     0.137418    -0.089957
     0.832113     0.002864     0.163842    -0.062580
     0.863700     0.002864     0.184003    -0.025461
     0.895735     0.002864     0.193376     0.017644
     0.928218     0.002864     0.192426     0.062646
     0.961150     0.002864     0.180255     0.107779
     0.994529     0.002864     0.157383     0.151452
     1.028357     0.002864     0.122672     0.191112
     1.062632     0.002864     0.075319     0.221399
     1.097356     0.002864     0.018306     0.236481
     1.132527     0.002864    -0.041108     0.231748
     1.168147     0.002864    -0.093345     0.208228
     1.204215     0.002864    -0.131640     0.172237
     1.240730     0.002864    -0.156228     0.132224
     1.277694     0.002864    -0.169346     0.092247
     1.315106     0.002864    -0.172821     0.054316
     1.352966     0.002864    -0.167585     0.020158
     1.391274     0.002864    -0.156081    -0.008752
     1.430030     0.002864    -0.140369    -0.031512
     1.469234     0.002864    -0.122772    -0.047784
     1.508886     0.002864    -0.105312    -0.058104
     1.548986     0.002864    -0.089660    -0.064110
     1.589534     0.002864    -0.076272    -0.067516
     1.630530     0.002864    -0.064893    -0.069528
     1.671974     0.002864    -0.054998    -0.070820
    -0.265599     0.000184    -0.447636    -0.431044
    -0.265599     0.000367    -0.441737    -0.426091
    -0.265599     0.000464    -0.438702    -0.423552
    -0.265599     0.000692    -0.431719    -0.417717
    -0.265599     0.001033    -0.421723    -0.409391
    -0.265599     0.001541    -0.407643    -0.397677
    -0.265599     0.002299    -0.388154    -0.381411
    -0.265599     0.003429    -0.361564    -0.359147
    -0.265599     0.005116    -0.325558    -0.329204
    -0.265599     0.007632    -0.276940    -0.290216
    -0.265599     0.011385    -0.212169    -0.242277
    -0.265599     0.016985    -0.129696    -0.187963
    -0.265599     0.025338    -0.033756    -0.131907
    -0.265599     0.037800     0.063147    -0.078590
    -0.265599     0.056391     0.143213    -0.031097
