 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5759603185E+01    0.7654760892E+01
    0.1584612949E-03    0.5759603081E+01    0.7654760786E+01
    0.1665857792E-03    0.5759602869E+01    0.7654760570E+01
    0.1751268148E-03    0.5759602541E+01    0.7654760235E+01
    0.1841057586E-03    0.5759602089E+01    0.7654759774E+01
    0.1935450626E-03    0.5759601505E+01    0.7654759179E+01
    0.2034683302E-03    0.5759600780E+01    0.7654758440E+01
    0.2139003746E-03    0.5759599902E+01    0.7654757544E+01
    0.2248672813E-03    0.5759598859E+01    0.7654756481E+01
    0.2363964733E-03    0.5759597638E+01    0.7654755236E+01
    0.2485167797E-03    0.5759596222E+01    0.7654753793E+01
    0.2612585075E-03    0.5759594596E+01    0.7654752135E+01
    0.2746535176E-03    0.5759592740E+01    0.7654750242E+01
    0.2887353046E-03    0.5759590632E+01    0.7654748093E+01
    0.3035390802E-03    0.5759588250E+01    0.7654745664E+01
    0.3191018616E-03    0.5759585566E+01    0.7654742928E+01
    0.3354625639E-03    0.5759582553E+01    0.7654739855E+01
    0.3526620974E-03    0.5759579177E+01    0.7654736414E+01
    0.3707434697E-03    0.5759575404E+01    0.7654732567E+01
    0.3897518939E-03    0.5759571194E+01    0.7654728274E+01
    0.4097349008E-03    0.5759566503E+01    0.7654723491E+01
    0.4307424584E-03    0.5759561283E+01    0.7654718168E+01
    0.4528270965E-03    0.5759555480E+01    0.7654712251E+01
    0.4760440382E-03    0.5759549035E+01    0.7654705680E+01
    0.5004513380E-03    0.5759541883E+01    0.7654698388E+01
    0.5261100268E-03    0.5759533952E+01    0.7654690301E+01
    0.5530842647E-03    0.5759525161E+01    0.7654681337E+01
    0.5814415013E-03    0.5759515422E+01    0.7654671407E+01
    0.6112526445E-03    0.5759504638E+01    0.7654660412E+01
    0.6425922378E-03    0.5759492700E+01    0.7654648240E+01
    0.6755386463E-03    0.5759479490E+01    0.7654634771E+01
    0.7101742534E-03    0.5759464877E+01    0.7654619871E+01
    0.7465856660E-03    0.5759448714E+01    0.7654603391E+01
    0.7848639316E-03    0.5759430841E+01    0.7654585168E+01
    0.8251047659E-03    0.5759411082E+01    0.7654565021E+01
    0.8674087919E-03    0.5759389240E+01    0.7654542750E+01
    0.9118817916E-03    0.5759365100E+01    0.7654518137E+01
    0.9586349708E-03    0.5759338423E+01    0.7654490937E+01
    0.1007785237E-02    0.5759308946E+01    0.7654460882E+01
    0.1059455491E-02    0.5759276379E+01    0.7654427676E+01
    0.1113774935E-02    0.5759240401E+01    0.7654390992E+01
    0.1170879397E-02    0.5759200658E+01    0.7654350470E+01
    0.1230911668E-02    0.5759156761E+01    0.7654305712E+01
    0.1294021859E-02    0.5759108278E+01    0.7654256278E+01
    0.1360367778E-02    0.5759054736E+01    0.7654201685E+01
    0.1430115326E-02    0.5758995609E+01    0.7654141399E+01
    0.1503438906E-02    0.5758930319E+01    0.7654074829E+01
    0.1580521867E-02    0.5758858230E+01    0.7654001326E+01
    0.1661556956E-02    0.5758778639E+01    0.7653920173E+01
    0.1746746803E-02    0.5758690769E+01    0.7653830581E+01
