 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5727436199E+01    0.7654760892E+01
    0.1584612949E-03    0.5727436095E+01    0.7654760786E+01
    0.1665857792E-03    0.5727435882E+01    0.7654760570E+01
    0.1751268148E-03    0.5727435553E+01    0.7654760235E+01
    0.1841057586E-03    0.5727435100E+01    0.7654759774E+01
    0.1935450626E-03    0.5727434515E+01    0.7654759179E+01
    0.2034683302E-03    0.5727433788E+01    0.7654758440E+01
    0.2139003746E-03    0.5727432907E+01    0.7654757544E+01
    0.2248672813E-03    0.5727431862E+01    0.7654756481E+01
    0.2363964733E-03    0.5727430637E+01    0.7654755236E+01
    0.2485167797E-03    0.5727429218E+01    0.7654753793E+01
    0.2612585075E-03    0.5727427588E+01    0.7654752135E+01
    0.2746535176E-03    0.5727425727E+01    0.7654750242E+01
    0.2887353046E-03    0.5727423613E+01    0.7654748093E+01
    0.3035390802E-03    0.5727421225E+01    0.7654745664E+01
    0.3191018616E-03    0.5727418534E+01    0.7654742928E+01
    0.3354625639E-03    0.5727415513E+01    0.7654739855E+01
    0.3526620974E-03    0.5727412129E+01    0.7654736414E+01
    0.3707434697E-03    0.5727408346E+01    0.7654732567E+01
    0.3897518939E-03    0.5727404125E+01    0.7654728274E+01
    0.4097349008E-03    0.5727399422E+01    0.7654723491E+01
    0.4307424584E-03    0.5727394188E+01    0.7654718168E+01
    0.4528270965E-03    0.5727388370E+01    0.7654712251E+01
    0.4760440382E-03    0.5727381908E+01    0.7654705680E+01
    0.5004513380E-03    0.5727374738E+01    0.7654698388E+01
    0.5261100268E-03    0.5727366785E+01    0.7654690301E+01
    0.5530842647E-03    0.5727357971E+01    0.7654681337E+01
    0.5814415013E-03    0.5727348207E+01    0.7654671407E+01
    0.6112526445E-03    0.5727337395E+01    0.7654660412E+01
    0.6425922378E-03    0.5727325426E+01    0.7654648240E+01
    0.6755386463E-03    0.5727312182E+01    0.7654634771E+01
    0.7101742534E-03    0.5727297530E+01    0.7654619871E+01
    0.7465856660E-03    0.5727281325E+01    0.7654603391E+01
    0.7848639316E-03    0.5727263406E+01    0.7654585168E+01
    0.8251047659E-03    0.5727243595E+01    0.7654565021E+01
    0.8674087919E-03    0.5727221697E+01    0.7654542750E+01
    0.9118817916E-03    0.5727197493E+01    0.7654518137E+01
    0.9586349708E-03    0.5727170747E+01    0.7654490937E+01
    0.1007785237E-02    0.5727141193E+01    0.7654460882E+01
    0.1059455491E-02    0.5727108541E+01    0.7654427676E+01
    0.1113774935E-02    0.5727072470E+01    0.7654390992E+01
    0.1170879397E-02    0.5727032624E+01    0.7654350470E+01
    0.1230911668E-02    0.5726988612E+01    0.7654305712E+01
    0.1294021859E-02    0.5726940003E+01    0.7654256278E+01
    0.1360367778E-02    0.5726886321E+01    0.7654201685E+01
    0.1430115326E-02    0.5726827040E+01    0.7654141399E+01
    0.1503438906E-02    0.5726761580E+01    0.7654074829E+01
    0.1580521867E-02    0.5726689303E+01    0.7654001326E+01
    0.1661556956E-02    0.5726609504E+01    0.7653920173E+01
    0.1746746803E-02    0.5726521406E+01    0.7653830581E+01
    0.1836304427E-02    0.5726424152E+01    0.7653731677E+01
    0.1930453768E-02    0.5726316798E+01    0.7653622501E+01
    0.2029430249E-02    0.5726198302E+01    0.7653501995E+01
    0.2133481363E-02    0.5726067517E+01    0.7653368991E+01
    0.2242867292E-02    0.5725923179E+01    0.7653222205E+01
    0.2357861557E-02    0.5725763895E+01    0.7653060219E+01
    0.2478751704E-02    0.5725588130E+01    0.7652881473E+01
    0.2605840021E-02    0.5725394195E+01    0.7652684248E+01
    0.2739444296E-02    0.5725180227E+01    0.7652466651E+01
    0.2879898609E-02    0.5724944178E+01    0.7652226597E+01
    0.3027554168E-02    0.5724683791E+01    0.7651961793E+01
    0.3182780189E-02    0.5724396583E+01    0.7651669713E+01
    0.3345964819E-02    0.5724079821E+01    0.7651347578E+01
    0.3517516104E-02    0.5723730499E+01    0.7650992330E+01
    0.3697863011E-02    0.5723345309E+01    0.7650600607E+01
    0.3887456502E-02    0.5722920617E+01    0.7650168710E+01
    0.4086770659E-02    0.5722452422E+01    0.7649692575E+01
    0.4296303871E-02    0.5721936333E+01    0.7649167731E+01
    0.4516580081E-02    0.5721367519E+01    0.7648589269E+01
    0.4748150094E-02    0.5720740679E+01    0.7647951796E+01
    0.4991592955E-02    0.5720049986E+01    0.7647249389E+01
    0.5247517398E-02    0.5719289049E+01    0.7646475545E+01
    0.5516563369E-02    0.5718450849E+01    0.7645623129E+01
    0.5799403621E-02    0.5717527691E+01    0.7644684313E+01
    0.6096745403E-02    0.5716511134E+01    0.7643650515E+01
    0.6409332224E-02    0.5715391925E+01    0.7642512324E+01
    0.6737945714E-02    0.5714159927E+01    0.7641259433E+01
    0.7083407578E-02    0.5712804039E+01    0.7639880549E+01
    0.7446581651E-02    0.5711312105E+01    0.7638363314E+01
    0.7828376056E-02    0.5709670828E+01    0.7636694203E+01
    0.8229745479E-02    0.5707865665E+01    0.7634858430E+01
    0.8651693553E-02    0.5705880724E+01    0.7632839829E+01
    0.9095275367E-02    0.5703698640E+01    0.7630620744E+01
    0.9561600107E-02    0.5701300461E+01    0.7628181902E+01
    0.1005183383E-01    0.5698665509E+01    0.7625502275E+01
    0.1056720237E-01    0.5695771243E+01    0.7622558937E+01
    0.1110899442E-01    0.5692593100E+01    0.7619326914E+01
    0.1167856474E-01    0.5689104349E+01    0.7615779019E+01
    0.1227733756E-01    0.5685275906E+01    0.7611885680E+01
    0.1290681012E-01    0.5681076173E+01    0.7607614757E+01
    0.1356855642E-01    0.5676470825E+01    0.7602931354E+01
    0.1426423119E-01    0.5671422646E+01    0.7597797616E+01
    0.1499557396E-01    0.5665891285E+01    0.7592172519E+01
    0.1576441348E-01    0.5659833082E+01    0.7586011655E+01
    0.1657267224E-01    0.5653200805E+01    0.7579267006E+01
    0.1742237132E-01    0.5645943467E+01    0.7571886710E+01
    0.1831563540E-01    0.5638006046E+01    0.7563814830E+01
    0.1925469810E-01    0.5629329302E+01    0.7554991111E+01
    0.2024190758E-01    0.5619849483E+01    0.7545350741E+01
    0.2127973238E-01    0.5609498156E+01    0.7534824115E+01
    0.2237076759E-01    0.5598201904E+01    0.7523336597E+01
    0.2351774137E-01    0.5585882188E+01    0.7510808300E+01
    0.2472352175E-01    0.5572455045E+01    0.7497153872E+01
    0.2599112382E-01    0.5557830999E+01    0.7482282299E+01
    0.2732371724E-01    0.5541914783E+01    0.7466096740E+01
    0.2872463418E-01    0.5524605320E+01    0.7448494377E+01
    0.3019737766E-01    0.5505795487E+01    0.7429366319E+01
    0.3174563032E-01    0.5485372201E+01    0.7408597533E+01
    0.3337326359E-01    0.5463216259E+01    0.7386066845E+01
    0.3508434741E-01    0.5439202557E+01    0.7361646988E+01
    0.3688316037E-01    0.5413200041E+01    0.7335204737E+01
    0.3877420044E-01    0.5385072108E+01    0.7306601114E+01
    0.4076219620E-01    0.5354676710E+01    0.7275691705E+01
    0.4285211869E-01    0.5321866979E+01    0.7242327065E+01
    0.4504919380E-01    0.5286491532E+01    0.7206353261E+01
    0.4735891536E-01    0.5248395368E+01    0.7167612535E+01
    0.4978705887E-01    0.5207420432E+01    0.7125944116E+01
    0.5233969597E-01    0.5163406822E+01    0.7081185186E+01
    0.5502320956E-01    0.5116193674E+01    0.7033172016E+01
    0.5784430984E-01    0.5065620697E+01    0.6981741274E+01
    0.6081005103E-01    0.5011529447E+01    0.6926731515E+01
    0.6392784901E-01    0.4953765199E+01    0.6867984862E+01
    0.6720549992E-01    0.4892178650E+01    0.6805348874E+01
    0.7065119958E-01    0.4826628098E+01    0.6738678599E+01
    0.7427356405E-01    0.4756981639E+01    0.6667838802E+01
    0.7808165111E-01    0.4683119542E+01    0.6592706365E+01
    0.8208498297E-01    0.4604936978E+01    0.6513172828E+01
    0.8629357004E-01    0.4522346435E+01    0.6429147046E+01
    0.9071793599E-01    0.4435280999E+01    0.6340557938E+01
    0.9536914403E-01    0.4343696544E+01    0.6247357273E+01
    0.1002588246E+00    0.4247575565E+01    0.6149522455E+01
    0.1053992045E+00    0.4146928804E+01    0.6047059233E+01
    0.1108031372E+00    0.4041799599E+01    0.5940004291E+01
    0.1164841356E+00    0.3932264469E+01    0.5828427622E+01
    0.1224564049E+00    0.3818437977E+01    0.5712434629E+01
    0.1287348790E+00    0.3700471716E+01    0.5592167846E+01
    0.1353352574E+00    0.3578559649E+01    0.5467808215E+01
    0.1422740444E+00    0.3452934821E+01    0.5339575826E+01
    0.1495685907E+00    0.3323875247E+01    0.5207730034E+01
    0.1572371363E+00    0.3191697706E+01    0.5072568887E+01
    0.1652988567E+00    0.3056764209E+01    0.4934427804E+01
    0.1737739103E+00    0.2919472158E+01    0.4793677460E+01
    0.1826834892E+00    0.2780261733E+01    0.4650720839E+01
    0.1920498720E+00    0.2639601882E+01    0.4505989473E+01
    0.2018964795E+00    0.2497998905E+01    0.4359938889E+01
    0.2122479333E+00    0.2355977727E+01    0.4213043302E+01
    0.2231301176E+00    0.2214092505E+01    0.4065789680E+01
    0.2345702434E+00    0.2072903001E+01    0.3918671263E+01
    0.2465969169E+00    0.1932987792E+01    0.3772180712E+01
    0.2592402112E+00    0.1794915540E+01    0.3626803060E+01
    0.2725317411E+00    0.1659262160E+01    0.3483008652E+01
    0.2865047422E+00    0.1526577222E+01    0.3341246303E+01
    0.3011941545E+00    0.1397405706E+01    0.3201936884E+01
    0.3166367090E+00    0.1272249653E+01    0.3065467533E+01
    0.3328710202E+00    0.1151596014E+01    0.2932186713E+01
    0.3499376824E+00    0.1035874090E+01    0.2802400252E+01
    0.3678793710E+00    0.9254894535E+00    0.2676368513E+01
    0.3867409497E+00    0.8207774969E+00    0.2554304767E+01
    0.4065695822E+00    0.7220443672E+00    0.2436374788E+01
    0.4274148504E+00    0.6295174746E+00    0.2322697654E+01
    0.4493288784E+00    0.5433918926E+00    0.2213347663E+01
    0.4723664626E+00    0.4637786046E+00    0.2108357228E+01
    0.4965852091E+00    0.3907562509E+00    0.2007720585E+01
    0.5220456772E+00    0.3243186417E+00    0.1911398099E+01
    0.5488115314E+00    0.2644286352E+00    0.1819320967E+01
    0.5769497003E+00    0.2109666509E+00    0.1731396072E+01
    0.6065305440E+00    0.1637859120E+00    0.1647510806E+01
    0.6376280300E+00    0.1226642205E+00    0.1567537671E+01
    0.6703199182E+00    0.8735662403E-01    0.1491338508E+01
    0.7046879553E+00    0.5755276446E-01    0.1418768261E+01
    0.7408180794E+00    0.3292642177E-01    0.1349678201E+01
    0.7788006345E+00    0.1310017669E-01    0.1283918596E+01
    0.8187305969E+00   -0.2311635854E-02    0.1221340837E+01
    0.8607078123E+00   -0.1372965680E-01    0.1161799058E+01
    0.9048372455E+00   -0.2157301608E-01    0.1105151316E+01
    0.9512292431E+00   -0.2627779064E-01    0.1051260386E+01
    0.9999998093E+00   -0.2826916848E-01    0.9999942623E+00
    0.1051270896E+01   -0.2797221426E-01    0.9512264161E+00
    0.1105170707E+01   -0.2579181943E-01    0.9048358828E+00
    0.1161834021E+01   -0.2211787409E-01    0.8607072255E+00
    0.1221402525E+01   -0.1731333798E-01    0.8187304152E+00
    0.1284025172E+01   -0.1171524039E-01    0.7788006611E+00
    0.1349858550E+01   -0.5629175626E-02    0.7408182109E+00
    0.1419067278E+01    0.6716898079E-03    0.7046881378E+00
    0.1491824413E+01    0.6947281176E-02    0.6703201234E+00
    0.1568311886E+01    0.1299226528E-01    0.6376282431E+00
    0.1648720956E+01    0.1863375897E-01    0.6065307572E+00
    0.1733252687E+01    0.2373196902E-01    0.5769499094E+00
    0.1822118453E+01    0.2817765670E-01    0.5488117341E+00
    0.1915540464E+01    0.3188940210E-01    0.5220458724E+00
    0.2013752323E+01    0.3481144646E-01    0.4965853963E+00
    0.2116999613E+01    0.3691176732E-01    0.4723666417E+00
    0.2225540504E+01    0.3822858826E-01    0.4493290493E+00
    0.2339646406E+01    0.3879414352E-01    0.4274150134E+00
    0.2459602642E+01    0.3865858731E-01    0.4065697374E+00
    0.2585709166E+01    0.3788857371E-01    0.3867410974E+00
    0.2718281310E+01    0.3656534760E-01    0.3678795116E+00
