 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5743427549E+01    0.7654760892E+01
    0.1584612949E-03    0.5743427446E+01    0.7654760786E+01
    0.1665857792E-03    0.5743427233E+01    0.7654760570E+01
    0.1751268148E-03    0.5743426904E+01    0.7654760235E+01
    0.1841057586E-03    0.5743426452E+01    0.7654759774E+01
    0.1935450626E-03    0.5743425868E+01    0.7654759179E+01
    0.2034683302E-03    0.5743425142E+01    0.7654758440E+01
    0.2139003746E-03    0.5743424263E+01    0.7654757544E+01
    0.2248672813E-03    0.5743423220E+01    0.7654756481E+01
    0.2363964733E-03    0.5743421997E+01    0.7654755236E+01
    0.2485167797E-03    0.5743420581E+01    0.7654753793E+01
    0.2612585075E-03    0.5743418953E+01    0.7654752135E+01
    0.2746535176E-03    0.5743417095E+01    0.7654750242E+01
    0.2887353046E-03    0.5743414986E+01    0.7654748093E+01
    0.3035390802E-03    0.5743412601E+01    0.7654745664E+01
    0.3191018616E-03    0.5743409916E+01    0.7654742928E+01
    0.3354625639E-03    0.5743406900E+01    0.7654739855E+01
    0.3526620974E-03    0.5743403522E+01    0.7654736414E+01
    0.3707434697E-03    0.5743399745E+01    0.7654732567E+01
    0.3897518939E-03    0.5743395532E+01    0.7654728274E+01
    0.4097349008E-03    0.5743390837E+01    0.7654723491E+01
    0.4307424584E-03    0.5743385612E+01    0.7654718168E+01
    0.4528270965E-03    0.5743379804E+01    0.7654712251E+01
    0.4760440382E-03    0.5743373354E+01    0.7654705680E+01
    0.5004513380E-03    0.5743366196E+01    0.7654698388E+01
    0.5261100268E-03    0.5743358258E+01    0.7654690301E+01
    0.5530842647E-03    0.5743349459E+01    0.7654681337E+01
    0.5814415013E-03    0.5743339712E+01    0.7654671407E+01
    0.6112526445E-03    0.5743328919E+01    0.7654660412E+01
    0.6425922378E-03    0.5743316972E+01    0.7654648240E+01
    0.6755386463E-03    0.5743303751E+01    0.7654634771E+01
    0.7101742534E-03    0.5743289125E+01    0.7654619871E+01
    0.7465856660E-03    0.5743272948E+01    0.7654603391E+01
    0.7848639316E-03    0.5743255061E+01    0.7654585168E+01
    0.8251047659E-03    0.5743235285E+01    0.7654565021E+01
    0.8674087919E-03    0.5743213425E+01    0.7654542750E+01
    0.9118817916E-03    0.5743189264E+01    0.7654518137E+01
    0.9586349708E-03    0.5743162565E+01    0.7654490937E+01
    0.1007785237E-02    0.5743133064E+01    0.7654460882E+01
    0.1059455491E-02    0.5743100469E+01    0.7654427676E+01
    0.1113774935E-02    0.5743064461E+01    0.7654390992E+01
    0.1170879397E-02    0.5743024685E+01    0.7654350470E+01
    0.1230911668E-02    0.5742980751E+01    0.7654305712E+01
    0.1294021859E-02    0.5742932228E+01    0.7654256278E+01
    0.1360367778E-02    0.5742878641E+01    0.7654201685E+01
    0.1430115326E-02    0.5742819464E+01    0.7654141399E+01
    0.1503438906E-02    0.5742754120E+01    0.7654074829E+01
    0.1580521867E-02    0.5742681970E+01    0.7654001326E+01
    0.1661556956E-02    0.5742602312E+01    0.7653920173E+01
    0.1746746803E-02    0.5742514369E+01    0.7653830581E+01
    0.1836304427E-02    0.5742417287E+01    0.7653731677E+01
    0.1930453768E-02    0.5742310121E+01    0.7653622501E+01
    0.2029430249E-02    0.5742191834E+01    0.7653501995E+01
    0.2133481363E-02    0.5742061280E+01    0.7653368991E+01
    0.2242867292E-02    0.5741917197E+01    0.7653222205E+01
    0.2357861557E-02    0.5741758194E+01    0.7653060219E+01
    0.2478751704E-02    0.5741582739E+01    0.7652881473E+01
    0.2605840021E-02    0.5741389146E+01    0.7652684248E+01
    0.2739444296E-02    0.5741175555E+01    0.7652466651E+01
    0.2879898609E-02    0.5740939922E+01    0.7652226597E+01
    0.3027554168E-02    0.5740679994E+01    0.7651961793E+01
    0.3182780189E-02    0.5740393292E+01    0.7651669713E+01
    0.3345964819E-02    0.5740077089E+01    0.7651347578E+01
    0.3517516104E-02    0.5739728382E+01    0.7650992330E+01
    0.3697863011E-02    0.5739343872E+01    0.7650600607E+01
    0.3887456502E-02    0.5738919928E+01    0.7650168710E+01
    0.4086770659E-02    0.5738452559E+01    0.7649692575E+01
    0.4296303871E-02    0.5737937379E+01    0.7649167731E+01
    0.4516580081E-02    0.5737369569E+01    0.7648589269E+01
    0.4748150094E-02    0.5736743833E+01    0.7647951796E+01
    0.4991592955E-02    0.5736054358E+01    0.7647249389E+01
    0.5247517398E-02    0.5735294762E+01    0.7646475545E+01
    0.5516563369E-02    0.5734458040E+01    0.7645623129E+01
    0.5799403621E-02    0.5733536509E+01    0.7644684313E+01
    0.6096745403E-02    0.5732521744E+01    0.7643650515E+01
    0.6409332224E-02    0.5731404507E+01    0.7642512324E+01
    0.6737945714E-02    0.5730174681E+01    0.7641259433E+01
    0.7083407578E-02    0.5728821182E+01    0.7639880549E+01
    0.7446581651E-02    0.5727331877E+01    0.7638363314E+01
    0.7828376056E-02    0.5725693492E+01    0.7636694203E+01
    0.8229745479E-02    0.5723891511E+01    0.7634858430E+01
    0.8651693553E-02    0.5721910066E+01    0.7632839829E+01
    0.9095275367E-02    0.5719731827E+01    0.7630620744E+01
    0.9561600107E-02    0.5717337873E+01    0.7628181902E+01
    0.1005183383E-01    0.5714707562E+01    0.7625502275E+01
    0.1056720237E-01    0.5711818393E+01    0.7622558937E+01
    0.1110899442E-01    0.5708645848E+01    0.7619326914E+01
    0.1167856474E-01    0.5705163240E+01    0.7615779019E+01
    0.1227733756E-01    0.5701341539E+01    0.7611885680E+01
    0.1290681012E-01    0.5697149198E+01    0.7607614757E+01
    0.1356855642E-01    0.5692551958E+01    0.7602931354E+01
    0.1426423119E-01    0.5687512661E+01    0.7597797616E+01
    0.1499557396E-01    0.5681991035E+01    0.7592172519E+01
    0.1576441348E-01    0.5675943487E+01    0.7586011655E+01
    0.1657267224E-01    0.5669322876E+01    0.7579267006E+01
    0.1742237132E-01    0.5662078297E+01    0.7571886710E+01
    0.1831563540E-01    0.5654154831E+01    0.7563814830E+01
    0.1925469810E-01    0.5645493331E+01    0.7554991111E+01
    0.2024190758E-01    0.5636030168E+01    0.7545350741E+01
    0.2127973238E-01    0.5625697014E+01    0.7534824115E+01
    0.2237076759E-01    0.5614420594E+01    0.7523336597E+01
    0.2351774137E-01    0.5602122488E+01    0.7510808300E+01
    0.2472352175E-01    0.5588718894E+01    0.7497153872E+01
    0.2599112382E-01    0.5574120474E+01    0.7482282299E+01
    0.2732371724E-01    0.5558232141E+01    0.7466096740E+01
    0.2872463418E-01    0.5540952969E+01    0.7448494377E+01
    0.3019737766E-01    0.5522176042E+01    0.7429366319E+01
    0.3174563032E-01    0.5501788442E+01    0.7408597533E+01
    0.3337326359E-01    0.5479671193E+01    0.7386066845E+01
    0.3508434741E-01    0.5455699370E+01    0.7361646988E+01
    0.3688316037E-01    0.5429742171E+01    0.7335204737E+01
    0.3877420044E-01    0.5401663180E+01    0.7306601114E+01
    0.4076219620E-01    0.5371320623E+01    0.7275691705E+01
    0.4285211869E-01    0.5338567824E+01    0.7242327065E+01
    0.4504919380E-01    0.5303253688E+01    0.7206353261E+01
    0.4735891536E-01    0.5265223408E+01    0.7167612535E+01
    0.4978705887E-01    0.5224319229E+01    0.7125944116E+01
    0.5233969597E-01    0.5180381433E+01    0.7081185186E+01
    0.5502320956E-01    0.5133249454E+01    0.7033172016E+01
    0.5784430984E-01    0.5082763171E+01    0.6981741274E+01
    0.6081005103E-01    0.5028764422E+01    0.6926731515E+01
    0.6392784901E-01    0.4971098624E+01    0.6867984862E+01
    0.6720549992E-01    0.4909616723E+01    0.6805348874E+01
    0.7065119958E-01    0.4844177123E+01    0.6738678599E+01
    0.7427356405E-01    0.4774648108E+01    0.6667838802E+01
    0.7808165111E-01    0.4700910007E+01    0.6592706365E+01
    0.8208498297E-01    0.4622858090E+01    0.6513172828E+01
    0.8629357004E-01    0.4540404852E+01    0.6429147046E+01
    0.9071793599E-01    0.4453483350E+01    0.6340557938E+01
    0.9536914403E-01    0.4362049415E+01    0.6247357273E+01
    0.1002588246E+00    0.4266085354E+01    0.6149522455E+01
    0.1053992045E+00    0.4165601811E+01    0.6047059233E+01
    0.1108031372E+00    0.4060641729E+01    0.5940004291E+01
    0.1164841356E+00    0.3951281517E+01    0.5828427622E+01
    0.1224564049E+00    0.3837635104E+01    0.5712434629E+01
    0.1287348790E+00    0.3719853977E+01    0.5592167846E+01
    0.1353352574E+00    0.3598131175E+01    0.5467808215E+01
    0.1422740444E+00    0.3472699752E+01    0.5339575826E+01
    0.1495685907E+00    0.3343836504E+01    0.5207730034E+01
    0.1572371363E+00    0.3211858366E+01    0.5072568887E+01
    0.1652988567E+00    0.3077125803E+01    0.4934427804E+01
    0.1737739103E+00    0.2940036736E+01    0.4793677460E+01
    0.1826834892E+00    0.2801029504E+01    0.4650720839E+01
    0.1920498720E+00    0.2660573985E+01    0.4505989473E+01
    0.2018964795E+00    0.2519174329E+01    0.4359938889E+01
