natx =      592
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      1.07726      0.00000      1.58393   2      1.91555
     -0.80418     -1.57296     -0.89039   2      1.97831
     -0.80418      1.57296     -0.89039   2      1.97831
     -6.54823     -3.14592     -6.88452   3     10.00863
     -6.54823      3.14592     -6.88452   3     10.00863
      2.49789     -7.86479      5.67596   3     10.01553
      2.49789      7.86479      5.67596   3     10.01553
      9.08013      0.00000     -4.25450   3     10.02744
      1.46229     -9.43774     -3.11429   2     10.04530
      1.46229      9.43774     -3.11429   2     10.04530
      2.16099     -4.71887     -8.64976   3     10.08742
      2.16099      4.71887     -8.64976   3     10.08742
      4.79714     -4.71887      7.53554   3     10.10271
      4.79714      4.71887      7.53554   3     10.10271
     -0.00765     -3.14592     -9.60866   3     10.11055
      0.00765     -3.14592      9.60866   3     10.11055
     -0.00765      3.14592     -9.60866   3     10.11055
      0.00765      3.14592      9.60866   3     10.11055
     -1.76199     -6.29183      7.71741   3     10.11188
     -1.76199      6.29183      7.71741   3     10.11188
     -6.12901     -3.14592      7.45755   3     10.15267
     -6.12901      3.14592      7.45755   3     10.15267
      7.92392     -1.57296      6.18281   2     10.17300
      7.92392      1.57296      6.18281   2     10.17300
      5.75834      0.00000      8.41247   2     10.19451
      4.30154      0.00000     -9.24776   3     10.19923
     -6.51264     -7.86479      0.31517   3     10.21610
     -6.51264      7.86479      0.31517   3     10.21610
      6.55129     -7.86479     -0.27152   3     10.23953
      6.55129      7.86479     -0.27152   3     10.23953
      7.79791     -3.14592     -5.86285   2     10.25072
      7.79791      3.14592     -5.86285   2     10.25072
      1.06961     -6.29183     -8.02473   2     10.25317
      1.06961      6.29183     -8.02473   2     10.25317
      6.93492     -3.14592      6.87086   3     10.25664
      6.93492      3.14592      6.87086   3     10.25664
      2.41811     -9.43774      3.24976   3     10.27030
      2.41811      9.43774      3.24976   3     10.27030
     -8.63159     -4.71887      3.01592   1     10.28921
     -8.63159      4.71887      3.01592   1     10.28921
     -3.20350     -3.14592      9.27450   2     10.30415
     -3.20350      3.14592      9.27450   2     10.30415
      9.05218     -4.71887     -1.84553   3     10.37380
      9.05218      4.71887     -1.84553   3     10.37380
      4.30918     -9.43774      0.36090   3     10.38124
      4.30918      9.43774      0.36090   3     10.38124
      9.85277     -3.14592     -0.92085   2     10.38373
      9.85277      3.14592     -0.92085   2     10.38373
     -4.00410     -4.71887      8.34982   3     10.39327
     -4.00410      4.71887      8.34982   3     10.39327
      6.51570     -3.14592     -7.47121   3     10.40049
      6.51570      3.14592     -7.47121   3     10.40049
     -3.21880      0.00000     -9.94283   2     10.45086
     -2.25759     -4.71887     -9.06590   3     10.46685
     -2.25759      4.71887     -9.06590   3     10.46685
     -4.38772     -9.43774      1.20744   3     10.47764
     -4.38772      9.43774      1.20744   3     10.47764
      9.08013     -3.14592     -4.25450   3     10.50935
