 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5691050943E+01    0.7654760892E+01
    0.1584612949E-03    0.5691050839E+01    0.7654760786E+01
    0.1665857792E-03    0.5691050626E+01    0.7654760570E+01
    0.1751268148E-03    0.5691050297E+01    0.7654760235E+01
    0.1841057586E-03    0.5691049844E+01    0.7654759774E+01
    0.1935450626E-03    0.5691049259E+01    0.7654759179E+01
    0.2034683302E-03    0.5691048531E+01    0.7654758440E+01
    0.2139003746E-03    0.5691047651E+01    0.7654757544E+01
    0.2248672813E-03    0.5691046605E+01    0.7654756481E+01
    0.2363964733E-03    0.5691045380E+01    0.7654755236E+01
    0.2485167797E-03    0.5691043961E+01    0.7654753793E+01
    0.2612585075E-03    0.5691042330E+01    0.7654752135E+01
    0.2746535176E-03    0.5691040468E+01    0.7654750242E+01
    0.2887353046E-03    0.5691038354E+01    0.7654748093E+01
    0.3035390802E-03    0.5691035965E+01    0.7654745664E+01
    0.3191018616E-03    0.5691033274E+01    0.7654742928E+01
    0.3354625639E-03    0.5691030252E+01    0.7654739855E+01
    0.3526620974E-03    0.5691026867E+01    0.7654736414E+01
    0.3707434697E-03    0.5691023083E+01    0.7654732567E+01
    0.3897518939E-03    0.5691018860E+01    0.7654728274E+01
    0.4097349008E-03    0.5691014155E+01    0.7654723491E+01
    0.4307424584E-03    0.5691008920E+01    0.7654718168E+01
    0.4528270965E-03    0.5691003100E+01    0.7654712251E+01
    0.4760440382E-03    0.5690996637E+01    0.7654705680E+01
    0.5004513380E-03    0.5690989464E+01    0.7654698388E+01
    0.5261100268E-03    0.5690981510E+01    0.7654690301E+01
    0.5530842647E-03    0.5690972693E+01    0.7654681337E+01
    0.5814415013E-03    0.5690962926E+01    0.7654671407E+01
    0.6112526445E-03    0.5690952111E+01    0.7654660412E+01
    0.6425922378E-03    0.5690940139E+01    0.7654648240E+01
    0.6755386463E-03    0.5690926891E+01    0.7654634771E+01
    0.7101742534E-03    0.5690912235E+01    0.7654619871E+01
    0.7465856660E-03    0.5690896025E+01    0.7654603391E+01
    0.7848639316E-03    0.5690878101E+01    0.7654585168E+01
    0.8251047659E-03    0.5690858285E+01    0.7654565021E+01
    0.8674087919E-03    0.5690836380E+01    0.7654542750E+01
    0.9118817916E-03    0.5690812170E+01    0.7654518137E+01
    0.9586349708E-03    0.5690785416E+01    0.7654490937E+01
    0.1007785237E-02    0.5690755854E+01    0.7654460882E+01
    0.1059455491E-02    0.5690723192E+01    0.7654427676E+01
    0.1113774935E-02    0.5690687110E+01    0.7654390992E+01
    0.1170879397E-02    0.5690647253E+01    0.7654350470E+01
    0.1230911668E-02    0.5690603229E+01    0.7654305712E+01
    0.1294021859E-02    0.5690554606E+01    0.7654256278E+01
    0.1360367778E-02    0.5690500909E+01    0.7654201685E+01
    0.1430115326E-02    0.5690441611E+01    0.7654141399E+01
    0.1503438906E-02    0.5690376133E+01    0.7654074829E+01
    0.1580521867E-02    0.5690303835E+01    0.7654001326E+01
    0.1661556956E-02    0.5690224013E+01    0.7653920173E+01
    0.1746746803E-02    0.5690135890E+01    0.7653830581E+01
    0.1836304427E-02    0.5690038608E+01    0.7653731677E+01
    0.1930453768E-02    0.5689931223E+01    0.7653622501E+01
    0.2029430249E-02    0.5689812694E+01    0.7653501995E+01
    0.2133481363E-02    0.5689681872E+01    0.7653368991E+01
    0.2242867292E-02    0.5689537493E+01    0.7653222205E+01
    0.2357861557E-02    0.5689378163E+01    0.7653060219E+01
    0.2478751704E-02    0.5689202349E+01    0.7652881473E+01
    0.2605840021E-02    0.5689008358E+01    0.7652684248E+01
    0.2739444296E-02    0.5688794330E+01    0.7652466651E+01
    0.2879898609E-02    0.5688558213E+01    0.7652226597E+01
    0.3027554168E-02    0.5688297752E+01    0.7651961793E+01
    0.3182780189E-02    0.5688010462E+01    0.7651669713E+01
    0.3345964819E-02    0.5687693610E+01    0.7651347578E+01
    0.3517516104E-02    0.5687344188E+01    0.7650992330E+01
    0.3697863011E-02    0.5686958890E+01    0.7650600607E+01
    0.3887456502E-02    0.5686534076E+01    0.7650168710E+01
    0.4086770659E-02    0.5686065749E+01    0.7649692575E+01
    0.4296303871E-02    0.5685549512E+01    0.7649167731E+01
    0.4516580081E-02    0.5684980537E+01    0.7648589269E+01
    0.4748150094E-02    0.5684353517E+01    0.7647951796E+01
    0.4991592955E-02    0.5683662629E+01    0.7647249389E+01
    0.5247517398E-02    0.5682901474E+01    0.7646475545E+01
    0.5516563369E-02    0.5682063036E+01    0.7645623129E+01
    0.5799403621E-02    0.5681139615E+01    0.7644684313E+01
    0.6096745403E-02    0.5680122769E+01    0.7643650515E+01
    0.6409332224E-02    0.5679003241E+01    0.7642512324E+01
    0.6737945714E-02    0.5677770893E+01    0.7641259433E+01
    0.7083407578E-02    0.5676414617E+01    0.7639880549E+01
    0.7446581651E-02    0.5674922258E+01    0.7638363314E+01
    0.7828376056E-02    0.5673280513E+01    0.7636694203E+01
    0.8229745479E-02    0.5671474837E+01    0.7634858430E+01
    0.8651693553E-02    0.5669489329E+01    0.7632839829E+01
    0.9095275367E-02    0.5667306623E+01    0.7630620744E+01
    0.9561600107E-02    0.5664907760E+01    0.7628181902E+01
    0.1005183383E-01    0.5662272057E+01    0.7625502275E+01
    0.1056720237E-01    0.5659376963E+01    0.7622558937E+01
    0.1110899442E-01    0.5656197915E+01    0.7619326914E+01
    0.1167856474E-01    0.5652708166E+01    0.7615779019E+01
    0.1227733756E-01    0.5648878632E+01    0.7611885680E+01
    0.1290681012E-01    0.5644677695E+01    0.7607614757E+01
    0.1356855642E-01    0.5640071034E+01    0.7602931354E+01
    0.1426423119E-01    0.5635021407E+01    0.7597797616E+01
    0.1499557396E-01    0.5629488467E+01    0.7592172519E+01
    0.1576441348E-01    0.5623428524E+01    0.7586011655E+01
    0.1657267224E-01    0.5616794351E+01    0.7579267006E+01
    0.1742237132E-01    0.5609534926E+01    0.7571886710E+01
    0.1831563540E-01    0.5601595232E+01    0.7563814830E+01
    0.1925469810E-01    0.5592915988E+01    0.7554991111E+01
    0.2024190758E-01    0.5583433449E+01    0.7545350741E+01
    0.2127973238E-01    0.5573079133E+01    0.7534824115E+01
    0.2237076759E-01    0.5561779632E+01    0.7523336597E+01
    0.2351774137E-01    0.5549456349E+01    0.7510808300E+01
    0.2472352175E-01    0.5536025333E+01    0.7497153872E+01
    0.2599112382E-01    0.5521397040E+01    0.7482282299E+01
    0.2732371724E-01    0.5505476218E+01    0.7466096740E+01
    0.2872463418E-01    0.5488161708E+01    0.7448494377E+01
    0.3019737766E-01    0.5469346408E+01    0.7429366319E+01
    0.3174563032E-01    0.5448917141E+01    0.7408597533E+01
    0.3337326359E-01    0.5426754726E+01    0.7386066845E+01
