 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5744538506E+01    0.7654760892E+01
    0.1584612949E-03    0.5744538403E+01    0.7654760787E+01
    0.1665857792E-03    0.5744538190E+01    0.7654760570E+01
    0.1751268148E-03    0.5744537861E+01    0.7654760235E+01
    0.1841057586E-03    0.5744537408E+01    0.7654759775E+01
    0.1935450626E-03    0.5744536824E+01    0.7654759180E+01
    0.2034683302E-03    0.5744536097E+01    0.7654758440E+01
    0.2139003746E-03    0.5744535217E+01    0.7654757545E+01
    0.2248672813E-03    0.5744534173E+01    0.7654756482E+01
    0.2363964733E-03    0.5744532949E+01    0.7654755236E+01
    0.2485167797E-03    0.5744531531E+01    0.7654753793E+01
    0.2612585075E-03    0.5744529901E+01    0.7654752135E+01
    0.2746535176E-03    0.5744528041E+01    0.7654750242E+01
    0.2887353046E-03    0.5744525930E+01    0.7654748093E+01
    0.3035390802E-03    0.5744523543E+01    0.7654745664E+01
    0.3191018616E-03    0.5744520854E+01    0.7654742928E+01
    0.3354625639E-03    0.5744517835E+01    0.7654739856E+01
    0.3526620974E-03    0.5744514454E+01    0.7654736414E+01
    0.3707434697E-03    0.5744510673E+01    0.7654732567E+01
    0.3897518939E-03    0.5744506455E+01    0.7654728274E+01
    0.4097349008E-03    0.5744501755E+01    0.7654723491E+01
    0.4307424584E-03    0.5744496525E+01    0.7654718169E+01
    0.4528270965E-03    0.5744490711E+01    0.7654712252E+01
    0.4760440382E-03    0.5744484254E+01    0.7654705681E+01
    0.5004513380E-03    0.5744477088E+01    0.7654698388E+01
    0.5261100268E-03    0.5744469142E+01    0.7654690301E+01
    0.5530842647E-03    0.5744460334E+01    0.7654681338E+01
    0.5814415013E-03    0.5744450576E+01    0.7654671408E+01
    0.6112526445E-03    0.5744439772E+01    0.7654660412E+01
    0.6425922378E-03    0.5744427811E+01    0.7654648241E+01
    0.6755386463E-03    0.5744414576E+01    0.7654634772E+01
    0.7101742534E-03    0.5744399935E+01    0.7654619871E+01
    0.7465856660E-03    0.5744383741E+01    0.7654603391E+01
    0.7848639316E-03    0.5744365835E+01    0.7654585168E+01
    0.8251047659E-03    0.5744346038E+01    0.7654565021E+01
    0.8674087919E-03    0.5744324154E+01    0.7654542751E+01
    0.9118817916E-03    0.5744299968E+01    0.7654518137E+01
    0.9586349708E-03    0.5744273240E+01    0.7654490937E+01
    0.1007785237E-02    0.5744243707E+01    0.7654460882E+01
    0.1059455491E-02    0.5744211078E+01    0.7654427676E+01
    0.1113774935E-02    0.5744175032E+01    0.7654390993E+01
    0.1170879397E-02    0.5744135214E+01    0.7654350471E+01
    0.1230911668E-02    0.5744091233E+01    0.7654305712E+01
    0.1294021859E-02    0.5744042658E+01    0.7654256279E+01
    0.1360367778E-02    0.5743989013E+01    0.7654201686E+01
