natx =      464
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
     -1.30279      1.35203     -0.00479   2      1.87757
      1.30315     -1.35191      0.00330   2      1.87773
      9.14015      1.35921     -3.82400   2     10.00064
     -9.15076     -1.34695     -3.80840   2     10.00273
      1.26456      1.10537      9.86565   1     10.00760
     -1.34166     -1.10496     -9.86697   1     10.01889
      0.19638      5.61674     -8.30242   3     10.02579
     -7.70753      5.29926      3.61031   3     10.02609
     -2.41006      5.19956      8.27188   3     10.06319
     -1.24815     -1.60384      9.88273   1     10.08953
      6.48524     -6.75438     -3.79204   2     10.10245
      1.35349      1.60900     -9.88182   1     10.10303
      5.02038      2.90959     -8.29193   3     10.12057
     -6.49585      6.76664     -3.84035   2     10.13567
     -6.54366      6.75440      3.79070   2     10.13957
      5.09965     -8.00646     -3.59537   3     10.15069
     -7.70789     -5.51667      3.64265   3     10.15451
      6.54436     -6.76511      3.83127   2     10.16238
      2.80200      5.19974      8.27194   3     10.16432
     -7.69444      5.28302     -4.05964   3     10.17818
     -5.40392     -2.49873     -8.27589   3     10.19492
      7.92865      5.29979      3.61050   3     10.19740
     -3.90855      9.46384     -0.02910   2     10.23923
      3.90891     -9.46373      0.02760   2     10.23926
     -6.51464      1.32878      7.78714   2     10.23942
      6.51529     -1.32853     -7.78854   2     10.24087
      6.51560     -1.37452      7.79543   2     10.25237
     -6.51494      1.37477     -7.79682   2     10.25304
     -5.32447     -8.00681     -3.59549   3     10.26579
     -1.28433     -9.45708     -3.79179   2     10.26954
      1.33284      9.45861      3.78271   2     10.27379
      1.27372      9.46933     -3.84060   2     10.29761
     -7.69480     -5.53291     -4.02731   3     10.29768
      5.08371     -7.98714      4.06175   3     10.30225
     -5.01573     -5.24536      7.31382   3     10.30356
     -1.33214     -9.46932      3.83926   2     10.30449
     -2.41042     -5.61637      8.30421   3     10.31085
     -5.40374      2.90924     -8.29206   3     10.31612
      7.92829     -5.51614      3.64283   3     10.32259
      5.10019      8.21744     -3.64387   3     10.33518
      7.94174      5.28355     -4.05945   3     10.36659
     -1.30240      6.73693      7.77104   2     10.36685
      1.30305     -6.73668     -7.77243   2     10.36781
      2.80164     -5.61619      8.30428   3     10.40922
    -10.42410     -0.00036     -0.00013   3     10.42410
     10.42410      0.00036      0.00013   3     10.42410
      1.30335     -6.78266      7.81153   2     10.42704
     -1.30270      6.78292     -7.81293   2     10.42818
     -5.34041     -7.98749      4.06162   3     10.43153
     -5.32393      8.21708     -3.64399   3     10.44717
     -5.01537      5.57057      7.28149   3     10.45013
      5.08425      8.23676      4.01325   3     10.47855
      7.94138     -5.53238     -4.02712   3     10.48286
      5.40839     -5.24500      7.31395   3     10.50022
     -7.62261     -0.16260     -7.29598   3     10.55282
     -5.33987      8.23640      4.01312   3     10.60460
      5.40875      5.57093      7.28161   3     10.64480
     -1.24797      3.80413      9.86656   1     10.64790
     -9.09146      4.05028      3.79875   2     10.65316
      3.87040     -1.10479     -9.86691   1     10.65629
      1.35331     -3.79897     -9.86565   1     10.65808
      9.09216     -4.06099      3.82322   2     10.66658
     -3.94750      1.10519      9.86559   1     10.68335
      9.13997     -4.04876     -3.80783   2     10.69725
     -9.15058      4.06101     -3.82456   2     10.71691
     -3.85857      1.60882     -9.88188   1     10.72979
      3.96391     -1.60366      9.88279   1     10.76819
     10.42390     -2.70358      0.00818   3     10.76880
    -10.42420      2.70367     -0.00824   3     10.76912
