natx =      455
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      1.10767      1.53737     -0.50084   2      1.95992
     -1.49828     -1.16647     -0.49274   2      1.96171
      6.33882      6.92941      3.45569   2     10.00696
     -4.10478     -3.84771     -8.27674   2     10.00792
      8.97592     -3.63637     -2.56967   1     10.01966
     -0.19551      5.61628     -8.30505   3     10.02770
     -9.29754      1.52091      3.47167   2     10.04041
      4.88607      8.15293      3.24091   3     10.04228
      3.71357      4.26446     -8.30092   2     10.04398
     -6.74040     -6.59250      3.50369   2     10.05832
      2.41006     -5.19956     -8.27188   3     10.06319
      8.95478     -1.14874     -4.47294   2     10.07546
     -9.31664     -3.87096     -0.48480   2     10.10045
      1.10794      6.92241      7.27496   2     10.10309
      5.01631      2.91235     -8.29703   3     10.12353
      3.76368     -9.04452     -2.55357   1     10.12370
     -7.91486     -5.14169      3.67096   3     10.12709
     -6.65991      7.17902     -2.60219   1     10.13233
     -4.10475     -9.27874     -0.46857   2     10.15695
     -2.80200     -5.19974     -8.27194   3     10.16432
      7.75107     -5.07403     -4.22690   3     10.18290
     -5.40799     -2.49597     -8.28099   3     10.20054
     -9.26184      4.01218      1.57839   1     10.21619
      7.72168      5.67477      3.63882   3     10.25029
      1.06925      9.87338     -2.60339   1     10.26667
     -7.88511     -5.07457     -4.22709   3     10.28565
      5.01649     -5.24546      7.31131   3     10.30220
      2.41042      5.61637     -8.30421   3     10.31085
      3.67444     -9.50216      1.60994   1     10.31428
     -5.40781      2.91200     -8.29715   3     10.32312
     -5.53860     -8.07132      3.28928   3     10.32674
      1.07810     -9.26091     -4.44878   2     10.33046
     -1.52779      9.63157      3.45525   2     10.34602
      3.71414      9.64964     -0.52502   2     10.35307
     -6.68158     -6.55724     -4.45696   2     10.36848
     -4.04960      9.42032      1.56228   1     10.37219
     -5.53806      8.15257      3.24078   3     10.37483
     10.03700     -2.69994      0.00635   3     10.39380
     -7.91450      5.67424      3.63863   3     10.39596
     10.03720      2.70803     -0.00982   3     10.39610
      6.29070      6.96316     -4.49722   2     10.40594
     -2.80164      5.61619     -8.30428   3     10.40922
      6.31964     -3.89334      7.30736   2     10.41602
    -10.42410     -0.00036     -0.00013   3     10.42410
     10.42410      0.00036      0.00013   3     10.42410
      8.89615      4.22396      3.47154   2     10.44198
      5.01685      5.57047      7.27898   3     10.44904
     -9.34566      1.55466     -4.48124   2     10.48045
      4.90454     -8.01314     -4.64834   3     10.48198
     -5.40763     -5.24582      7.31119   3     10.49831
      3.71351     -6.59746      7.31538   2     10.52765
      6.31952      1.56061     -8.29278   2     10.54239
      7.75143      5.74190     -4.25924   3     10.54491
      7.62261      0.16260      7.29598   3     10.55282
     -5.40727      5.57011      7.27885   3     10.64173
     -7.88475      5.74136     -4.25942   3     10.64308
      4.90508      8.21076     -4.69684   3     10.65536
     -1.49885     -6.55165     -8.26865   2     10.65557
     -9.29772     -3.88705      3.48784   2     10.66404
     -9.35506      4.46506     -2.58735   1     10.68402
     -6.71073     -1.14386     -8.28488   2     10.72294
     -4.08584     -9.29484      3.50407   2     10.74089
     -6.71025      4.21811      7.28292   2     10.76387
     -1.46898      9.66684     -4.50540   2     10.76589
      7.43057     -7.74392     -0.96368   3     10.77545
     -5.51958     -8.01350     -4.64847   3     10.78379
      2.60639    -10.44470     -0.95800   3     10.80753
     -2.60567    -10.44490     -0.95806   3     10.80756
     -0.19580     -7.94975      7.31921   3     10.80776
     -0.00036    -10.81590      0.03233   3     10.81595
      0.00036     10.81590     -0.03233   3     10.81595
     -8.01357      0.16206      7.29579   3     10.83846
     -4.10412      6.92223      7.27490   2     10.84828
     10.35210      0.03800      3.25263   3     10.85113
      7.62238     -2.54135      7.30404   3     10.85855
      3.68427      9.63175      3.45532   2     10.87583
      8.95496      4.25923     -4.48911   2     10.88506
      1.10764      6.96840     -8.30901   2     10.90069
     -0.08510      0.05389     10.92250   3     10.92296
      7.62256      2.86662      7.28787   3     10.92859
     10.09780     -2.66282      3.27331   3     10.94398
     -5.51904      8.21040     -4.69697   3     10.95135
     10.09790      2.74514      3.25714   3     10.95958
      5.01619     -5.19947     -8.27265   3     10.98332
    -10.49610      0.03729      3.25238   3     10.98852
     -0.19526      8.27415      7.27071   3     11.01648
     -4.14281      9.87320     -2.60345   1     11.01912
     -9.34584     -3.85330     -4.46508   2     11.05123
      2.41014     -7.94949      7.32014   3     11.07193
     -4.13396     -9.26109     -4.44885   2     11.07473
      8.92566     -6.57408     -0.47645   2     11.09563
      6.31934     -3.84735     -8.27661   2     11.10128
     -8.01380     -2.54188      7.30385   3     11.13680
    -10.81130     -2.70065      0.00610   3     11.14351
    -10.81110      2.70731     -0.01007   3     11.14493
     -2.80192     -7.94967      7.32008   3     11.16385
     -5.40794     -5.19983     -8.27278   3     11.16794
      3.71321     -6.55147     -8.26859   2     11.18388
     -8.01362      2.86608      7.28768   3     11.20459
      5.01655      5.61646     -8.30499   3     11.21085
      6.31937     -9.27839     -0.46844   2     11.23576
     -0.30703     -2.65134     10.91940   3     11.24087
     -0.30685      2.75662     10.90320   3     11.25046
      8.88704      6.72192      1.56150   1     11.25175
