   -30.0000  5.261696E-04  6.527052E-03  6.014385E-04  3.402166E-04
   -29.5500  5.001771E-04  7.727254E-03  6.188599E-04  3.467747E-04
   -29.1000  4.774713E-04  9.300885E-03  6.372518E-04  3.535716E-04
   -28.6500  4.576871E-04  1.142125E-02  6.566919E-04  3.606210E-04
   -28.2000  4.405268E-04  1.437523E-02  6.772663E-04  3.679380E-04
   -27.7500  4.257514E-04  1.866593E-02  6.990707E-04  3.755385E-04
   -27.3000  4.131638E-04  2.524227E-02  7.222124E-04  3.834403E-04
   -26.8500  4.026155E-04  3.607291E-02  7.468108E-04  3.916626E-04
   -26.4000  3.939944E-04  5.580927E-02  7.730010E-04  4.002264E-04
   -25.9500  3.872246E-04  9.774378E-02  8.009352E-04  4.091548E-04
   -25.5000  3.822655E-04  2.136183E-01  8.307859E-04  4.184734E-04
   -25.0500  3.791123E-04  7.772615E-01  8.627498E-04  4.282101E-04
   -24.6000  3.778027E-04  1.714630E+01  8.970523E-04  4.383962E-04
   -24.1500  3.784141E-04  9.990107E-01  9.339528E-04  4.490665E-04
   -23.7000  3.810838E-04  2.432958E-01  9.737523E-04  4.602599E-04
   -23.2500  3.860129E-04  1.067156E-01  1.016802E-03  4.720203E-04
   -22.8000  3.934883E-04  5.969003E-02  1.063517E-03  4.843974E-04
   -22.3500  4.039222E-04  3.815180E-02  1.114388E-03  4.974477E-04
   -21.9000  4.178968E-04  2.654265E-02  1.170008E-03  5.112365E-04
   -21.4500  4.362496E-04  1.958955E-02  1.231096E-03  5.258392E-04
   -21.0000  4.602158E-04  1.510753E-02  1.298544E-03  5.413445E-04
   -20.5500  4.916827E-04  1.205974E-02  1.373475E-03  5.578575E-04
   -20.1000  5.336838E-04  9.903852E-03  1.457338E-03  5.755054E-04
   -19.6500  5.914447E-04  8.335368E-03  1.552065E-03  5.944444E-04
   -19.2000  6.748953E-04  7.175277E-03  1.660342E-03  6.148726E-04
   -18.7500  8.059182E-04  6.318168E-03  1.786145E-03  6.370494E-04
   -18.3000  1.046425E-03  5.713064E-03  1.935984E-03  6.613346E-04
   -17.8500  1.697170E-03  5.394769E-03  2.122879E-03  6.878164E-04
   -17.4000  8.125312E-03  6.350856E-03  2.398995E-03  7.806278E-04
   -16.9500  1.625310E-02  1.098090E-02  3.091210E-03  7.587456E-04
   -16.5000  2.160128E-02  1.664579E-02  4.607013E-03  8.225531E-04
   -16.0500  2.584203E-02  2.232254E-02  7.181215E-03  9.321736E-04
   -15.6000  2.943912E-02  2.777069E-02  1.097184E-02  1.112317E-03
   -15.1500  3.259524E-02  3.294779E-02  1.609961E-02  1.388798E-03
   -14.7000  3.541956E-02  3.786893E-02  2.266632E-02  1.787414E-03
   -14.2500  3.797859E-02  4.256393E-02  3.076563E-02  2.333194E-03
   -13.8000  4.031590E-02  4.706326E-02  4.049036E-02  3.049891E-03
   -13.3500  4.246199E-02  5.139371E-02  5.193752E-02  3.959633E-03
   -12.9000  4.443879E-02  5.557744E-02  6.521213E-02  5.082730E-03
   -12.4500  4.626284E-02  5.963206E-02  8.042959E-02  6.437509E-03
   -12.0000  4.794691E-02  6.357142E-02  9.771756E-02  8.040281E-03
   -11.5500  4.950104E-02  6.740620E-02  1.172168E-01  9.905313E-03
   -11.1000  5.093334E-02  7.114442E-02  1.390796E-01  1.204488E-02
   -10.6500  5.225052E-02  7.479210E-02  1.634673E-01  1.446933E-02
   -10.2000  5.345816E-02  7.835358E-02  1.905455E-01  1.718715E-02
    -9.7500  5.456113E-02  8.183185E-02  2.204747E-01  2.020508E-02
    -9.3000  5.556363E-02  8.522880E-02  2.533974E-01  2.352822E-02
    -8.8500  5.646941E-02  8.854574E-02  2.894185E-01  2.716018E-02
    -8.4000  5.728179E-02  9.178288E-02  3.285785E-01  3.110309E-02
    -7.9500  5.800409E-02  9.494022E-02  3.708177E-01  3.535788E-02
    -7.5000  5.863922E-02  9.801729E-02  4.159319E-01  3.992426E-02
    -7.0500  5.918999E-02  1.010132E-01  4.635180E-01  4.480089E-02
    -6.6000  5.965918E-02  1.039270E-01  5.129267E-01  4.998554E-02
    -6.1500  6.004948E-02  1.067574E-01  5.632017E-01  5.547467E-02
    -5.7000  6.036356E-02  1.095029E-01  6.130595E-01  6.126492E-02
    -5.2500  6.060408E-02  1.121623E-01  6.608974E-01  6.735133E-02
    -4.8000  6.077372E-02  1.147340E-01  7.048652E-01  7.372869E-02
    -4.3500  6.087517E-02  1.172164E-01  7.430032E-01  8.039112E-02
    -3.9000  6.091114E-02  1.196081E-01  7.734485E-01  8.733229E-02
    -3.4500  6.088437E-02  1.219075E-01  7.946742E-01  9.454535E-02
    -3.0000  6.079766E-02  1.241133E-01  8.057178E-01  1.020230E-01
    -2.5500  6.065374E-02  1.262239E-01  8.063200E-01  1.097577E-01
    -2.1000  6.045549E-02  1.282385E-01  7.969660E-01  1.177411E-01
    -1.6500  6.020571E-02  1.301555E-01  7.787846E-01  1.259650E-01
    -1.2000  5.990728E-02  1.319740E-01  7.533587E-01  1.344203E-01
    -0.7500  5.956308E-02  1.336931E-01  7.224945E-01  1.430978E-01
    -0.3000  5.917597E-02  1.353119E-01  6.880037E-01  1.519878E-01
     0.1500  5.874883E-02  1.368298E-01  6.515387E-01  1.610804E-01
     0.6000  5.828452E-02  1.382463E-01  6.144908E-01  1.703648E-01
     1.0500  5.778586E-02  1.395610E-01  5.779549E-01  1.798300E-01
     1.5000  5.725570E-02  1.407738E-01  5.427329E-01  1.894646E-01
     1.9500  5.669679E-02  1.418847E-01  5.093687E-01  1.992564E-01
     2.4000  5.611181E-02  1.428937E-01  4.781941E-01  2.091926E-01
     2.8500  5.550346E-02  1.438014E-01  4.493756E-01  2.192598E-01
     3.3000  5.487435E-02  1.446082E-01  4.229595E-01  2.294440E-01
     3.7500  5.422701E-02  1.453148E-01  3.989064E-01  2.397310E-01
     4.2000  5.356394E-02  1.459222E-01  3.771214E-01  2.501036E-01
     4.6500  5.288751E-02  1.464313E-01  3.574750E-01  2.605460E-01
     5.1000  5.220002E-02  1.468435E-01  3.398196E-01  2.710408E-01
     5.5500  5.150371E-02  1.471602E-01  3.239996E-01  2.815694E-01
     6.0000  5.080069E-02  1.473830E-01  3.098599E-01  2.921123E-01
     6.4500  5.009299E-02  1.475137E-01  2.972504E-01  3.026481E-01
     6.9000  4.938257E-02  1.475543E-01  2.860285E-01  3.131572E-01
