natx =      547
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
     -3.25713     -9.36225      1.47595   2     10.02193
     -3.25713      9.36225      1.47595   2     10.02193
     -9.52307     -1.56038     -2.75928   2     10.03680
     -9.52307      1.56038     -2.75928   2     10.03680
     -9.73948     -1.56038      1.85684   2     10.03694
     -9.73948      1.56038      1.85684   2     10.03694
      7.03769      0.00000      7.16000   3     10.03966
     -6.28960      0.00000      7.89542   3     10.09439
     10.07020      0.00000      0.74053   2     10.09739
      2.76826     -9.36225     -2.83289   3     10.16564
      2.76826      9.36225     -2.83289   3     10.16564
     -3.24645     -7.80188     -5.70622   2     10.19655
     -3.24645      7.80188     -5.70622   2     10.19655
     -2.40137     -9.36225      3.28661   3     10.20883
     -2.40137      9.36225      3.28661   3     10.20883
     -6.57205     -7.80188      0.58370   3     10.21772
     -6.57205      7.80188      0.58370   3     10.21772
     -1.13225     -4.68113      9.06979   2     10.26918
     -1.13225      4.68113      9.06979   2     10.26918
      8.83683     -3.12075      4.27314   3     10.29992
      8.83683      3.12075      4.27314   3     10.29992
     -4.33825     -9.36225     -0.14205   3     10.31951
     -4.33825      9.36225     -0.14205   3     10.31951
      6.75524     -7.80188     -0.15172   3     10.32112
      6.75524      7.80188     -0.15172   3     10.32112
      0.08903     -3.12075     -9.85391   3     10.33666
     -0.08903     -3.12075      9.85391   3     10.33666
      0.08903      3.12075     -9.85391   3     10.33666
     -0.08903      3.12075      9.85391   3     10.33666
      9.08290     -4.68113      1.60711   3     10.34383
      9.08290      4.68113      1.60711   3     10.34383
     -3.02482     -9.36225     -3.22815   2     10.35482
     -3.02482      9.36225     -3.22815   2     10.35482
      2.68686     -6.24150     -7.88473   3     10.40887
      2.68686      6.24150     -7.88473   3     10.40887
     -8.59837     -4.68113      3.54910   3     10.41350
     -8.59837      4.68113      3.54910   3     10.41350
      4.82393     -4.68113      7.95781   3     10.41681
      4.82393      4.68113      7.95781   3     10.41681
      4.57032     -9.36225      0.42167   3     10.42676
      4.57032      9.36225      0.42167   3     10.42676
     -2.16293     -4.68113     -9.09926   3     10.45886
     -2.16293      4.68113     -9.09926   3     10.45886
     -1.97325     -6.24150      8.17289   3     10.47121
     -1.97325      6.24150      8.17289   3     10.47121
     -5.31812     -1.56038      8.90236   2     10.48662
     -5.31812      1.56038      8.90236   2     10.48662
      5.70395      0.00000      8.80341   2     10.48976
      7.03769     -3.12075      7.16000   3     10.51350
      7.03769      3.12075      7.16000   3     10.51350
     -8.51796      0.00000      6.16656   3     10.51580
      4.65936      0.00000     -9.43224   3     10.52030
      8.92586      0.00000     -5.58077   3     10.52692
     -6.28960     -3.12075      7.89542   3     10.56578
     -6.28960      3.12075      7.89542   3     10.56578
      3.67685     -4.68113     -8.73249   2     10.56828
      3.67685      4.68113     -8.73249   2     10.56828
     10.07020     -3.12075      0.74053   2     10.56865
     10.07020      3.12075      0.74053   2     10.56865
     -9.63255      0.00000      4.40212   2     10.59078
      9.99182     -1.56038      3.41227   2     10.67309
      9.99182      1.56038      3.41227   2     10.67309
     -4.42728      0.00000      9.71187   3     10.67339
      2.49572     -1.56038    -10.27280   3     10.68615
      2.49572      1.56038    -10.27280   3     10.68615
      1.46063     -6.24150      8.55917   2     10.69342
      1.46063      6.24150      8.55917   2     10.69342
     -8.50934     -1.56038     -6.30481   3     10.70487
     -8.50934      1.56038     -6.30481   3     10.70487
      3.69475     -9.36225      3.66669   2     10.71203
      3.69475      9.36225      3.66669   2     10.71203
      3.71520     -7.80188      6.35921   2     10.72901
      3.71520      7.80188      6.35921   2     10.72901
    -10.55900      0.00000     -2.09747   3     10.76531
      2.31765     -4.68113      9.43505   3     10.78446
      2.31765      4.68113      9.43505   3     10.78446
     -0.95418     -1.56038    -10.63800   2     10.79409
     -0.95418      1.56038    -10.63800   2     10.79409
     -8.75697     -6.24150      1.15709   3     10.81572
     -8.75697      6.24150      1.15709   3     10.81572
     -6.35234     -7.80188     -4.00524   1     10.82883
     -6.35234      7.80188     -4.00524   1     10.82883
     -4.24922      0.00000     -9.99596   3     10.86163
      9.23433     -4.68113     -3.29878   3     10.86590
      9.23433      4.68113     -3.29878   3     10.86590
     -3.16810     -6.24150     -8.37797   2     10.91712
     -3.16810      6.24150     -8.37797   2     10.91712
      5.70395     -3.12075      8.80341   2     10.94414
      5.70395      3.12075      8.80341   2     10.94414
     -9.52307     -4.68113     -2.75928   2     10.96428
     -9.52307      4.68113     -2.75928   2     10.96428
     -9.73948     -4.68113      1.85684   2     10.96441
     -9.73948      4.68113      1.85684   2     10.96441
     -8.51796     -3.12075      6.16656   3     10.96910
     -8.51796      3.12075      6.16656   3     10.96910
      4.65936     -3.12075     -9.43224   3     10.97342
      4.65936      3.12075     -9.43224   3     10.97342
     -2.34100     -1.56038     10.60860   3     10.97531
     -2.34100      1.56038     10.60860   3     10.97531
      8.98905     -6.24150     -0.87747   3     10.97858
      8.98905      6.24150     -0.87747   3     10.97858
      8.92586     -3.12075     -5.58077   3     10.97976
      8.92586      3.12075     -5.58077   3     10.97976
     -9.54351      0.00000     -5.45180   2     10.99094
     -1.04321    -10.92260     -0.78412   2     11.00029
     -1.04321     10.92260     -0.78412   2     11.00029
      0.42037     -7.80188      7.77417   3     11.02197
      0.42037      7.80188      7.77417   3     11.02197
    -10.92060     -1.56038      0.31656   3     11.03605
    -10.92060      1.56038      0.31656   3     11.03605
     10.30250      0.00000     -3.96357   2     11.03863
     -9.63255     -3.12075      4.40212   2     11.04100
     -9.63255      3.12075      4.40212   2     11.04100
      5.79298     -9.36225     -1.05050   2     11.05956
      5.79298      9.36225     -1.05050   2     11.05956
    -10.72950      0.00000      2.70461   3     11.06513
     -8.42893     -6.24150     -3.68735   3     11.11754
     -8.42893      6.24150     -3.68735   3     11.11754
     -4.42728     -3.12075      9.71187   3     11.12027
     -4.42728      3.12075      9.71187   3     11.12027
      0.50940    -10.92260     -2.07975   3     11.13050
      0.50940     10.92260     -2.07975   3     11.13050
     -2.25197    -10.92260      0.75465   3     11.17784
     -2.25197     10.92260      0.75465   3     11.17784
