natx =      441
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      0.16135      0.03440      1.79266   2      1.80024
      0.42611      0.44783     -1.72738   2      1.83466
      2.91657      2.85688     -9.13180   2     10.00290
     -7.68967      2.97521      5.67401   2     10.00886
     -2.45681      5.94434      7.71453   1     10.04416
      2.94274     -2.88750     -9.15934   2     10.04445
      3.02240     -8.84316      3.71522   3     10.05680
      2.85186      9.03383     -3.39038   3     10.06170
      8.11688      2.91868     -5.23195   2     10.08840
     -0.74914      4.05725     -9.20715   3     10.08931
      8.14305     -2.82569     -5.25949   2     10.09733
      2.85713      5.92092      7.72310   1     10.14233
      6.93267     -7.10954      2.24069   3     10.17979
      7.56452      6.61632     -1.67113   3     10.18775
     -2.46319     -2.70736      9.54632   2     10.22396
     -7.70950     -5.61661      3.69360   1     10.22865
      7.27320      6.97716      1.77312   3     10.23348
      1.49526      4.40600      9.13246   3     10.24941
     -3.69617      1.51327      9.44865   3     10.25810
      1.88959      4.64285     -9.02014   3     10.31938
     -2.45867     -8.52323     -5.30417   2     10.33560
      2.85075     -2.73077      9.55489   2     10.33827
      4.63877     -7.38341      5.56928   3     10.34649
     -9.06148      4.44946      2.27008   3     10.34705
     -2.48936      3.03702      9.57387   2     10.34792
    -10.20180      0.49467     -1.74451   2     10.36170
      7.22517      4.69094      5.81137   3     10.39134
      8.27832     -2.83941      5.67217   2     10.42911
     -7.76182      5.87214      3.74868   1     10.42979
      2.82458      3.01360      9.58243   2     10.43470
      8.25215      2.90496      5.69972   2     10.44144
      4.59097     -1.71054     -9.22612   3     10.44625
      2.85527     -8.54665     -5.29560   2     10.45185
     -5.04883      0.16806     -9.16120   2     10.46167
     -2.53716      8.70989     -5.22154   2     10.46727
     -8.69049     -0.98318      5.75813   3     10.47126
      1.64393     -4.25451      9.42967   3     10.47483
     -5.24646     -5.43854     -7.26490   3     10.48245
     -2.32340     -8.53695      5.62749   2     10.48553
      2.77678      8.68647     -5.21297   2     10.50430
      1.54023     10.14700      2.31475   3     10.52103
     -7.76623      0.15188     -7.14453   1     10.55375
     -5.01799     -8.55841      3.61578   1     10.55938
      5.38142     -5.48538     -7.24777   3     10.56311
      2.03776    -10.23250      1.68192   3     10.56813
     -9.03175      1.46519     -5.38287   3     10.61577
    -10.46650      0.08123      1.77553   2     10.61634
    -10.62790      0.04683     -0.01714   3     10.62802
     10.62790     -0.04683      0.01714   3     10.62802
     -5.22482     -5.36704      7.55804   3     10.64086
      8.23233     -5.68686      3.71930   1     10.67449
      2.99054     -8.56037      5.63606   2     10.67654
     -2.40190      8.69617      5.71012   2     10.67698
     10.31980      2.17722     -1.68108   3     10.68010
      5.57905      0.12122     -9.14407   2     10.71235
      8.18000      5.80189      3.77439   1     10.71543
      5.05821     -9.28811     -1.74473   3     10.71907
     -5.09648      8.67472      3.69841   1     10.71929
     -3.42435      4.66627     -9.02871   3     10.72464
      0.29127     -5.59973     -9.18018   2     10.75721
      5.40306     -5.41387      7.57518   3     10.76505
      5.32909      6.00337     -7.19268   3     10.77842
      2.91205      8.67275      5.71869   2     10.78889
     -5.29879      6.05020     -7.20981   3     10.80109
     -7.58703      2.70672     -7.21158   3     10.81186
     -5.10143      0.09417      9.54216   2     10.82064
     -3.81868      4.42941      9.12390   3     10.83732
      8.17559      0.08163     -7.11883   1     10.84088
     -3.27618    -10.20910      1.67336   3     10.85169
     -8.37730      6.68658     -1.69683   3     10.85213
      0.23894      5.88901     -9.12509   2     10.86300
     -9.12810     -1.36305     -5.73516   3     10.86610
      5.60989     -8.60524      3.63291   1     10.89583
     -7.56086     -3.03765     -7.23912   3     10.89949
      5.53140      8.62788      3.71554   1     10.90146
     -7.74459      0.22338      7.67842   1     10.90810
     -5.56967     -9.24127     -1.76187   3     10.93282
     10.78920     -0.01244      1.80980   2     10.93994
     -3.67001     -4.23110      9.42110   3     10.96031
     -5.98911     -7.33658      5.55214   3     10.97821
      2.32908    -10.59340     -1.76233   3     10.98866
      4.56480      4.03383     -9.19858   3     11.03282
      5.52645      0.04734      9.55929   2     11.04192
     10.34600     -3.56715     -1.70862   3     11.07627
     -7.56539      2.77822      7.61137   3     11.08542
      0.23867     -5.67362      9.52318   2     11.08774
     -3.77371     10.17040      2.30619   3     11.09038
    -10.53430     -0.03667     -3.46772   3     11.09044
      0.11754      0.28426    -11.09150   3     11.09576
     -7.53922     -2.96615      7.58383   3     11.09740
     -5.27715      6.12171      7.61313   3     11.10331
      5.35073      6.07487      7.63027   3     11.12454
     -2.98486    -10.57000     -1.77090   3     11.12521
    -10.48870      0.40260      3.71426   3     11.13421
