natx =      594
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      7.35489     -1.57296     -6.59682   2     10.00433
      7.35489      1.57296     -6.59682   2     10.00433
     -2.49789     -7.86479     -5.67596   3     10.01553
     -2.49789      7.86479     -5.67596   3     10.01553
     -6.50963     -3.14592     -6.93481   3     10.01817
     -6.50963      3.14592     -6.93481   3     10.01817
     -1.03559     -4.71887     -8.79026   2     10.03040
     -1.03559      4.71887     -8.79026   2     10.03040
      0.85349     -9.43774      3.29273   2     10.03202
      0.85349      9.43774      3.29273   2     10.03202
     -6.64085      0.00000      7.52794   3     10.03846
      9.76951      0.00000      2.45562   2     10.07340
      8.31610      0.00000     -5.71989   3     10.09330
      8.80405     -4.71887      1.45475   3     10.09432
      8.80405      4.71887      1.45475   3     10.09432
     -0.00765     -3.14592     -9.60866   3     10.11055
      0.00765     -3.14592      9.60866   3     10.11055
     -0.00765      3.14592     -9.60866   3     10.11055
      0.00765      3.14592      9.60866   3     10.11055
      1.93445     -9.43774     -3.24674   1     10.16633
      1.93445      9.43774     -3.24674   1     10.16633
     -6.47403     -7.86479      0.26488   3     10.19010
     -6.47403      7.86479      0.26488   3     10.19010
     -2.36116     -4.71887      8.76125   3     10.22753
     -2.36116      4.71887      8.76125   3     10.22753
     -1.21664     -6.29183      7.97185   2     10.22828
     -1.21664      6.29183      7.97185   2     10.22828
      2.29161     -6.29183     -7.74908   3     10.24143
      2.29161      6.29183     -7.74908   3     10.24143
      6.58989     -7.86479     -0.32181   3     10.26573
      6.58989      7.86479     -0.32181   3     10.26573
     -7.86697     -3.14592      5.82820   2     10.28367
     -7.86697      3.14592      5.82820   2     10.28367
     -2.44858     -9.43774     -3.27363   3     10.28509
     -2.44858      9.43774     -3.27363   3     10.28509
     -5.70139     -7.86479      3.59853   2     10.35906
     -5.70139      7.86479      3.59853   2     10.35906
      4.19992     -9.43774     -1.19290   3     10.39872
      4.19992      9.43774     -1.19290   3     10.39872
     -4.38303     -9.43774     -0.02689   1     10.40589
     -4.38303      9.43774     -0.02689   1     10.40589
     -9.00287     -3.14592      4.24787   3     10.43997
     -9.00287      3.14592      4.24787   3     10.43997
     -3.29442     -9.43774      3.04230   2     10.44891
     -3.29442      9.43774      3.04230   2     10.44891
      6.55430     -3.14592     -7.52149   3     10.46081
      6.55430      3.14592     -7.52149   3     10.46081
      5.31532     -4.71887      7.67851   2     10.46326
      5.31532      4.71887      7.67851   2     10.46326
     -9.80347     -1.57296      3.32319   2     10.47023
     -9.80347      1.57296      3.32319   2     10.47023
     -9.01052      0.00000     -5.36079   3     10.48463
     -6.64085     -3.14592      7.52794   3     10.51987
     -6.64085      3.14592      7.52794   3     10.51987
     -2.12697     -6.29183     -8.16522   3     10.52530
     -2.12697      6.29183     -8.16522   3     10.52530
     -4.37538      0.00000      9.58177   1     10.53348
      9.76951     -3.14592      2.45562   2     10.55321
      9.76951      3.14592      2.45562   2     10.55321
     -0.32925     -9.43774     -4.71707   3     10.55605
     -0.32925      9.43774     -4.71707   3     10.55605
      8.31610     -3.14592     -5.71989   3     10.57220
      8.31610      3.14592     -5.71989   3     10.57220
     -4.39068      0.00000     -9.63555   1     10.58876
      5.41839      0.00000     -9.10182   2     10.59255
     -1.02030     -1.57296     10.42710   2     10.59432
     -1.02030      1.57296     10.42710   2     10.59432
     -9.03847     -4.71887     -2.95182   3     10.61484
     -9.03847      4.71887     -2.95182   3     10.61484
      4.42939     -4.71887     -8.41377   3     10.61502
      4.42939      4.71887     -8.41377   3     10.61502
     -0.32161     -9.43774      4.89160   3     10.63495
     -0.32161      9.43774      4.89160   3     10.63495
     -0.07213     -7.86479      7.18245   3     10.65118
     -0.07213      7.86479      7.18245   3     10.65118
      0.04166     -7.86479     -7.20632   3     10.66713
      0.04166      7.86479     -7.20632   3     10.66713
      4.03310     -7.86479      6.07015   3     10.72229
      4.03310      7.86479      6.07015   3     10.72229
      8.68089     -6.29183     -0.61358   1     10.73878
      8.68089      6.29183     -0.61358   1     10.73878
     -7.87461     -6.29183     -3.78047   2     10.76515
     -7.87461      6.29183     -3.78047   2     10.76515
     -2.37645     -1.57296    -10.45610   3     10.83752
     -2.37645      1.57296    -10.45610   3     10.83752
     -8.86400     -6.29183     -0.60621   3     10.88692
     -8.86400      6.29183     -0.60621   3     10.88692
      5.42604     -9.43774      0.50684   2     10.89815
      5.42604      9.43774      0.50684   2     10.89815
     10.69510     -1.57296     -1.43410   3     10.90486
     10.69510      1.57296     -1.43410   3     10.90486
      4.06105     -9.43774      3.66118   3     10.90721
      4.06105      9.43774      3.66118   3     10.90721
      3.25281     -7.86479     -6.87216   2     10.93903
      3.25281      7.86479     -6.87216   2     10.93903
     -9.01052     -3.14592     -5.36079   3     10.94643
     -9.01052      3.14592     -5.36079   3     10.94643
      7.35489     -4.71887     -6.59682   2     10.94898
      7.35489      4.71887     -6.59682   2     10.94898
     10.94460      0.00000      0.85675   3     10.97808
     -4.37538     -3.14592      9.58177   1     10.99323
     -4.37538      3.14592      9.58177   1     10.99323
      6.18596     -7.86479      4.55345   3     10.99340
      6.18596      7.86479      4.55345   3     10.99340
    -10.76470      0.00000      2.44627   3     11.03916
     -4.39068     -3.14592     -9.63555   1     11.04621
     -4.39068      3.14592     -9.63555   1     11.04621
      5.41839     -3.14592     -9.10182   2     11.04984
      5.41839      3.14592     -9.10182   2     11.04984
     -1.02795    -11.01070      0.81841   2     11.08882
     -1.02795     11.01070      0.81841   2     11.08882
     -7.75625     -7.86479     -1.34347   2     11.12741
     -7.75625      7.86479     -1.34347   2     11.12741
      8.32374     -6.29183      3.88877   3     11.13527
      8.32374      6.29183      3.88877   3     11.13527
      7.36254     -7.86479      3.01185   2     11.18629
      7.36254      7.86479      3.01185   2     11.18629
     10.57370     -1.57296      3.34601   3     11.20148
     10.57370      1.57296      3.34601   3     11.20148
      6.17831     -7.86479     -5.05521   3     11.20632
      6.17831      7.86479     -5.05521   3     11.20632
     -2.11168      0.00000     11.05210   3     11.25203
      0.04931    -11.01070      2.40234   3     11.26984
      0.04931     11.01070      2.40234   3     11.26984
     -0.07978    -11.01070     -2.42621   3     11.27512
     -0.07978     11.01070     -2.42621   3     11.27512
     -2.36880    -11.01070     -0.84742   3     11.29446
     -2.36880     11.01070     -0.84742   3     11.29446
     10.61530      0.00000     -3.86031   3     11.29542
     -1.23194      0.00000    -11.24550   2     11.31278
      4.20757     -6.29183      8.41576   3     11.31882
      4.20757      6.29183      8.41576   3     11.31882
     -9.03082     -1.57296      6.65684   3     11.32888
     -9.03082      1.57296      6.65684   3     11.32888
      6.42307     -6.29183      6.94125   3     11.35887
      6.42307      6.29183      6.94125   3     11.35887
     -6.88561     -7.86479     -4.46852   3     11.36812
     -6.88561      7.86479     -4.46852   3     11.36812
     -9.80347     -4.71887      3.32319   2     11.37626
     -9.80347      4.71887      3.32319   2     11.37626
      0.84584     -9.43774     -6.31593   2     11.38760
      0.84584      9.43774     -6.31593   2     11.38760
