 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5724625687E+01    0.7654760892E+01
    0.1584612949E-03    0.5724625583E+01    0.7654760786E+01
    0.1665857792E-03    0.5724625370E+01    0.7654760570E+01
    0.1751268148E-03    0.5724625042E+01    0.7654760235E+01
    0.1841057586E-03    0.5724624590E+01    0.7654759774E+01
    0.1935450626E-03    0.5724624006E+01    0.7654759179E+01
    0.2034683302E-03    0.5724623280E+01    0.7654758440E+01
    0.2139003746E-03    0.5724622401E+01    0.7654757544E+01
    0.2248672813E-03    0.5724621357E+01    0.7654756481E+01
    0.2363964733E-03    0.5724620135E+01    0.7654755236E+01
    0.2485167797E-03    0.5724618719E+01    0.7654753793E+01
    0.2612585075E-03    0.5724617091E+01    0.7654752135E+01
    0.2746535176E-03    0.5724615233E+01    0.7654750242E+01
    0.2887353046E-03    0.5724613124E+01    0.7654748093E+01
    0.3035390802E-03    0.5724610740E+01    0.7654745664E+01
    0.3191018616E-03    0.5724608054E+01    0.7654742928E+01
    0.3354625639E-03    0.5724605039E+01    0.7654739855E+01
    0.3526620974E-03    0.5724601661E+01    0.7654736414E+01
    0.3707434697E-03    0.5724597885E+01    0.7654732567E+01
    0.3897518939E-03    0.5724593671E+01    0.7654728274E+01
    0.4097349008E-03    0.5724588976E+01    0.7654723491E+01
    0.4307424584E-03    0.5724583752E+01    0.7654718168E+01
    0.4528270965E-03    0.5724577945E+01    0.7654712251E+01
    0.4760440382E-03    0.5724571495E+01    0.7654705680E+01
    0.5004513380E-03    0.5724564337E+01    0.7654698388E+01
    0.5261100268E-03    0.5724556400E+01    0.7654690301E+01
    0.5530842647E-03    0.5724547602E+01    0.7654681337E+01
    0.5814415013E-03    0.5724537855E+01    0.7654671407E+01
    0.6112526445E-03    0.5724527063E+01    0.7654660412E+01
    0.6425922378E-03    0.5724515116E+01    0.7654648240E+01
    0.6755386463E-03    0.5724501896E+01    0.7654634771E+01
    0.7101742534E-03    0.5724487271E+01    0.7654619871E+01
    0.7465856660E-03    0.5724471095E+01    0.7654603391E+01
    0.7848639316E-03    0.5724453209E+01    0.7654585168E+01
    0.8251047659E-03    0.5724433434E+01    0.7654565021E+01
    0.8674087919E-03    0.5724411575E+01    0.7654542750E+01
    0.9118817916E-03    0.5724387416E+01    0.7654518137E+01
    0.9586349708E-03    0.5724360719E+01    0.7654490937E+01
    0.1007785237E-02    0.5724331219E+01    0.7654460882E+01
    0.1059455491E-02    0.5724298627E+01    0.7654427676E+01
    0.1113774935E-02    0.5724262621E+01    0.7654390992E+01
    0.1170879397E-02    0.5724222847E+01    0.7654350470E+01
    0.1230911668E-02    0.5724178916E+01    0.7654305712E+01
    0.1294021859E-02    0.5724130396E+01    0.7654256278E+01
    0.1360367778E-02    0.5724076811E+01    0.7654201685E+01
    0.1430115326E-02    0.5724017638E+01    0.7654141399E+01
    0.1503438906E-02    0.5723952298E+01    0.7654074829E+01
    0.1580521867E-02    0.5723880153E+01    0.7654001326E+01
    0.1661556956E-02    0.5723800500E+01    0.7653920173E+01
    0.1746746803E-02    0.5723712562E+01    0.7653830581E+01
    0.1836304427E-02    0.5723615486E+01    0.7653731677E+01
    0.1930453768E-02    0.5723508327E+01    0.7653622501E+01
    0.2029430249E-02    0.5723390047E+01    0.7653501995E+01
    0.2133481363E-02    0.5723259501E+01    0.7653368991E+01
    0.2242867292E-02    0.5723115426E+01    0.7653222205E+01
    0.2357861557E-02    0.5722956432E+01    0.7653060219E+01
    0.2478751704E-02    0.5722780988E+01    0.7652881473E+01
    0.2605840021E-02    0.5722587407E+01    0.7652684248E+01
    0.2739444296E-02    0.5722373829E+01    0.7652466651E+01
    0.2879898609E-02    0.5722138210E+01    0.7652226597E+01
    0.3027554168E-02    0.5721878298E+01    0.7651961793E+01
    0.3182780189E-02    0.5721591614E+01    0.7651669713E+01
    0.3345964819E-02    0.5721275429E+01    0.7651347578E+01
    0.3517516104E-02    0.5720926744E+01    0.7650992330E+01
    0.3697863011E-02    0.5720542257E+01    0.7650600607E+01
