natx =      525
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
     -1.24345      0.00000      1.48859   1      1.93961
      0.97965     -1.55328     -0.72358   1      1.97382
      0.97965      1.55328     -0.72358   1      1.97382
      1.78195     -9.31968      3.17146   2     10.00450
      1.78195      9.31968      3.17146   2     10.00450
     -5.04735     -6.21312      6.00685   2     10.00804
     -5.04735      6.21312      6.00685   2     10.00804
      7.73087      0.00000     -6.37340   1     10.01931
      7.79861     -6.21312     -1.10400   1     10.03195
      7.79861      6.21312     -1.10400   1     10.03195
      9.84436     -1.55328      1.30246   1     10.05090
      9.84436      1.55328      1.30246   1     10.05090
      8.59056      0.00000      5.24602   2     10.06571
     -7.06494      0.00000     -7.17810   2     10.07167
      8.76319     -4.65984     -1.96811   2     10.11835
      8.76319      4.65984     -1.96811   2     10.11835
     -2.74335     -9.31968      2.83684   2     10.12077
     -2.74335      9.31968      2.83684   2     10.12077
     -4.98434     -1.55328      8.68075   2     10.12975
     -4.98434      1.55328      8.68075   2     10.12975
      8.60091     -4.65984      2.79105   2     10.17250
      8.60091      4.65984      2.79105   2     10.17250
     -5.87317     -7.76640     -2.97787   1     10.18228
     -5.87317      7.76640     -2.97787   1     10.18228
     -9.56230     -1.55328      3.21726   2     10.20789
     -9.56230      1.55328      3.21726   2     10.20789
      6.71969     -3.10656      7.05265   2     10.22472
      6.71969      3.10656      7.05265   2     10.22472
     -5.90704     -6.21312     -5.61257   1     10.24680
     -5.90704      6.21312     -5.61257   1     10.24680
     -5.98279     -4.65984      6.91016   1     10.25954
     -5.98279      4.65984      6.91016   1     10.25954
     -4.57179     -3.10656     -8.66567   2     10.27842
     -4.57179      3.10656     -8.66567   2     10.27842
      6.57297      0.00000     -7.93893   2     10.30682
      0.87003     -4.65984      9.16445   1     10.31786
      0.87003      4.65984      9.16445   1     10.31786
      8.70017     -3.10656     -4.64201   2     10.33886
      8.70017      3.10656     -4.64201   2     10.33886
     -6.81895     -7.76640      0.38041   2     10.34214
     -6.81895      7.76640      0.38041   2     10.34214
      6.81895     -7.76640     -0.38041   2     10.34214
      6.81895      7.76640     -0.38041   2     10.34214
      0.10962     -3.10656     -9.88803   2     10.36513
     -0.10962     -3.10656      9.88803   2     10.36513
      0.10962      3.10656     -9.88803   2     10.36513
     -0.10962      3.10656      9.88803   2     10.36513
      4.52530     -9.31968      0.33462   2     10.36565
      4.52530      9.31968      0.33462   2     10.36565
      2.24716     -4.65984     -9.04609   2     10.42092
      2.24716      4.65984     -9.04609   2     10.42092
     -6.91822      0.00000      7.81348   2     10.43610
      7.62125     -6.21312      3.51463   1     10.44217
      7.62125      6.21312      3.51463   1     10.44217
     -0.16229     -9.31968      4.75916   2     10.46577
     -0.16229      9.31968      4.75916   2     10.46577
      7.73087     -3.10656     -6.37340   1     10.48987
      7.73087      3.10656     -6.37340   1     10.48987
     -4.68141     -9.31968      1.22236   2     10.50077
     -4.68141      9.31968      1.22236   2     10.50077
     -1.13384     -6.21312     -8.39945   1     10.50901
     -1.13384      6.21312     -8.39945   1     10.50901
     -2.18404     -4.65984     -9.17300   2     10.51799
     -2.18404      4.65984     -9.17300   2     10.51799
      1.83462     -6.21312      8.30034   2     10.52921
      1.83462      6.21312      8.30034   2     10.52921
      8.59056     -3.10656      5.24602   2     10.53419
      8.59056      3.10656      5.24602   2     10.53419
     -7.06494     -3.10656     -7.17810   2     10.53989
     -7.06494      3.10656     -7.17810   2     10.53989
      5.68512     -1.55328     -8.77986   1     10.57446
      5.68512      1.55328     -8.77986   1     10.57446
      4.63492      0.00000     -9.55341   2     10.61839
     -0.05267     -9.31968     -5.12887   2     10.63788
     -0.05267      9.31968     -5.12887   2     10.63788
     -0.09927     -7.76640      7.43306   2     10.75068
     -0.09927      7.76640      7.43306   2     10.75068
      3.13502     -6.21312     -8.20515   1     10.75898
      3.13502      6.21312     -8.20515   1     10.75898
      6.57297     -3.10656     -7.93893   2     10.76482
      6.57297      3.10656     -7.93893   2     10.76482
      1.08927     -1.55328    -10.61160   1     10.77985
      1.08927      1.55328    -10.61160   1     10.77985
     -0.24598     -7.76640     -7.55851   2     10.84014
     -0.24598      7.76640     -7.55851   2     10.84014
      7.65512     -4.65984      6.14933   1     10.86873
      7.65512      4.65984      6.14933   1     10.86873
     -6.91822     -3.10656      7.81348   2     10.88866
     -6.91822      3.10656      7.81348   2     10.88866
    -10.61250      0.00000      2.44371   1     10.89022
      8.95650     -6.21312      0.46153   2     10.91031
      8.95650      6.21312      0.46153   2     10.91031
      0.97965    -10.87300     -0.72358   1     10.94100
      0.97965     10.87300     -0.72358   1     10.94100
      9.84436     -4.65984      1.30246   1     10.96914
      9.84436      4.65984      1.30246   1     10.96914
     -2.40327     -1.55328     10.60310   2     10.98245
     -2.40327      1.55328     10.60310   2     10.98245
     -5.83930     -9.31968     -0.34317   1     11.00326
     -5.83930      9.31968     -0.34317   1     11.00326
      2.02793     -1.55328     10.73000   2     11.02987
      2.02793      1.55328     10.73000   2     11.02987
     -4.98434     -4.65984      8.68075   2     11.04143
