 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5757215400E+01    0.7654760892E+01
    0.1584612949E-03    0.5757215297E+01    0.7654760787E+01
    0.1665857792E-03    0.5757215084E+01    0.7654760570E+01
    0.1751268148E-03    0.5757214756E+01    0.7654760235E+01
    0.1841057586E-03    0.5757214304E+01    0.7654759775E+01
    0.1935450626E-03    0.5757213720E+01    0.7654759180E+01
    0.2034683302E-03    0.5757212995E+01    0.7654758440E+01
    0.2139003746E-03    0.5757212117E+01    0.7654757545E+01
    0.2248672813E-03    0.5757211074E+01    0.7654756482E+01
    0.2363964733E-03    0.5757209853E+01    0.7654755236E+01
    0.2485167797E-03    0.5757208438E+01    0.7654753793E+01
    0.2612585075E-03    0.5757206811E+01    0.7654752135E+01
    0.2746535176E-03    0.5757204955E+01    0.7654750242E+01
    0.2887353046E-03    0.5757202848E+01    0.7654748093E+01
    0.3035390802E-03    0.5757200465E+01    0.7654745664E+01
    0.3191018616E-03    0.5757197782E+01    0.7654742928E+01
    0.3354625639E-03    0.5757194769E+01    0.7654739856E+01
    0.3526620974E-03    0.5757191393E+01    0.7654736414E+01
    0.3707434697E-03    0.5757187620E+01    0.7654732567E+01
    0.3897518939E-03    0.5757183410E+01    0.7654728274E+01
    0.4097349008E-03    0.5757178719E+01    0.7654723491E+01
    0.4307424584E-03    0.5757173499E+01    0.7654718169E+01
    0.4528270965E-03    0.5757167696E+01    0.7654712252E+01
    0.4760440382E-03    0.5757161252E+01    0.7654705681E+01
    0.5004513380E-03    0.5757154100E+01    0.7654698388E+01
    0.5261100268E-03    0.5757146169E+01    0.7654690301E+01
    0.5530842647E-03    0.5757137378E+01    0.7654681338E+01
    0.5814415013E-03    0.5757127639E+01    0.7654671408E+01
    0.6112526445E-03    0.5757116855E+01    0.7654660412E+01
    0.6425922378E-03    0.5757104918E+01    0.7654648241E+01
    0.6755386463E-03    0.5757091709E+01    0.7654634772E+01
    0.7101742534E-03    0.5757077095E+01    0.7654619871E+01
    0.7465856660E-03    0.5757060933E+01    0.7654603391E+01
    0.7848639316E-03    0.5757043061E+01    0.7654585168E+01
    0.8251047659E-03    0.5757023302E+01    0.7654565021E+01
    0.8674087919E-03    0.5757001461E+01    0.7654542751E+01
    0.9118817916E-03    0.5756977321E+01    0.7654518137E+01
    0.9586349708E-03    0.5756950645E+01    0.7654490937E+01
