natx =      511
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      7.86916     -6.21312      0.39314   1     10.03400
      7.86916      6.21312      0.39314   1     10.03400
      2.30400     -9.31968     -3.17001   2     10.11008
      2.30400      9.31968     -3.17001   2     10.11008
     -2.74335     -9.31968      2.83684   2     10.12077
     -2.74335      9.31968      2.83684   2     10.12077
      8.95033     -3.10656      3.66371   2     10.15785
      8.95033      3.10656      3.66371   2     10.15785
      3.12982     -7.76640      5.81471   1     10.19429
      3.12982      7.76640      5.81471   1     10.19429
     -9.56230     -1.55328      3.21726   2     10.20789
     -9.56230      1.55328      3.21726   2     10.20789
     -7.15903      0.00000     -7.38581   2     10.28601
      1.15982     -4.65984     -9.11448   1     10.30209
      1.15982      4.65984     -9.11448   1     10.30209
      4.43120     -9.31968      0.12691   2     10.32027
      4.43120      9.31968      0.12691   2     10.32027
      3.09596     -9.31968      3.18001   1     10.32249
      3.09596      9.31968      3.18001   1     10.32249
     -4.77128     -4.65984     -7.89313   2     10.33348
     -4.77128      4.65984     -7.89313   2     10.33348
     -6.81895     -7.76640      0.38041   2     10.34214
     -6.81895      7.76640      0.38041   2     10.34214
      6.81895     -7.76640     -0.38041   2     10.34214
      6.81895      7.76640     -0.38041   2     10.34214
     -9.46303      0.00000     -4.21580   2     10.35963
      0.10962     -3.10656     -9.88803   2     10.36513
     -0.10962     -3.10656      9.88803   2     10.36513
      0.10962      3.10656     -9.88803   2     10.36513
     -0.10962      3.10656      9.88803   2     10.36513
     -4.52530     -9.31968     -0.33462   2     10.36565
     -4.52530      9.31968     -0.33462   2     10.36565
     10.09230     -1.55328     -1.81903   1     10.37189
     10.09230      1.55328     -1.81903   1     10.37189
    -10.36460      0.00000     -0.67779   1     10.38674
     -5.65914      0.00000     -8.73407   1     10.40720
      6.47888      0.00000     -8.14664   2     10.40882
      9.91491     -1.55328      2.79960   1     10.41902
      9.91491      1.55328      2.79960   1     10.41902
     -2.69068     -6.21312      7.96572   2     10.45444
     -2.69068      6.21312      7.96572   2     10.45444
      2.18404     -4.65984      9.17300   2     10.51799
      2.18404      4.65984      9.17300   2     10.51799
      2.04768     -6.21312     -8.27355   2     10.54739
      2.04768      6.21312     -8.27355   2     10.54739
      5.42868     -1.55328     -8.92019   1     10.55713
      5.42868      1.55328     -8.92019   1     10.55713
     -9.40002     -4.65984     -1.54190   2     10.60434
     -9.40002      4.65984     -1.54190   2     10.60434
     -4.63492      0.00000      9.55341   2     10.61839
     -3.65526     -4.65984      8.82983   1     10.63207
     -3.65526      4.65984      8.82983   1     10.63207
     -3.57951     -9.31968     -3.69291   1     10.64457
     -3.57951      9.31968     -3.69291   1     10.64457
     -3.61338     -7.76640     -6.32761   1     10.64951
     -3.61338      7.76640     -6.32761   1     10.64951
     -1.39028     -6.21312     -8.53978   1     10.65193
     -1.39028      6.21312     -8.53978   1     10.65193
     -2.27813     -4.65984     -9.38071   2     10.71922
     -2.27813      4.65984     -9.38071   2     10.71922
     -7.15903     -3.10656     -7.38581   2     10.74489
     -7.15903      3.10656     -7.38581   2     10.74489
      4.54082      0.00000     -9.76112   2     10.76562
     -2.49737     -1.55328     10.39540   2     10.80342
     -2.49737      1.55328     10.39540   2     10.80342
      0.94059     -1.55328     10.66160   1     10.81513
      0.94059      1.55328     10.66160   1     10.81513
     -9.46303     -3.10656     -4.21580   2     10.81539
     -9.46303      3.10656     -4.21580   2     10.81539
    -10.36460     -3.10656     -0.67779   1     10.84136
    -10.36460      3.10656     -0.67779   1     10.84136
      9.12296     -4.65984     -3.55042   2     10.84196
      9.12296      4.65984     -3.55042   2     10.84196
     -5.65914     -3.10656     -8.73407   1     10.86096
     -5.65914      3.10656     -8.73407   1     10.86096
      6.47888     -3.10656     -8.14664   2     10.86252
      6.47888      3.10656     -8.14664   2     10.86252
      4.32159      0.00000     10.01490   2     10.90754
      1.05020    -10.87300      0.77355   1     10.95096
      1.05020     10.87300      0.77355   1     10.95096
      3.16369     -6.21312      8.44942   1     10.95466
      3.16369      6.21312      8.44942   1     10.95466
      2.40327     -1.55328    -10.60310   2     10.98245
      2.40327      1.55328    -10.60310   2     10.98245
     -0.34008     -7.76640     -7.76622   2     10.98848
     -0.34008      7.76640     -7.76622   2     10.98848
      9.05994      0.00000     -6.22432   2     10.99203
     10.05840      0.00000     -4.45373   1     11.00032
     -5.76875     -9.31968      1.15397   1     11.02119
     -5.76875      9.31968      1.15397   1     11.02119
