natx =      464
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
     -1.30274      1.35211     -0.00389   2      1.87759
      1.30320     -1.35174      0.00425   2      1.87764
      9.15071      1.34705      3.80798   2     10.00254
     -9.14992     -1.35751      3.81585   2     10.00623
     -1.25258     -1.09495     -9.87284   1     10.01203
      7.70582     -5.30226     -3.60249   3     10.02355
     -0.19140     -5.61247      8.30331   3     10.02404
      1.35802      1.10036      9.87560   1     10.02908
      2.41413     -5.20232     -8.26679   3     10.06141
      1.26451      1.59923     -9.87410   1     10.08238
     -1.34151     -1.59858      9.87463   1     10.09274
     -6.48529      6.75448      3.79163   2     10.10240
     -5.01631     -2.91235      8.29703   3     10.12353
      6.48609     -6.76494      3.83220   2     10.12519
      6.53390     -6.75270     -3.79885   2     10.13519
      7.70618      5.51367     -3.63483   3     10.14878
     -5.10136      8.00346      3.60319   3     10.15196
     -2.79793     -5.20250     -8.26685   3     10.16047
     -6.54441      6.76521     -3.83169   2     10.16264
      7.68988     -5.28294      4.05462   3     10.17269
     -7.93036     -5.30279     -3.60268   3     10.19752
      5.40799      2.49597      8.28099   3     10.20054
      3.90896     -9.46364      0.02850   2     10.23920
     -3.90850      9.46401     -0.02815   2     10.23937
     -6.51442      1.32914      7.78812   2     10.24007
      6.51517     -1.32864     -7.78765   2     10.24013
     -6.51472      1.37513     -7.79585   2     10.25221
      6.51547     -1.37463      7.79631   2     10.25297
      5.32276      8.00381      3.60331   3     10.26531
      1.27457      9.45878      3.78364   2     10.26689
     -1.33289     -9.45851     -3.78312   2     10.27385
      7.69024      5.53299      4.02229   3     10.29236
     -1.27377     -9.46923      3.84019   2     10.29737
      2.41449      5.61361     -8.29912   3     10.30620
     -5.08827      7.98721     -4.06677   3     10.30653
      5.02071      5.24963     -7.31292   3     10.30752
      1.32238      9.47101     -3.84741   2     10.30783
     -7.93000      5.51314     -3.63501   3     10.31954
      5.40781     -2.91200      8.29715   3     10.32312
     -5.10190     -8.22044      3.65169   3     10.34117
      1.30293     -6.73678     -7.77155   2     10.36720
