 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5700092480E+01    0.7654760892E+01
    0.1584612949E-03    0.5700092377E+01    0.7654760786E+01
    0.1665857792E-03    0.5700092163E+01    0.7654760570E+01
    0.1751268148E-03    0.5700091834E+01    0.7654760235E+01
    0.1841057586E-03    0.5700091381E+01    0.7654759774E+01
    0.1935450626E-03    0.5700090795E+01    0.7654759179E+01
    0.2034683302E-03    0.5700090067E+01    0.7654758440E+01
    0.2139003746E-03    0.5700089186E+01    0.7654757544E+01
    0.2248672813E-03    0.5700088139E+01    0.7654756481E+01
    0.2363964733E-03    0.5700086913E+01    0.7654755236E+01
    0.2485167797E-03    0.5700085493E+01    0.7654753793E+01
    0.2612585075E-03    0.5700083861E+01    0.7654752135E+01
    0.2746535176E-03    0.5700081998E+01    0.7654750242E+01
    0.2887353046E-03    0.5700079882E+01    0.7654748093E+01
    0.3035390802E-03    0.5700077491E+01    0.7654745664E+01
    0.3191018616E-03    0.5700074798E+01    0.7654742928E+01
    0.3354625639E-03    0.5700071774E+01    0.7654739855E+01
    0.3526620974E-03    0.5700068387E+01    0.7654736414E+01
    0.3707434697E-03    0.5700064600E+01    0.7654732567E+01
    0.3897518939E-03    0.5700060375E+01    0.7654728274E+01
    0.4097349008E-03    0.5700055667E+01    0.7654723491E+01
    0.4307424584E-03    0.5700050428E+01    0.7654718168E+01
    0.4528270965E-03    0.5700044604E+01    0.7654712251E+01
    0.4760440382E-03    0.5700038136E+01    0.7654705680E+01
    0.5004513380E-03    0.5700030959E+01    0.7654698388E+01
    0.5261100268E-03    0.5700022998E+01    0.7654690301E+01
    0.5530842647E-03    0.5700014176E+01    0.7654681337E+01
    0.5814415013E-03    0.5700004402E+01    0.7654671407E+01
    0.6112526445E-03    0.5699993579E+01    0.7654660412E+01
    0.6425922378E-03    0.5699981599E+01    0.7654648240E+01
    0.6755386463E-03    0.5699968341E+01    0.7654634771E+01
    0.7101742534E-03    0.5699953675E+01    0.7654619871E+01
    0.7465856660E-03    0.5699937454E+01    0.7654603391E+01
    0.7848639316E-03    0.5699919517E+01    0.7654585168E+01
    0.8251047659E-03    0.5699899687E+01    0.7654565021E+01
    0.8674087919E-03    0.5699877767E+01    0.7654542750E+01
    0.9118817916E-03    0.5699853540E+01    0.7654518137E+01
    0.9586349708E-03    0.5699826767E+01    0.7654490937E+01
    0.1007785237E-02    0.5699797184E+01    0.7654460882E+01
    0.1059455491E-02    0.5699764500E+01    0.7654427676E+01
    0.1113774935E-02    0.5699728393E+01    0.7654390992E+01
    0.1170879397E-02    0.5699688508E+01    0.7654350470E+01
    0.1230911668E-02    0.5699644453E+01    0.7654305712E+01
    0.1294021859E-02    0.5699595796E+01    0.7654256278E+01
    0.1360367778E-02    0.5699542061E+01    0.7654201685E+01
    0.1430115326E-02    0.5699482721E+01    0.7654141399E+01
    0.1503438906E-02    0.5699417197E+01    0.7654074829E+01
    0.1580521867E-02    0.5699344849E+01    0.7654001326E+01
