 # r       w_scrn(r)      v_ch(r)
    0.1507330463E-03    0.5781646448E+01    0.7654760892E+01
    0.1584612949E-03    0.5781646345E+01    0.7654760786E+01
    0.1665857792E-03    0.5781646132E+01    0.7654760570E+01
    0.1751268148E-03    0.5781645803E+01    0.7654760235E+01
    0.1841057586E-03    0.5781645351E+01    0.7654759774E+01
    0.1935450626E-03    0.5781644767E+01    0.7654759179E+01
    0.2034683302E-03    0.5781644041E+01    0.7654758440E+01
    0.2139003746E-03    0.5781643162E+01    0.7654757544E+01
    0.2248672813E-03    0.5781642118E+01    0.7654756481E+01
    0.2363964733E-03    0.5781640896E+01    0.7654755236E+01
    0.2485167797E-03    0.5781639479E+01    0.7654753793E+01
    0.2612585075E-03    0.5781637851E+01    0.7654752135E+01
    0.2746535176E-03    0.5781635993E+01    0.7654750242E+01
    0.2887353046E-03    0.5781633883E+01    0.7654748093E+01
    0.3035390802E-03    0.5781631498E+01    0.7654745664E+01
    0.3191018616E-03    0.5781628812E+01    0.7654742928E+01
    0.3354625639E-03    0.5781625796E+01    0.7654739855E+01
    0.3526620974E-03    0.5781622417E+01    0.7654736414E+01
    0.3707434697E-03    0.5781618640E+01    0.7654732567E+01
    0.3897518939E-03    0.5781614426E+01    0.7654728274E+01
    0.4097349008E-03    0.5781609730E+01    0.7654723491E+01
    0.4307424584E-03    0.5781604505E+01    0.7654718168E+01
    0.4528270965E-03    0.5781598696E+01    0.7654712251E+01
    0.4760440382E-03    0.5781592245E+01    0.7654705680E+01
    0.5004513380E-03    0.5781585086E+01    0.7654698388E+01
    0.5261100268E-03    0.5781577147E+01    0.7654690301E+01
    0.5530842647E-03    0.5781568347E+01    0.7654681337E+01
    0.5814415013E-03    0.5781558599E+01    0.7654671407E+01
    0.6112526445E-03    0.5781547804E+01    0.7654660412E+01
    0.6425922378E-03    0.5781535854E+01    0.7654648240E+01
    0.6755386463E-03    0.5781522632E+01    0.7654634771E+01
    0.7101742534E-03    0.5781508003E+01    0.7654619871E+01
    0.7465856660E-03    0.5781491825E+01    0.7654603391E+01
    0.7848639316E-03    0.5781473934E+01    0.7654585168E+01
    0.8251047659E-03    0.5781454156E+01    0.7654565021E+01
    0.8674087919E-03    0.5781432292E+01    0.7654542750E+01
    0.9118817916E-03    0.5781408128E+01    0.7654518137E+01
    0.9586349708E-03    0.5781381425E+01    0.7654490937E+01
    0.1007785237E-02    0.5781351919E+01    0.7654460882E+01
    0.1059455491E-02    0.5781319320E+01    0.7654427676E+01
    0.1113774935E-02    0.5781283306E+01    0.7654390992E+01
    0.1170879397E-02    0.5781243525E+01    0.7654350470E+01
    0.1230911668E-02    0.5781199584E+01    0.7654305712E+01
    0.1294021859E-02    0.5781151054E+01    0.7654256278E+01
    0.1360367778E-02    0.5781097458E+01    0.7654201685E+01
    0.1430115326E-02    0.5781038273E+01    0.7654141399E+01
    0.1503438906E-02    0.5780972919E+01    0.7654074829E+01
    0.1580521867E-02    0.5780900759E+01    0.7654001326E+01
    0.1661556956E-02    0.5780821089E+01    0.7653920173E+01
    0.1746746803E-02    0.5780733133E+01    0.7653830581E+01
    0.1836304427E-02    0.5780636036E+01    0.7653731677E+01
    0.1930453768E-02    0.5780528854E+01    0.7653622501E+01
    0.2029430249E-02    0.5780410550E+01    0.7653501995E+01
    0.2133481363E-02    0.5780279976E+01    0.7653368991E+01
    0.2242867292E-02    0.5780135871E+01    0.7653222205E+01
    0.2357861557E-02    0.5779976845E+01    0.7653060219E+01
    0.2478751704E-02    0.5779801364E+01    0.7652881473E+01
    0.2605840021E-02    0.5779607742E+01    0.7652684248E+01
    0.2739444296E-02    0.5779394119E+01    0.7652466651E+01
    0.2879898609E-02    0.5779158451E+01    0.7652226597E+01
    0.3027554168E-02    0.5778898485E+01    0.7651961793E+01
    0.3182780189E-02    0.5778611740E+01    0.7651669713E+01
    0.3345964819E-02    0.5778295490E+01    0.7651347578E+01
    0.3517516104E-02    0.5777946731E+01    0.7650992330E+01
    0.3697863011E-02    0.5777562164E+01    0.7650600607E+01
    0.3887456502E-02    0.5777138157E+01    0.7650168710E+01
    0.4086770659E-02    0.5776670719E+01    0.7649692575E+01
    0.4296303871E-02    0.5776155462E+01    0.7649167731E+01
    0.4516580081E-02    0.5775587567E+01    0.7648589269E+01
    0.4748150094E-02    0.5774961739E+01    0.7647951796E+01
    0.4991592955E-02    0.5774272161E+01    0.7647249389E+01
    0.5247517398E-02    0.5773512452E+01    0.7646475545E+01
    0.5516563369E-02    0.5772675606E+01    0.7645623129E+01
    0.5799403621E-02    0.5771753938E+01    0.7644684313E+01
    0.6096745403E-02    0.5770739022E+01    0.7643650515E+01
    0.6409332224E-02    0.5769621620E+01    0.7642512324E+01
    0.6737945714E-02    0.5768391611E+01    0.7641259433E+01
    0.7083407578E-02    0.5767037911E+01    0.7639880549E+01
    0.7446581651E-02    0.5765548384E+01    0.7638363314E+01
    0.7828376056E-02    0.5763909757E+01    0.7636694203E+01
    0.8229745479E-02    0.5762107508E+01    0.7634858430E+01
    0.8651693553E-02    0.5760125769E+01    0.7632839829E+01
    0.9095275367E-02    0.5757947207E+01    0.7630620744E+01
    0.9561600107E-02    0.5755552898E+01    0.7628181902E+01
    0.1005183383E-01    0.5752922197E+01    0.7625502275E+01
    0.1056720237E-01    0.5750032600E+01    0.7622558937E+01
    0.1110899442E-01    0.5746859585E+01    0.7619326914E+01
    0.1167856474E-01    0.5743376462E+01    0.7615779019E+01
