natx =      501
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      1.40072      1.27403      0.28314   2      1.91451
     -7.58147     -6.41463     -1.25873   3     10.01052
     -7.83779     -0.92437      6.16849   3     10.01677
      1.38879      6.91394     -7.12599   2     10.02552
      6.40848      1.70887      7.51825   2     10.02561
     -1.42217      5.70811      8.12530   3     10.03123
      4.04898     -9.05149     -1.61845   1     10.04704
     -2.34855      9.50460      2.30053   3     10.05711
     -7.10265     -3.50365      6.20558   1     10.06143
     -2.43853     -1.31598      9.68110   3     10.06985
      2.96653     -1.32399      9.53775   3     10.07581
      4.00631     -4.69893      7.96461   3     10.07797
      7.64443      5.42678     -3.70626   3     10.08085
     -7.83701     -6.33454      0.58542   2     10.09395
     -8.87627     -2.38428      4.17466   3     10.09459
      5.01188      8.10293     -3.34828   3     10.09888
      0.81072     -3.36408      9.49602   3     10.10686
      6.80556      1.70642     -7.27802   2     10.10926
      6.49722      6.89072     -3.55125   2     10.11471
     -7.71847     -6.08594      2.41788   3     10.12223
      5.99388     -6.03024     -5.50530   1     10.12910
      1.21951     -8.56605     -5.30892   3     10.15131
     -9.45156     -3.53848     -1.27525   3     10.17247
     -9.39768     -3.90946      0.56118   2     10.19388
      8.37739     -0.94840      5.73842   3     10.19851
     -7.55536     -1.01430     -6.77792   2     10.20061
     -9.84323      1.15694      2.41758   3     10.20159
     -7.33694     -6.36725     -3.12355   2     10.20437
      3.05651      9.49658      2.15718   3     10.20690
     -8.88798      2.81523      4.18333   3     10.21871
     -4.27776     -8.69180     -3.29055   2     10.23105
     -6.40673     -4.68536     -6.54495   3     10.28762
      8.57597      4.19789      3.87955   2     10.30633
      2.86939     -6.22738      7.72297   2     10.32753
     -0.19517     -7.25569      7.35313   3     10.33207
     -9.70624      1.71524     -3.12986   2     10.34162
      8.85481      4.00774     -3.53627   2     10.34286
     -2.53567     -6.21937      7.86632   2     10.34356
      9.44233     -3.85998     -1.75314   1     10.35039
      0.99172      6.91640      7.67027   2     10.37560
      8.76867     -1.33446     -5.40188   3     10.38512
      4.10454     -3.52213     -8.87740   1     10.39523
      0.20191     -7.25814     -7.44313   3     10.39815
      0.02342    -10.39900     -0.01734   3     10.39904
     -0.02342     10.39900      0.01734   3     10.39904
      3.43804      9.21527     -3.38425   2     10.40166
     -4.02054     -3.85796     -8.79012   3     10.40744
     -8.54732     -4.94821     -3.29353   3     10.41099
      0.16832      4.37926      9.45166   1     10.41826
      3.35769      4.25666     -8.90582   3     10.42626
     -5.79823      8.11896     -3.06156   3     10.43600
      6.42020     -3.49064      7.50958   2     10.47842
     -4.41475     -9.25010      2.25689   3     10.49514
      8.37816     -6.35857      0.15535   2     10.51899
     -2.24586      9.41342      4.17493   2     10.53975
      6.81728     -3.49310     -7.28669   2     10.57227
      3.98289      5.70010      7.98195   3     10.58613
     -2.06487      9.08059     -5.09783   3     10.61643
     -4.01626      6.92195     -6.98264   2     10.62078
     -7.63903      7.35143      0.84827   3     10.63569
      8.49671     -6.10997      1.98782   3     10.65257
     -5.16808      9.05766      2.20357   1     10.65861
     -0.27402      0.10396    -10.66580   3     10.66983
     -8.57074      5.45081     -3.27620   3     10.67251
     -7.61578     -6.17711      4.29228   2     10.70423
      3.15920      9.40541      4.03157   2     10.70961
      2.95482      3.87552      9.54641   3     10.71842
     -6.81552      0.51661      8.25999   3     10.72127
     -2.45024      3.88353      9.68977   3     10.72274
     -1.68588     -8.71117      6.05355   1     10.74114
     -9.69453     -3.48428     -3.13853   2     10.76915
      6.36907      6.52750      5.73677   3     10.77422
     -6.43015      5.71367     -6.52761   3     10.79827
    -10.81010      0.01602      0.28671   3     10.81391
     10.81010     -0.01602     -0.28671   3     10.81391
      5.64203      9.04164      1.91685   1     10.82858
      0.99915     -9.06303      5.85412   3     10.83548
     -4.18555     -8.55804     -5.16556   3     10.83706
     -1.82536     -0.98806    -10.63870   2     10.83929
     10.13900      0.09040      3.84379   3     10.84353
     -4.60605      1.84344      9.64804   3     10.84890
     -7.84950      4.27515      6.17715   3     10.86502
      5.58509     -0.82827      9.29963   1     10.87945
    -10.54970     -1.33336      2.32958   1     10.88581
     -9.83152     -4.04258      2.40891   3     10.89973
     -2.02394     -6.13435     -8.77980   3     10.90007
      8.63370     -6.43867     -1.68879   3     10.90180
      9.10081      1.67183      5.78418   1     10.91222
      1.20274      1.29227    -10.78130   2     10.92488
     -5.22503     -0.81224      9.58634   1     10.94799
    -10.00440      1.31075      4.30164   2     10.96860
      0.55368      9.57632     -5.33594   1     10.97655
     -7.56707      4.18522     -6.76925   2     10.98177
      8.75695      3.86505     -5.39321   3     10.98679
     -4.57597     -9.09629      4.14095   2     10.99225
     -9.61403      1.84900     -5.00487   3     10.99532
      3.34018      9.07258     -5.24118   3     10.99720
      8.36567      4.25111      5.74709   3     11.00388
      2.27451    -10.16380     -3.58891   3     11.01619
     -6.71728      1.69341     -8.58202   1     11.02908
      6.58943      7.02448     -5.42626   3     11.05478
     -7.43479     -6.50994     -4.98048   3     11.06619
     -0.64768    -10.29260      4.11316   3     11.10294
      1.36109      6.53305     -8.91614   3     11.13691
     -0.23030      8.34286      7.37914   3     11.14038
      0.16678      8.34040     -7.41712   3     11.16261
      3.71918     -8.71918      5.91020   1     11.17080
     -3.13055    -10.15570     -3.44556   3     11.17186
     -1.32394      6.88491     -8.71670   1     11.18641
      0.19174     -6.01977      9.43432   1     11.19289
     -4.59434     -3.35607      9.63937   3     11.19324
      6.77532     -8.76202     -1.71399   3     11.20784
      7.35062     -7.60783      3.73592   3     11.21908
     -7.60389     -8.24711      0.82226   3     11.24767
     10.44040     -2.30411     -3.50897   3     11.25272
      8.26273     -1.03587      7.58828   2     11.26622
      8.59939     -6.20114      3.86221   2     11.28363
      8.57615      7.32740      0.41821   3     11.28787
     11.07050     -1.36540      1.75616   1     11.29178
      8.65981     -1.03833     -7.20798   2     11.31483
     -0.69452     10.50540      4.14783   3     11.31593
     -4.41334      6.92441      7.81363   2     11.33481
     -7.95244     -1.01184      8.01835   2     11.33839
     -9.60232     -3.35052     -5.01354   3     11.33870
      1.42393     -8.68460     -7.15200   2     11.34024
      3.38112     -6.14236     -8.92316   3     11.34827
      9.11252     -3.52768      5.77551   1     11.35073
     -6.76113     -9.03546     -1.33174   1     11.36336
     10.42870      2.89541     -3.50030   3     11.37512
      6.20406      1.82742      9.36133   3     11.37824
      1.85400      0.23774     11.22470   3     11.37927
      6.77786      1.32553     -9.06816   3     11.39859
      3.57970     -0.99608    -10.78200   2     11.40429
      6.82920     -9.13301      0.12244   2     11.40460
      2.33093     -2.40276    -10.90830   3     11.41041
      6.39536     -9.26612      1.97018   3     11.42993
     -7.44071     -0.92683     -8.62778   3     11.43074
      2.22766     10.63430     -3.55424   3     11.43169
    -10.23300     -0.80669     -5.06657   1     11.44706
     -6.70557     -3.50610     -8.59069   1     11.44803
     -3.07413     -2.39475    -10.76500   3     11.44860
     -9.42111      6.48956      0.57852   2     11.45454
      6.53235     -8.70782     -3.57726   2     11.45838
      7.31548      7.99071      3.76193   3     11.46821
      5.20989     -7.26370      7.20978   3     11.48413
    -10.56140      3.86616      2.33825   1     11.48729
      2.31922      2.79675    -10.89960   3     11.48921
     -2.45615      9.46665      6.04247   3     11.49615
      8.87823     -6.39128     -3.55361   2     11.50216
     -4.20231      1.30028    -10.63800   2     11.51161
      0.70679      1.70167     11.37970   2     11.52791
     -5.20314     -7.25013     -7.29978   3     11.52926
      2.94890      9.45864      5.89911   3     11.53089
     -3.08584      2.80477    -10.75630   3     11.53634
      1.21446     -3.90725    -10.79000   2     11.53974
     -9.99274     -3.88877      4.29298   2     11.55020
     -1.83707      4.21145    -10.63000   2     11.58050
      9.41890      6.53904     -1.73580   1     11.59688
      1.02685     -8.68214      7.64426   2     11.61330
     -3.17740     10.64230     -3.41088   3     11.61846
     -4.04397      6.54106     -8.77278   3     11.66623
     -6.80381     -4.68290      8.25132   3     11.67500
     -9.83439      1.35202      6.15817   3     11.68188
     -7.82608     -6.12388      6.15982   3     11.69157
      6.23415     -9.11232      3.85424   2     11.69419
      5.57338      4.37125      9.30830   1     11.69679
     -5.38163    -10.39100      0.12602   3     11.70259
      5.38163     10.39100     -0.12602   3     11.70259
     -7.12607      6.89538      6.22292   1     11.70692
     -4.40591     -9.05502      5.99748   3     11.72072
      6.21577     -3.37209      9.35266   3     11.72515
     -5.42848     10.40700      0.16069   3     11.73882
      5.42848    -10.40700     -0.16069   3     11.73882
     -2.30170    -11.29350      2.26586   3     11.74628
      1.37730     11.67310      0.30048   2     11.75791
     -9.47498      6.86055     -1.25791   3     11.76540
     -9.40961      1.73045     -6.84795   2     11.76561
      0.94346     11.53990      2.14821   3     11.77600
     -5.23674      4.38727      9.59501   1     11.77862
    -11.17990     -2.27206     -2.93555   3     11.78006
     -2.42024    -11.54210      0.43339   2     11.80108
     -0.76683     -2.28563     11.57400   3     11.82242
     -0.26231     -5.09555    -10.67440   3     11.83116
     -2.34067     -1.17329     11.53800   2     11.83135
     -5.60022     -7.24768      7.49649   3     11.83591
     11.05880      3.83411      1.76483   1     11.83689
     -3.98113     -8.67659     -7.00865   2     11.84288
     -2.17373      9.37672     -6.90393   2     11.84535
      0.78729      7.03494      9.51336   3     11.85809
      3.06439     -1.18130     11.39470   2     11.85855
      8.38910     -6.14792      5.72975   3     11.87451
     -7.54365     -6.21381     -6.78659   2     11.89857
     -2.16470    -11.62220     -1.41075   3     11.90595
